day,subject,trial,s2,c1,c2,r,stim1_l,stim1_r,stim2_l,stim2_r,stake
1,cl263wnc03,86.0,2,2,1,1.0,2,1,1,2,1
1,cl263wnc03,87.0,1,1,1,1.0,1,2,1,2,1
1,cl263wnc03,87.0,2,2,2,1.0,2,1,1,2,5
1,cl263wnc03,88.0,2,2,2,0.0,2,1,2,1,5
1,cl263wnc03,88.0,1,1,2,0.0,1,2,2,1,1
1,cl263wnc03,89.0,2,1,2,5.0,1,2,2,1,1
1,cl263wnc03,89.0,2,2,1,0.0,2,1,2,1,5
1,cl263wnc03,90.0,1,1,2,1.0,1,2,1,2,1
1,cl263wnc03,90.0,1,2,2,1.0,1,2,1,2,5
1,cl263wnc03,91.0,1,2,1,5.0,2,1,2,1,5
1,cl263wnc03,91.0,1,1,2,0.0,1,2,1,2,1
1,cl263wnc03,92.0,2,2,1,1.0,2,1,1,2,1
1,cl263wnc03,92.0,1,2,1,5.0,1,2,2,1,5
1,cl263wnc03,93.0,1,2,1,1.0,2,1,1,2,5
1,cl263wnc03,93.0,2,1,2,5.0,2,1,2,1,1
1,cl263wnc03,94.0,1,1,1,0.0,2,1,1,2,1
1,cl263wnc03,94.0,2,2,1,1.0,2,1,1,2,5
1,cl263wnc03,95.0,1,2,1,0.0,2,1,2,1,5
1,cl263wnc03,95.0,2,2,1,1.0,2,1,1,2,1
1,cl263wnc03,96.0,1,2,1,0.0,1,2,2,1,5
1,cl263wnc03,96.0,1,2,2,0.0,2,1,1,2,1
1,cl263wnc03,97.0,2,2,1,0.0,1,2,2,1,5
1,cl263wnc03,97.0,1,1,2,5.0,1,2,2,1,1
1,cl263wnc03,98.0,2,2,1,1.0,1,2,1,2,5
1,cl263wnc03,98.0,1,1,2,0.0,1,2,2,1,1
1,cl263wnc03,99.0,2,1,2,0.0,1,2,2,1,1
1,cl263wnc03,99.0,1,1,2,5.0,1,2,2,1,5
1,cl263wnc03,100.0,1,2,2,0.0,1,2,1,2,1
1,cl263wnc03,100.0,2,2,1,5.0,1,2,2,1,5
1,d5mcw11r03,1.0,2,2,2,5.0,1,2,2,1,5
1,d5mcw11r03,1.0,2,1,,-1.0,1,2,2,1,1
1,d5mcw11r03,2.0,2,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,2.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,3.0,1,1,1,5.0,1,2,2,1,1
1,d5mcw11r03,3.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,4.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,4.0,2,1,1,0.0,2,1,2,1,1
1,d5mcw11r03,5.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,5.0,1,1,1,1.0,1,2,1,2,5
1,d5mcw11r03,6.0,2,2,2,0.0,2,1,2,1,5
1,d5mcw11r03,6.0,2,2,1,0.0,1,2,1,2,1
1,d5mcw11r03,7.0,1,1,1,5.0,2,1,2,1,1
1,d5mcw11r03,7.0,2,2,2,5.0,1,2,2,1,5
1,d5mcw11r03,8.0,1,1,2,5.0,1,2,2,1,5
1,d5mcw11r03,8.0,1,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,9.0,1,1,2,0.0,1,2,2,1,1
1,d5mcw11r03,9.0,1,2,1,0.0,2,1,2,1,5
1,d5mcw11r03,10.0,1,1,1,5.0,2,1,2,1,5
1,d5mcw11r03,10.0,1,1,1,5.0,1,2,2,1,1
1,d5mcw11r03,11.0,1,1,2,0.0,2,1,1,2,5
1,d5mcw11r03,11.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,12.0,2,2,2,5.0,1,2,2,1,5
1,d5mcw11r03,12.0,2,1,1,0.0,1,2,2,1,1
1,d5mcw11r03,13.0,1,2,1,1.0,1,2,1,2,5
1,d5mcw11r03,13.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,14.0,1,2,1,0.0,1,2,2,1,5
1,d5mcw11r03,14.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,15.0,2,2,2,0.0,2,1,2,1,1
1,d5mcw11r03,15.0,2,2,2,0.0,1,2,1,2,5
1,d5mcw11r03,16.0,1,1,1,0.0,1,2,2,1,1
1,d5mcw11r03,16.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,17.0,2,2,2,5.0,1,2,2,1,5
1,d5mcw11r03,17.0,1,2,1,0.0,2,1,2,1,1
1,d5mcw11r03,18.0,1,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,18.0,1,2,1,1.0,1,2,1,2,5
1,d5mcw11r03,19.0,2,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,19.0,2,2,2,1.0,2,1,1,2,5
1,d5mcw11r03,20.0,1,1,1,0.0,2,1,1,2,1
1,d5mcw11r03,20.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,21.0,1,1,1,0.0,2,1,2,1,1
1,d5mcw11r03,21.0,2,1,2,1.0,1,2,1,2,5
1,d5mcw11r03,22.0,1,2,1,0.0,2,1,1,2,1
1,d5mcw11r03,22.0,2,2,2,0.0,2,1,2,1,5
1,d5mcw11r03,23.0,1,1,2,0.0,1,2,1,2,1
1,d5mcw11r03,23.0,2,2,2,1.0,2,1,1,2,5
1,d5mcw11r03,24.0,1,1,1,1.0,1,2,1,2,5
1,d5mcw11r03,24.0,2,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,25.0,2,2,2,5.0,1,2,2,1,5
1,d5mcw11r03,25.0,2,2,1,0.0,1,2,1,2,1
1,d5mcw11r03,26.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,26.0,1,1,1,0.0,2,1,1,2,1
1,d5mcw11r03,27.0,1,2,1,1.0,2,1,1,2,5
1,d5mcw11r03,27.0,1,1,2,0.0,2,1,1,2,1
1,d5mcw11r03,28.0,2,2,2,0.0,2,1,1,2,5
1,d5mcw11r03,28.0,1,1,2,0.0,1,2,2,1,1
1,d5mcw11r03,29.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,29.0,1,2,1,5.0,2,1,2,1,5
1,d5mcw11r03,30.0,1,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,30.0,2,2,2,0.0,2,1,1,2,5
1,d5mcw11r03,31.0,2,1,2,0.0,2,1,1,2,1
1,d5mcw11r03,31.0,2,2,2,0.0,1,2,1,2,5
1,d5mcw11r03,32.0,2,2,2,5.0,2,1,2,1,1
1,d5mcw11r03,32.0,2,2,2,0.0,1,2,1,2,5
1,d5mcw11r03,33.0,1,1,1,0.0,2,1,2,1,5
1,d5mcw11r03,33.0,1,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,34.0,1,2,1,1.0,2,1,1,2,5
1,d5mcw11r03,34.0,2,1,1,0.0,2,1,2,1,1
1,d5mcw11r03,35.0,1,1,1,5.0,1,2,2,1,1
1,d5mcw11r03,35.0,1,1,1,1.0,1,2,1,2,5
1,d5mcw11r03,36.0,1,1,1,5.0,1,2,2,1,5
1,d5mcw11r03,36.0,2,2,2,0.0,1,2,1,2,1
1,d5mcw11r03,37.0,2,2,2,0.0,2,1,1,2,5
1,d5mcw11r03,37.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,38.0,2,1,2,0.0,1,2,2,1,5
1,d5mcw11r03,38.0,1,1,2,0.0,2,1,1,2,1
1,d5mcw11r03,39.0,1,1,1,1.0,2,1,1,2,1
1,d5mcw11r03,39.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,40.0,2,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,40.0,2,1,2,0.0,1,2,1,2,5
1,d5mcw11r03,41.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,41.0,1,1,1,0.0,1,2,2,1,1
1,d5mcw11r03,42.0,2,2,2,0.0,2,1,1,2,5
1,d5mcw11r03,42.0,2,2,1,1.0,1,2,1,2,1
1,d5mcw11r03,43.0,2,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,43.0,2,2,2,1.0,2,1,1,2,5
1,d5mcw11r03,44.0,2,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,44.0,1,2,1,1.0,1,2,1,2,5
1,d5mcw11r03,45.0,2,1,1,0.0,2,1,1,2,1
1,d5mcw11r03,45.0,2,2,2,0.0,2,1,1,2,5
1,d5mcw11r03,46.0,1,1,1,0.0,2,1,2,1,5
1,d5mcw11r03,46.0,1,1,1,1.0,2,1,1,2,1
1,d5mcw11r03,47.0,2,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,47.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,48.0,2,2,2,0.0,1,2,1,2,5
1,d5mcw11r03,48.0,2,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,49.0,2,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,49.0,1,1,2,5.0,1,2,2,1,5
1,d5mcw11r03,50.0,2,2,2,0.0,2,1,2,1,5
1,d5mcw11r03,50.0,1,1,1,5.0,1,2,2,1,1
1,d5mcw11r03,51.0,1,1,1,1.0,2,1,1,2,1
1,d5mcw11r03,51.0,1,1,2,5.0,1,2,2,1,5
1,d5mcw11r03,52.0,1,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,52.0,2,1,2,0.0,1,2,1,2,5
1,d5mcw11r03,53.0,1,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,53.0,2,1,1,1.0,1,2,1,2,5
1,d5mcw11r03,54.0,2,2,2,5.0,2,1,2,1,1
1,d5mcw11r03,54.0,1,1,1,1.0,1,2,1,2,5
1,d5mcw11r03,55.0,2,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,55.0,1,2,1,1.0,2,1,1,2,5
1,d5mcw11r03,56.0,1,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,56.0,2,1,2,0.0,2,1,1,2,5
1,d5mcw11r03,57.0,1,1,2,5.0,2,1,2,1,1
1,d5mcw11r03,57.0,2,2,2,5.0,1,2,2,1,5
1,d5mcw11r03,58.0,1,1,2,5.0,2,1,2,1,5
1,d5mcw11r03,58.0,2,1,2,5.0,2,1,2,1,1
1,d5mcw11r03,59.0,1,1,1,0.0,2,1,1,2,5
1,d5mcw11r03,59.0,1,1,1,0.0,1,2,2,1,1
1,d5mcw11r03,60.0,2,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,60.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,61.0,2,2,2,0.0,2,1,1,2,5
1,d5mcw11r03,61.0,1,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,62.0,2,1,2,0.0,1,2,1,2,5
1,d5mcw11r03,62.0,2,2,1,1.0,2,1,1,2,1
1,d5mcw11r03,63.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,63.0,1,2,1,0.0,2,1,2,1,1
1,d5mcw11r03,64.0,2,1,1,5.0,1,2,2,1,1
1,d5mcw11r03,64.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,65.0,2,1,1,0.0,1,2,1,2,5
1,d5mcw11r03,65.0,1,1,1,5.0,2,1,2,1,1
1,d5mcw11r03,66.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,66.0,1,2,1,0.0,1,2,2,1,1
1,d5mcw11r03,67.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,67.0,1,1,2,5.0,1,2,2,1,1
1,d5mcw11r03,68.0,1,2,1,0.0,2,1,1,2,1
1,d5mcw11r03,68.0,1,1,2,0.0,2,1,1,2,5
1,d5mcw11r03,69.0,1,1,2,0.0,2,1,1,2,5
1,d5mcw11r03,69.0,1,1,1,0.0,1,2,2,1,1
1,d5mcw11r03,70.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,70.0,2,2,1,0.0,2,1,1,2,1
1,d5mcw11r03,71.0,2,2,2,0.0,2,1,2,1,1
1,d5mcw11r03,71.0,1,2,1,0.0,2,1,1,2,5
1,d5mcw11r03,72.0,1,1,1,0.0,2,1,2,1,5
1,d5mcw11r03,72.0,1,1,1,0.0,2,1,2,1,1
1,d5mcw11r03,73.0,1,1,1,0.0,2,1,2,1,1
1,d5mcw11r03,73.0,1,1,1,0.0,2,1,2,1,5
1,d5mcw11r03,74.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,74.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,75.0,2,2,1,0.0,2,1,1,2,1
1,d5mcw11r03,75.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,76.0,1,2,1,0.0,2,1,1,2,5
1,d5mcw11r03,76.0,1,1,1,5.0,2,1,2,1,1
1,d5mcw11r03,77.0,1,2,1,0.0,1,2,1,2,5
1,d5mcw11r03,77.0,2,2,1,5.0,1,2,2,1,1
1,d5mcw11r03,78.0,1,1,1,5.0,2,1,2,1,1
1,d5mcw11r03,78.0,2,2,2,0.0,1,2,1,2,5
1,d5mcw11r03,79.0,2,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,79.0,2,1,2,0.0,1,2,2,1,5
1,d5mcw11r03,80.0,1,1,1,0.0,2,1,2,1,1
1,d5mcw11r03,80.0,1,1,2,0.0,2,1,2,1,5
1,d5mcw11r03,81.0,1,1,1,1.0,1,2,1,2,1
1,d5mcw11r03,81.0,2,1,2,0.0,1,2,2,1,5
1,d5mcw11r03,82.0,2,2,1,0.0,2,1,1,2,1
1,d5mcw11r03,82.0,2,1,2,0.0,1,2,2,1,5
1,d5mcw11r03,83.0,2,2,1,0.0,2,1,2,1,1
1,d5mcw11r03,83.0,1,1,1,5.0,2,1,2,1,5
1,d5mcw11r03,84.0,2,2,2,1.0,1,2,1,2,5
1,d5mcw11r03,84.0,1,1,1,5.0,2,1,2,1,1
1,d5mcw11r03,85.0,2,1,2,1.0,2,1,1,2,5
1,d5mcw11r03,85.0,2,2,1,0.0,1,2,2,1,1
1,d5mcw11r03,86.0,2,2,1,0.0,2,1,1,2,5
1,d5mcw11r03,86.0,1,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,87.0,1,1,1,0.0,1,2,2,1,5
1,d5mcw11r03,87.0,2,2,2,1.0,1,2,1,2,1
1,d5mcw11r03,88.0,1,1,1,0.0,2,1,1,2,5
1,d5mcw11r03,88.0,2,2,1,1.0,2,1,1,2,1
1,d5mcw11r03,89.0,2,1,2,1.0,1,2,1,2,1
1,d5mcw11r03,89.0,1,2,1,1.0,2,1,1,2,5
1,d5mcw11r03,90.0,2,2,2,0.0,1,2,2,1,5
1,d5mcw11r03,90.0,2,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,91.0,2,2,1,0.0,2,1,1,2,1
1,d5mcw11r03,91.0,1,1,1,0.0,1,2,1,2,5
1,d5mcw11r03,92.0,2,1,1,5.0,1,2,2,1,5
1,d5mcw11r03,92.0,2,1,2,0.0,2,1,1,2,1
1,d5mcw11r03,93.0,2,1,2,0.0,2,1,1,2,1
1,d5mcw11r03,93.0,2,2,2,0.0,1,2,1,2,5
1,d5mcw11r03,94.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,94.0,2,2,1,1.0,2,1,1,2,1
1,d5mcw11r03,95.0,1,2,2,5.0,2,1,2,1,1
1,d5mcw11r03,95.0,1,1,2,5.0,1,2,2,1,5
1,d5mcw11r03,96.0,2,2,2,5.0,2,1,2,1,5
1,d5mcw11r03,96.0,2,2,2,1.0,2,1,1,2,1
1,d5mcw11r03,97.0,2,2,1,1.0,2,1,1,2,5
1,d5mcw11r03,97.0,2,2,2,1.0,2,1,1,2,1
1,d5mcw11r03,98.0,2,2,1,0.0,2,1,1,2,5
1,d5mcw11r03,98.0,1,1,1,0.0,1,2,1,2,1
1,d5mcw11r03,99.0,1,2,1,1.0,2,1,1,2,5
1,d5mcw11r03,99.0,2,1,1,5.0,2,1,2,1,1
1,d5mcw11r03,100.0,1,1,1,0.0,2,1,2,1,5
1,d5mcw11r03,100.0,1,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,1.0,1,1,1,1.0,1,2,1,2,5
1,3lblrz5z03,1.0,2,2,1,5.0,2,1,2,1,1
1,3lblrz5z03,2.0,2,2,1,5.0,2,1,2,1,1
1,3lblrz5z03,2.0,,,,-1.0,,,,,5
1,3lblrz5z03,3.0,2,2,2,5.0,2,1,2,1,1
1,3lblrz5z03,3.0,1,1,2,1.0,1,2,1,2,5
1,3lblrz5z03,4.0,2,2,1,0.0,2,1,2,1,1
1,3lblrz5z03,4.0,1,1,1,0.0,1,2,1,2,5
1,3lblrz5z03,5.0,1,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,5.0,2,2,1,0.0,2,1,2,1,5
1,3lblrz5z03,6.0,1,1,1,1.0,1,2,1,2,1
1,3lblrz5z03,6.0,2,1,2,0.0,2,1,1,2,5
1,3lblrz5z03,7.0,2,2,1,0.0,1,2,2,1,1
1,3lblrz5z03,7.0,1,2,1,0.0,2,1,2,1,5
1,3lblrz5z03,8.0,1,1,1,5.0,2,1,2,1,1
1,3lblrz5z03,8.0,1,1,2,0.0,1,2,2,1,5
1,3lblrz5z03,9.0,1,2,1,0.0,2,1,2,1,1
1,3lblrz5z03,9.0,1,1,1,1.0,2,1,1,2,5
1,3lblrz5z03,10.0,1,2,1,0.0,2,1,1,2,1
1,3lblrz5z03,10.0,2,2,1,0.0,2,1,2,1,5
1,3lblrz5z03,11.0,1,1,1,0.0,2,1,1,2,5
1,3lblrz5z03,11.0,1,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,12.0,1,1,2,5.0,1,2,2,1,5
1,3lblrz5z03,12.0,1,1,1,5.0,1,2,2,1,1
1,3lblrz5z03,13.0,1,1,2,0.0,2,1,2,1,5
1,3lblrz5z03,13.0,1,1,1,5.0,2,1,2,1,1
1,3lblrz5z03,14.0,1,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,14.0,1,1,2,1.0,1,2,1,2,5
1,3lblrz5z03,15.0,1,1,1,0.0,1,2,2,1,5
1,3lblrz5z03,15.0,2,2,1,1.0,1,2,1,2,1
1,3lblrz5z03,16.0,1,1,2,5.0,2,1,2,1,5
1,3lblrz5z03,16.0,1,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,17.0,1,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,17.0,2,1,2,0.0,1,2,1,2,5
1,3lblrz5z03,18.0,1,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,18.0,1,1,1,0.0,1,2,2,1,5
1,3lblrz5z03,19.0,1,1,1,5.0,1,2,2,1,5
1,3lblrz5z03,19.0,1,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,20.0,1,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,20.0,2,2,2,1.0,2,1,1,2,5
1,3lblrz5z03,21.0,2,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,21.0,1,1,1,0.0,2,1,1,2,5
1,3lblrz5z03,22.0,1,1,1,0.0,1,2,2,1,1
1,3lblrz5z03,22.0,2,1,2,0.0,2,1,1,2,5
1,3lblrz5z03,23.0,1,1,1,0.0,1,2,1,2,5
1,3lblrz5z03,23.0,1,1,2,5.0,1,2,2,1,1
1,3lblrz5z03,24.0,1,1,1,0.0,1,2,2,1,5
1,3lblrz5z03,24.0,2,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,25.0,1,1,2,0.0,1,2,2,1,5
1,3lblrz5z03,25.0,1,1,2,0.0,1,2,1,2,1
1,3lblrz5z03,26.0,1,1,1,0.0,1,2,1,2,5
1,3lblrz5z03,26.0,1,2,1,0.0,2,1,2,1,1
1,3lblrz5z03,27.0,1,1,1,1.0,2,1,1,2,5
1,3lblrz5z03,27.0,1,1,2,0.0,1,2,2,1,1
1,3lblrz5z03,28.0,2,1,1,5.0,1,2,2,1,5
1,3lblrz5z03,28.0,2,2,2,5.0,1,2,2,1,1
1,3lblrz5z03,29.0,1,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,29.0,2,2,1,0.0,1,2,2,1,5
1,3lblrz5z03,30.0,2,1,2,0.0,1,2,1,2,1
1,3lblrz5z03,30.0,1,1,2,5.0,2,1,2,1,5
1,3lblrz5z03,31.0,1,1,2,5.0,1,2,2,1,5
1,3lblrz5z03,31.0,1,2,1,0.0,2,1,1,2,1
1,3lblrz5z03,32.0,2,2,1,0.0,2,1,2,1,1
1,3lblrz5z03,32.0,2,2,1,0.0,1,2,2,1,5
1,3lblrz5z03,33.0,2,1,1,1.0,2,1,1,2,1
1,3lblrz5z03,33.0,1,1,2,5.0,1,2,2,1,5
1,3lblrz5z03,34.0,1,1,2,1.0,2,1,1,2,5
1,3lblrz5z03,34.0,1,1,1,1.0,2,1,1,2,1
1,3lblrz5z03,35.0,1,1,2,0.0,2,1,1,2,5
1,3lblrz5z03,35.0,1,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,36.0,1,1,1,5.0,1,2,2,1,5
1,3lblrz5z03,36.0,2,1,1,5.0,2,1,2,1,1
1,3lblrz5z03,37.0,2,1,2,5.0,1,2,2,1,5
1,3lblrz5z03,37.0,1,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,38.0,1,1,2,0.0,1,2,1,2,5
1,3lblrz5z03,38.0,1,1,1,5.0,1,2,2,1,1
1,3lblrz5z03,39.0,1,1,1,0.0,2,1,2,1,5
1,3lblrz5z03,39.0,2,1,1,0.0,1,2,2,1,1
1,3lblrz5z03,40.0,2,1,1,1.0,2,1,1,2,1
1,3lblrz5z03,40.0,1,1,1,0.0,1,2,1,2,5
1,3lblrz5z03,41.0,1,1,1,5.0,2,1,2,1,1
1,3lblrz5z03,41.0,2,1,2,1.0,1,2,1,2,5
1,3lblrz5z03,42.0,1,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,42.0,2,1,2,0.0,1,2,1,2,5
1,3lblrz5z03,43.0,1,1,2,1.0,2,1,1,2,1
1,3lblrz5z03,43.0,2,1,1,1.0,2,1,1,2,5
1,3lblrz5z03,44.0,1,1,1,5.0,1,2,2,1,5
1,3lblrz5z03,44.0,1,1,1,1.0,2,1,1,2,1
1,3lblrz5z03,45.0,2,2,1,1.0,2,1,1,2,1
1,3lblrz5z03,45.0,1,1,2,1.0,1,2,1,2,5
1,3lblrz5z03,46.0,2,1,1,0.0,1,2,2,1,1
1,3lblrz5z03,46.0,1,1,1,1.0,2,1,1,2,5
1,3lblrz5z03,47.0,1,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,47.0,2,1,2,5.0,2,1,2,1,5
1,3lblrz5z03,48.0,1,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,48.0,1,1,1,0.0,1,2,2,1,5
1,3lblrz5z03,49.0,2,1,1,0.0,1,2,2,1,5
1,3lblrz5z03,49.0,1,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,50.0,1,1,2,0.0,1,2,1,2,1
1,3lblrz5z03,50.0,1,1,2,0.0,1,2,2,1,5
1,3lblrz5z03,51.0,2,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,51.0,2,1,2,5.0,2,1,2,1,5
1,3lblrz5z03,52.0,1,1,1,0.0,2,1,1,2,5
1,3lblrz5z03,52.0,1,1,2,0.0,1,2,1,2,1
1,3lblrz5z03,53.0,1,1,1,1.0,2,1,1,2,5
1,3lblrz5z03,53.0,1,1,2,0.0,2,1,2,1,1
1,3lblrz5z03,54.0,1,1,2,1.0,1,2,1,2,5
1,3lblrz5z03,54.0,1,1,2,0.0,2,1,2,1,1
1,3lblrz5z03,55.0,2,1,1,0.0,1,2,1,2,1
1,3lblrz5z03,55.0,2,1,1,5.0,1,2,2,1,5
1,3lblrz5z03,56.0,1,1,2,0.0,1,2,1,2,5
1,3lblrz5z03,56.0,1,1,2,0.0,2,1,1,2,1
1,3lblrz5z03,57.0,2,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,57.0,2,2,1,0.0,1,2,2,1,5
1,3lblrz5z03,58.0,1,2,2,0.0,1,2,2,1,1
1,3lblrz5z03,58.0,2,2,2,0.0,1,2,1,2,5
1,3lblrz5z03,59.0,2,2,1,0.0,1,2,2,1,5
1,3lblrz5z03,59.0,1,2,1,0.0,1,2,1,2,1
1,3lblrz5z03,60.0,2,2,2,0.0,1,2,2,1,1
1,3lblrz5z03,60.0,2,2,1,0.0,1,2,1,2,5
1,3lblrz5z03,61.0,1,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,61.0,2,2,2,0.0,1,2,1,2,5
1,3lblrz5z03,62.0,1,2,2,1.0,1,2,1,2,5
1,3lblrz5z03,62.0,1,1,2,1.0,2,1,1,2,1
1,3lblrz5z03,63.0,1,1,1,0.0,2,1,2,1,5
1,3lblrz5z03,63.0,1,1,1,1.0,1,2,1,2,1
1,3lblrz5z03,64.0,1,1,1,5.0,2,1,2,1,5
1,3lblrz5z03,64.0,1,1,2,0.0,1,2,2,1,1
1,3lblrz5z03,65.0,2,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,65.0,2,2,1,0.0,1,2,2,1,5
1,3lblrz5z03,66.0,2,1,2,5.0,2,1,2,1,5
1,3lblrz5z03,66.0,2,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,67.0,2,2,1,5.0,2,1,2,1,5
1,3lblrz5z03,67.0,1,1,2,5.0,2,1,2,1,1
1,3lblrz5z03,68.0,1,1,2,0.0,2,1,2,1,1
1,3lblrz5z03,68.0,1,1,2,0.0,2,1,2,1,5
1,3lblrz5z03,69.0,2,1,1,0.0,2,1,1,2,5
1,3lblrz5z03,69.0,1,1,2,1.0,1,2,1,2,1
1,3lblrz5z03,70.0,1,1,2,1.0,2,1,1,2,1
1,3lblrz5z03,70.0,1,1,2,1.0,2,1,1,2,5
1,3lblrz5z03,71.0,1,2,1,0.0,1,2,2,1,5
1,3lblrz5z03,71.0,2,2,1,0.0,1,2,2,1,1
1,3lblrz5z03,72.0,2,2,2,5.0,1,2,2,1,1
1,3lblrz5z03,72.0,2,1,2,5.0,1,2,2,1,5
1,3lblrz5z03,73.0,2,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,73.0,2,2,1,0.0,1,2,1,2,5
1,3lblrz5z03,74.0,1,1,1,0.0,2,1,2,1,5
1,3lblrz5z03,74.0,1,1,2,0.0,2,1,2,1,1
1,3lblrz5z03,75.0,1,2,1,0.0,2,1,2,1,5
1,3lblrz5z03,75.0,2,2,1,0.0,1,2,1,2,1
1,3lblrz5z03,76.0,1,1,2,0.0,1,2,1,2,5
1,3lblrz5z03,76.0,2,1,2,0.0,2,1,1,2,1
1,3lblrz5z03,77.0,1,1,2,0.0,2,1,1,2,5
1,3lblrz5z03,77.0,2,2,2,5.0,2,1,2,1,1
1,3lblrz5z03,78.0,2,1,1,1.0,1,2,1,2,1
1,3lblrz5z03,78.0,1,1,2,5.0,2,1,2,1,5
1,3lblrz5z03,79.0,1,1,2,1.0,1,2,1,2,5
1,3lblrz5z03,79.0,2,1,1,5.0,2,1,2,1,1
1,3lblrz5z03,80.0,1,1,1,0.0,2,1,1,2,5
1,3lblrz5z03,80.0,1,1,1,0.0,2,1,2,1,1
1,3lblrz5z03,81.0,2,2,1,0.0,1,2,1,2,1
1,3lblrz5z03,81.0,2,1,1,0.0,1,2,2,1,5
1,3lblrz5z03,82.0,2,2,1,0.0,1,2,2,1,1
1,3lblrz5z03,82.0,2,2,1,0.0,1,2,1,2,5
1,3lblrz5z03,83.0,2,1,2,0.0,1,2,2,1,5
1,3lblrz5z03,83.0,2,1,1,0.0,2,1,1,2,1
1,3lblrz5z03,84.0,1,2,1,0.0,2,1,1,2,1
1,3lblrz5z03,84.0,2,2,2,1.0,1,2,1,2,5
1,3lblrz5z03,85.0,2,2,2,0.0,2,1,2,1,5
1,3lblrz5z03,85.0,2,2,2,0.0,2,1,1,2,1
