day,subject,trial,s2,c1,c2,r,stim1_l,stim1_r,stim2_l,stim2_r,stake
1,tc87pk3u03,99.0,1,2,2,0.0,2,1,1,2,1
1,tc87pk3u03,100.0,1,1,1,5.0,1,2,2,1,5
1,tc87pk3u03,100.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,1.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,1.0,1,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,2.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,2.0,2,1,2,0.0,2,1,1,2,1
1,m4l9dmmu03,3.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,3.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,4.0,2,1,1,0.0,1,2,2,1,5
1,m4l9dmmu03,4.0,1,1,2,0.0,2,1,1,2,1
1,m4l9dmmu03,5.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,5.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,6.0,2,1,1,0.0,1,2,1,2,5
1,m4l9dmmu03,6.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,7.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,7.0,2,1,1,0.0,2,1,1,2,5
1,m4l9dmmu03,8.0,2,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,8.0,2,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,9.0,1,1,2,0.0,1,2,1,2,5
1,m4l9dmmu03,9.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,10.0,1,1,1,0.0,2,1,1,2,1
1,m4l9dmmu03,10.0,1,1,1,0.0,1,2,1,2,5
1,m4l9dmmu03,11.0,2,1,1,1.0,2,1,1,2,5
1,m4l9dmmu03,11.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,12.0,2,1,2,0.0,2,1,2,1,5
1,m4l9dmmu03,12.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,13.0,1,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,13.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,14.0,1,1,1,5.0,2,1,2,1,1
1,m4l9dmmu03,14.0,1,1,1,0.0,1,2,1,2,5
1,m4l9dmmu03,15.0,1,1,1,1.0,1,2,1,2,5
1,m4l9dmmu03,15.0,2,1,1,1.0,1,2,1,2,1
1,m4l9dmmu03,16.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,16.0,1,1,1,0.0,2,1,1,2,5
1,m4l9dmmu03,17.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,17.0,1,1,2,5.0,1,2,2,1,5
1,m4l9dmmu03,18.0,1,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,18.0,1,1,2,0.0,1,2,2,1,5
1,m4l9dmmu03,19.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,19.0,1,1,2,0.0,1,2,2,1,5
1,m4l9dmmu03,20.0,2,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,20.0,1,1,2,0.0,1,2,1,2,5
1,m4l9dmmu03,21.0,2,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,21.0,1,1,2,0.0,1,2,2,1,5
1,m4l9dmmu03,22.0,2,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,22.0,1,1,1,1.0,2,1,1,2,1
1,m4l9dmmu03,23.0,1,1,1,0.0,1,2,1,2,1
1,m4l9dmmu03,23.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,24.0,1,1,1,0.0,1,2,2,1,5
1,m4l9dmmu03,24.0,1,1,1,0.0,1,2,1,2,1
1,m4l9dmmu03,25.0,2,1,1,1.0,1,2,1,2,5
1,m4l9dmmu03,25.0,1,1,1,0.0,1,2,1,2,1
1,m4l9dmmu03,26.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,26.0,2,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,27.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,27.0,1,1,2,5.0,1,2,2,1,5
1,m4l9dmmu03,28.0,2,1,1,5.0,2,1,2,1,1
1,m4l9dmmu03,28.0,1,1,1,0.0,2,1,1,2,5
1,m4l9dmmu03,29.0,1,1,2,0.0,1,2,2,1,5
1,m4l9dmmu03,29.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,30.0,1,1,1,0.0,2,1,1,2,1
1,m4l9dmmu03,30.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,31.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,31.0,1,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,32.0,1,1,1,0.0,2,1,1,2,5
1,m4l9dmmu03,32.0,1,1,1,0.0,2,1,1,2,1
1,m4l9dmmu03,33.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,33.0,2,2,2,0.0,1,2,2,1,5
1,m4l9dmmu03,34.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,34.0,1,1,2,0.0,2,1,2,1,5
1,m4l9dmmu03,35.0,2,1,1,0.0,1,2,2,1,1
1,m4l9dmmu03,35.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,36.0,2,1,1,1.0,2,1,1,2,5
1,m4l9dmmu03,36.0,2,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,37.0,2,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,37.0,1,1,2,0.0,1,2,1,2,5
1,m4l9dmmu03,38.0,1,2,1,0.0,1,2,2,1,5
1,m4l9dmmu03,38.0,1,2,2,0.0,1,2,2,1,1
1,m4l9dmmu03,39.0,1,1,2,0.0,1,2,1,2,5
1,m4l9dmmu03,39.0,2,2,1,0.0,2,1,1,2,1
1,m4l9dmmu03,40.0,1,1,1,0.0,2,1,1,2,1
1,m4l9dmmu03,40.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,41.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,41.0,1,1,2,5.0,1,2,2,1,5
1,m4l9dmmu03,42.0,1,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,42.0,2,2,1,0.0,1,2,1,2,5
1,m4l9dmmu03,43.0,2,1,2,0.0,1,2,1,2,5
1,m4l9dmmu03,43.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,44.0,2,1,2,0.0,2,1,2,1,5
1,m4l9dmmu03,44.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,45.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,45.0,1,1,1,0.0,2,1,1,2,1
1,m4l9dmmu03,46.0,2,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,46.0,1,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,47.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,47.0,2,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,48.0,1,2,1,5.0,1,2,2,1,5
1,m4l9dmmu03,48.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,49.0,2,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,49.0,2,1,1,5.0,2,1,2,1,5
1,m4l9dmmu03,50.0,2,2,1,5.0,1,2,2,1,5
1,m4l9dmmu03,50.0,2,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,51.0,2,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,51.0,1,2,1,5.0,1,2,2,1,5
1,m4l9dmmu03,52.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,52.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,53.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,53.0,2,1,1,0.0,1,2,2,1,1
1,m4l9dmmu03,54.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,54.0,1,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,55.0,1,2,1,5.0,1,2,2,1,5
1,m4l9dmmu03,55.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,56.0,2,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,56.0,2,2,2,1.0,1,2,1,2,5
1,m4l9dmmu03,57.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,57.0,1,1,1,0.0,2,1,1,2,1
1,m4l9dmmu03,58.0,2,1,1,0.0,2,1,2,1,1
1,m4l9dmmu03,58.0,2,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,59.0,1,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,59.0,1,1,2,0.0,2,1,1,2,1
1,m4l9dmmu03,60.0,2,1,1,1.0,2,1,1,2,5
1,m4l9dmmu03,60.0,1,1,1,0.0,1,2,1,2,1
1,m4l9dmmu03,61.0,2,1,2,0.0,1,2,1,2,5
1,m4l9dmmu03,61.0,2,1,1,0.0,2,1,2,1,1
1,m4l9dmmu03,62.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,62.0,2,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,63.0,2,2,1,0.0,1,2,2,1,1
1,m4l9dmmu03,63.0,1,1,1,0.0,2,1,1,2,5
1,m4l9dmmu03,64.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,64.0,2,1,1,0.0,1,2,2,1,5
1,m4l9dmmu03,65.0,2,1,2,5.0,1,2,2,1,5
1,m4l9dmmu03,65.0,2,2,2,5.0,2,1,2,1,1
1,m4l9dmmu03,66.0,2,2,2,1.0,1,2,1,2,5
1,m4l9dmmu03,66.0,2,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,67.0,2,1,2,0.0,1,2,2,1,5
1,m4l9dmmu03,67.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,68.0,1,1,2,0.0,1,2,1,2,1
1,m4l9dmmu03,68.0,2,2,2,1.0,1,2,1,2,5
1,m4l9dmmu03,69.0,1,1,1,0.0,1,2,1,2,1
1,m4l9dmmu03,69.0,2,2,1,5.0,1,2,2,1,5
1,m4l9dmmu03,70.0,2,2,1,0.0,1,2,2,1,5
1,m4l9dmmu03,70.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,71.0,2,1,2,0.0,2,1,1,2,1
1,m4l9dmmu03,71.0,2,2,1,0.0,1,2,1,2,5
1,m4l9dmmu03,72.0,1,2,1,0.0,2,1,2,1,5
1,m4l9dmmu03,72.0,2,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,73.0,2,1,2,0.0,2,1,1,2,5
1,m4l9dmmu03,73.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,74.0,1,2,1,0.0,1,2,1,2,5
1,m4l9dmmu03,74.0,1,1,2,0.0,1,2,1,2,1
1,m4l9dmmu03,75.0,2,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,75.0,1,1,2,0.0,2,1,1,2,1
1,m4l9dmmu03,76.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,76.0,1,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,77.0,1,1,2,0.0,2,1,1,2,5
1,m4l9dmmu03,77.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,78.0,1,1,2,5.0,1,2,2,1,1
1,m4l9dmmu03,78.0,1,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,79.0,2,2,2,0.0,1,2,1,2,1
1,m4l9dmmu03,79.0,1,1,2,5.0,2,1,2,1,5
1,m4l9dmmu03,80.0,2,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,80.0,2,1,1,1.0,1,2,1,2,5
1,m4l9dmmu03,81.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,81.0,2,1,1,0.0,1,2,2,1,5
1,m4l9dmmu03,82.0,1,1,2,0.0,2,1,1,2,5
1,m4l9dmmu03,82.0,1,1,2,0.0,1,2,1,2,1
1,m4l9dmmu03,83.0,1,1,2,1.0,1,2,1,2,5
1,m4l9dmmu03,83.0,1,1,2,0.0,2,1,2,1,1
1,m4l9dmmu03,84.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,84.0,1,1,2,0.0,1,2,2,1,5
1,m4l9dmmu03,85.0,1,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,85.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,86.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,86.0,1,1,1,1.0,1,2,1,2,5
1,m4l9dmmu03,87.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,87.0,1,1,2,0.0,1,2,1,2,1
1,m4l9dmmu03,88.0,1,1,2,1.0,1,2,1,2,1
1,m4l9dmmu03,88.0,1,1,1,5.0,1,2,2,1,5
1,m4l9dmmu03,89.0,2,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,89.0,2,1,1,0.0,2,1,1,2,5
1,m4l9dmmu03,90.0,1,1,2,1.0,2,1,1,2,1
1,m4l9dmmu03,90.0,1,1,1,1.0,1,2,1,2,5
1,m4l9dmmu03,91.0,1,1,2,0.0,1,2,1,2,1
1,m4l9dmmu03,91.0,1,1,1,1.0,2,1,1,2,5
1,m4l9dmmu03,92.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,92.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,93.0,1,1,1,1.0,2,1,1,2,1
1,m4l9dmmu03,93.0,1,1,1,0.0,2,1,2,1,5
1,m4l9dmmu03,94.0,1,1,2,0.0,2,1,1,2,5
1,m4l9dmmu03,94.0,2,1,1,0.0,1,2,1,2,1
1,m4l9dmmu03,95.0,1,1,2,0.0,2,1,1,2,5
1,m4l9dmmu03,95.0,1,1,1,1.0,2,1,1,2,1
1,m4l9dmmu03,96.0,1,1,2,5.0,2,1,2,1,1
1,m4l9dmmu03,96.0,1,1,2,5.0,1,2,2,1,5
1,m4l9dmmu03,97.0,2,1,1,5.0,2,1,2,1,1
1,m4l9dmmu03,97.0,1,1,2,0.0,2,1,1,2,5
1,m4l9dmmu03,98.0,1,1,2,0.0,1,2,2,1,1
1,m4l9dmmu03,98.0,1,1,1,0.0,1,2,1,2,5
1,m4l9dmmu03,99.0,2,1,2,0.0,1,2,1,2,1
1,m4l9dmmu03,99.0,2,1,1,5.0,2,1,2,1,5
1,m4l9dmmu03,100.0,1,1,2,1.0,2,1,1,2,5
1,m4l9dmmu03,100.0,1,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,1.0,1,1,2,5.0,2,1,2,1,1
1,n2mz7l9u03,1.0,,,,-1.0,,,,,5
1,n2mz7l9u03,2.0,1,1,1,0.0,2,1,2,1,1
1,n2mz7l9u03,2.0,1,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,3.0,2,2,1,1.0,1,2,1,2,5
1,n2mz7l9u03,3.0,1,1,2,0.0,1,2,2,1,1
1,n2mz7l9u03,4.0,1,1,2,5.0,1,2,2,1,1
1,n2mz7l9u03,4.0,1,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,5.0,1,1,2,5.0,1,2,2,1,1
1,n2mz7l9u03,5.0,2,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,6.0,2,2,1,0.0,1,2,2,1,1
1,n2mz7l9u03,6.0,1,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,7.0,2,2,2,5.0,2,1,2,1,5
1,n2mz7l9u03,7.0,2,1,1,5.0,2,1,2,1,1
1,n2mz7l9u03,8.0,2,2,1,0.0,2,1,1,2,1
1,n2mz7l9u03,8.0,2,1,1,0.0,2,1,2,1,5
1,n2mz7l9u03,9.0,1,1,1,5.0,2,1,2,1,5
1,n2mz7l9u03,9.0,2,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,10.0,2,2,2,0.0,1,2,2,1,5
1,n2mz7l9u03,10.0,1,2,2,0.0,2,1,2,1,1
1,n2mz7l9u03,11.0,1,2,2,0.0,1,2,1,2,5
1,n2mz7l9u03,11.0,1,1,2,0.0,1,2,1,2,1
1,n2mz7l9u03,12.0,2,2,1,0.0,1,2,2,1,5
1,n2mz7l9u03,12.0,1,1,2,0.0,1,2,1,2,1
1,n2mz7l9u03,13.0,1,2,1,5.0,1,2,2,1,5
1,n2mz7l9u03,13.0,2,2,1,0.0,2,1,2,1,1
1,n2mz7l9u03,14.0,1,1,1,5.0,1,2,2,1,5
1,n2mz7l9u03,14.0,1,1,1,1.0,2,1,1,2,1
1,n2mz7l9u03,15.0,1,1,1,1.0,1,2,1,2,1
1,n2mz7l9u03,15.0,1,1,2,1.0,1,2,1,2,5
1,n2mz7l9u03,16.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,16.0,2,1,1,5.0,1,2,2,1,5
1,n2mz7l9u03,17.0,1,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,17.0,2,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,18.0,1,1,1,1.0,2,1,1,2,1
1,n2mz7l9u03,18.0,2,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,19.0,2,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,19.0,1,1,2,5.0,1,2,2,1,5
1,n2mz7l9u03,20.0,2,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,20.0,1,2,2,0.0,2,1,2,1,1
1,n2mz7l9u03,21.0,1,1,2,1.0,2,1,1,2,5
1,n2mz7l9u03,21.0,1,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,22.0,1,1,1,5.0,2,1,2,1,5
1,n2mz7l9u03,22.0,1,2,1,5.0,1,2,2,1,1
1,n2mz7l9u03,23.0,2,1,2,0.0,1,2,1,2,1
1,n2mz7l9u03,23.0,1,2,2,0.0,1,2,1,2,5
1,n2mz7l9u03,24.0,2,1,1,5.0,2,1,2,1,1
1,n2mz7l9u03,24.0,2,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,25.0,1,1,1,0.0,1,2,2,1,1
1,n2mz7l9u03,25.0,1,2,1,0.0,1,2,2,1,5
1,n2mz7l9u03,26.0,1,2,1,0.0,2,1,1,2,1
1,n2mz7l9u03,26.0,2,2,,-1.0,2,1,1,2,5
1,n2mz7l9u03,27.0,1,1,1,5.0,2,1,2,1,1
1,n2mz7l9u03,27.0,1,2,1,1.0,1,2,1,2,5
1,n2mz7l9u03,28.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,28.0,1,1,2,0.0,2,1,1,2,5
1,n2mz7l9u03,29.0,2,2,2,5.0,2,1,2,1,5
1,n2mz7l9u03,29.0,2,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,30.0,2,1,2,0.0,2,1,2,1,1
1,n2mz7l9u03,30.0,1,1,2,1.0,1,2,1,2,5
1,n2mz7l9u03,31.0,1,2,2,1.0,2,1,1,2,5
1,n2mz7l9u03,31.0,2,2,1,0.0,2,1,1,2,1
1,n2mz7l9u03,32.0,2,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,32.0,1,1,2,0.0,2,1,2,1,1
1,n2mz7l9u03,33.0,1,1,2,0.0,2,1,1,2,1
1,n2mz7l9u03,33.0,2,1,1,1.0,1,2,1,2,5
1,n2mz7l9u03,34.0,2,1,1,0.0,2,1,1,2,5
1,n2mz7l9u03,34.0,2,2,2,0.0,1,2,1,2,1
1,n2mz7l9u03,35.0,2,1,1,1.0,1,2,1,2,1
1,n2mz7l9u03,35.0,1,2,2,5.0,1,2,2,1,5
1,n2mz7l9u03,36.0,2,2,1,5.0,1,2,2,1,5
1,n2mz7l9u03,36.0,1,2,1,0.0,2,1,1,2,1
1,n2mz7l9u03,37.0,2,1,1,0.0,1,2,2,1,1
1,n2mz7l9u03,37.0,1,1,2,0.0,2,1,1,2,5
1,n2mz7l9u03,38.0,1,1,1,1.0,1,2,1,2,5
1,n2mz7l9u03,38.0,2,2,1,1.0,1,2,1,2,1
1,n2mz7l9u03,39.0,2,2,1,1.0,1,2,1,2,1
1,n2mz7l9u03,39.0,1,1,2,0.0,2,1,2,1,5
1,n2mz7l9u03,40.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,40.0,1,1,2,5.0,1,2,2,1,5
1,n2mz7l9u03,41.0,2,1,1,0.0,1,2,1,2,5
1,n2mz7l9u03,41.0,1,1,2,0.0,1,2,2,1,1
1,n2mz7l9u03,42.0,1,2,2,0.0,2,1,1,2,1
1,n2mz7l9u03,42.0,1,1,2,0.0,2,1,1,2,5
1,n2mz7l9u03,43.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,43.0,1,1,2,0.0,1,2,2,1,5
1,n2mz7l9u03,44.0,1,1,1,0.0,1,2,1,2,5
1,n2mz7l9u03,44.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,45.0,1,1,2,1.0,1,2,1,2,5
1,n2mz7l9u03,45.0,1,1,2,0.0,1,2,2,1,1
1,n2mz7l9u03,46.0,1,1,2,0.0,2,1,1,2,5
1,n2mz7l9u03,46.0,1,1,1,5.0,1,2,2,1,1
1,n2mz7l9u03,47.0,1,2,1,1.0,2,1,1,2,5
1,n2mz7l9u03,47.0,2,2,1,0.0,1,2,2,1,1
1,n2mz7l9u03,48.0,1,1,1,1.0,1,2,1,2,5
1,n2mz7l9u03,48.0,1,1,1,1.0,1,2,1,2,1
1,n2mz7l9u03,49.0,2,2,2,0.0,2,1,1,2,1
1,n2mz7l9u03,49.0,2,2,1,0.0,1,2,1,2,5
1,n2mz7l9u03,50.0,2,2,1,0.0,2,1,1,2,1
1,n2mz7l9u03,50.0,1,1,1,0.0,1,2,2,1,5
1,n2mz7l9u03,51.0,1,2,1,1.0,2,1,1,2,5
1,n2mz7l9u03,51.0,2,2,1,0.0,2,1,1,2,1
1,n2mz7l9u03,52.0,1,1,2,0.0,2,1,2,1,1
1,n2mz7l9u03,52.0,2,1,2,5.0,1,2,2,1,5
1,n2mz7l9u03,53.0,2,1,2,5.0,2,1,2,1,5
1,n2mz7l9u03,53.0,2,1,1,1.0,1,2,1,2,1
1,n2mz7l9u03,54.0,2,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,54.0,1,1,1,5.0,1,2,2,1,1
1,n2mz7l9u03,55.0,2,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,55.0,1,1,1,1.0,1,2,1,2,5
1,n2mz7l9u03,56.0,1,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,56.0,1,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,57.0,1,2,1,0.0,2,1,2,1,5
1,n2mz7l9u03,57.0,1,1,1,0.0,2,1,2,1,1
1,n2mz7l9u03,58.0,2,2,2,0.0,1,2,2,1,5
1,n2mz7l9u03,58.0,1,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,59.0,1,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,59.0,2,2,1,5.0,2,1,2,1,5
1,n2mz7l9u03,60.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,60.0,1,2,1,0.0,2,1,2,1,5
1,n2mz7l9u03,61.0,1,1,2,5.0,1,2,2,1,5
1,n2mz7l9u03,61.0,1,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,62.0,2,1,1,5.0,1,2,2,1,5
1,n2mz7l9u03,62.0,1,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,63.0,2,1,1,5.0,1,2,2,1,5
1,n2mz7l9u03,63.0,2,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,64.0,2,2,1,0.0,2,1,2,1,1
1,n2mz7l9u03,64.0,1,2,2,0.0,2,1,1,2,5
1,n2mz7l9u03,65.0,1,1,1,0.0,1,2,2,1,5
1,n2mz7l9u03,65.0,1,1,2,5.0,2,1,2,1,1
1,n2mz7l9u03,66.0,2,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,66.0,1,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,67.0,2,2,2,0.0,1,2,2,1,5
1,n2mz7l9u03,67.0,2,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,68.0,1,1,1,1.0,2,1,1,2,5
1,n2mz7l9u03,68.0,2,2,2,1.0,2,1,1,2,1
1,n2mz7l9u03,69.0,1,1,2,0.0,2,1,2,1,5
1,n2mz7l9u03,69.0,1,1,2,1.0,1,2,1,2,1
1,n2mz7l9u03,70.0,2,1,1,0.0,1,2,2,1,1
1,n2mz7l9u03,70.0,1,1,1,0.0,2,1,1,2,5
1,n2mz7l9u03,71.0,2,2,2,0.0,2,1,1,2,1
1,n2mz7l9u03,71.0,2,2,2,0.0,2,1,1,2,5
1,n2mz7l9u03,72.0,2,2,1,0.0,2,1,2,1,5
1,n2mz7l9u03,72.0,2,2,2,0.0,1,2,2,1,1
1,n2mz7l9u03,73.0,2,1,1,0.0,1,2,2,1,1
1,n2mz7l9u03,73.0,2,2,1,0.0,2,1,1,2,5
1,n2mz7l9u03,74.0,2,2,1,0.0,1,2,2,1,5
1,n2mz7l9u03,74.0,2,2,1,1.0,1,2,1,2,1
1,n2mz7l9u03,75.0,2,2,2,0.0,1,2,2,1,1
1,n2mz7l9u03,75.0,2,2,1,0.0,1,2,1,2,5
1,n2mz7l9u03,76.0,2,2,1,0.0,2,1,2,1,5
1,n2mz7l9u03,76.0,2,2,2,5.0,2,1,2,1,1
1,n2mz7l9u03,77.0,1,2,2,1.0,1,2,1,2,1
1,n2mz7l9u03,77.0,2,1,1,1.0,1,2,1,2,5
1,n2mz7l9u03,78.0,1,1,1,5.0,2,1,2,1,5
1,n2mz7l9u03,78.0,2,2,2,0.0,2,1,2,1,1
1,n2mz7l9u03,79.0,1,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,79.0,2,2,2,5.0,2,1,2,1,1
1,n2mz7l9u03,80.0,2,2,2,1.0,1,2,1,2,5
1,n2mz7l9u03,80.0,1,1,2,1.0,2,1,1,2,1
1,n2mz7l9u03,81.0,2,2,2,5.0,2,1,2,1,1
1,n2mz7l9u03,81.0,1,1,1,5.0,2,1,2,1,5
1,n2mz7l9u03,82.0,2,1,2,0.0,1,2,2,1,5
1,n2mz7l9u03,82.0,1,1,2,1.0,2,1,1,2,1
1,n2mz7l9u03,83.0,1,1,2,0.0,1,2,2,1,1
1,n2mz7l9u03,83.0,2,2,1,0.0,1,2,1,2,5
1,n2mz7l9u03,84.0,2,2,1,0.0,2,1,2,1,5
1,n2mz7l9u03,84.0,1,1,2,0.0,1,2,2,1,1
1,n2mz7l9u03,85.0,1,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,85.0,1,2,2,0.0,2,1,1,2,5
1,n2mz7l9u03,86.0,2,2,1,0.0,2,1,2,1,5
1,n2mz7l9u03,86.0,2,2,2,5.0,2,1,2,1,1
1,n2mz7l9u03,87.0,1,1,1,1.0,2,1,1,2,1
1,n2mz7l9u03,87.0,2,2,1,0.0,1,2,1,2,5
1,n2mz7l9u03,88.0,2,1,1,0.0,2,1,1,2,5
1,n2mz7l9u03,88.0,1,2,1,1.0,2,1,1,2,1
1,n2mz7l9u03,89.0,2,2,2,1.0,1,2,1,2,1
1,n2mz7l9u03,89.0,1,2,1,0.0,2,1,1,2,5
1,n2mz7l9u03,90.0,1,2,1,5.0,2,1,2,1,1
1,n2mz7l9u03,90.0,1,2,1,0.0,2,1,1,2,5
1,n2mz7l9u03,91.0,2,2,1,0.0,1,2,1,2,1
1,n2mz7l9u03,91.0,1,2,1,5.0,2,1,2,1,5
1,n2mz7l9u03,92.0,2,1,1,0.0,1,2,2,1,5
1,n2mz7l9u03,92.0,1,2,1,5.0,2,1,2,1,1
