day,subject,trial,s1,s2,c,r,stim_l,stim_r,stake,s1L
1,g9q82nv600,31.0,4,3.0,3,2.4,4,3,5,0
1,g9q82nv600,32.0,1,2.0,2,27.0,2,1,1,0
1,g9q82nv600,32.0,3,3.0,1,3.0,1,2,5,1
1,g9q82nv600,33.0,1,2.0,2,27.0,2,1,1,0
1,g9q82nv600,33.0,3,3.0,1,3.6,2,1,5,0
1,g9q82nv600,34.0,2,2.0,4,24.0,3,4,1,1
1,g9q82nv600,34.0,3,3.0,1,3.6,1,2,5,1
1,g9q82nv600,35.0,2,1.0,3,24.0,3,4,1,1
1,g9q82nv600,35.0,4,3.0,3,3.0,4,3,5,0
1,g9q82nv600,36.0,4,3.0,3,1.8,4,3,5,0
1,g9q82nv600,36.0,1,2.0,2,18.0,2,1,1,0
1,g9q82nv600,37.0,3,3.0,1,3.0,2,1,5,0
1,g9q82nv600,37.0,1,1.0,1,18.0,1,2,1,1
1,g9q82nv600,38.0,4,3.0,3,3.0,4,3,5,0
1,g9q82nv600,38.0,2,2.0,4,12.0,3,4,1,1
1,g9q82nv600,39.0,2,2.0,4,21.0,4,3,1,0
1,g9q82nv600,39.0,4,3.0,3,1.8,3,4,5,1
1,g9q82nv600,40.0,3,4.0,2,0.6,1,2,5,1
1,g9q82nv600,40.0,1,2.0,2,12.0,2,1,1,0
1,g9q82nv600,41.0,1,2.0,2,15.0,1,2,1,1
1,g9q82nv600,41.0,3,3.0,1,2.4,2,1,5,0
1,g9q82nv600,42.0,4,3.0,3,0.0,4,3,5,0
1,g9q82nv600,42.0,2,1.0,3,0.0,4,3,1,0
1,g9q82nv600,43.0,2,2.0,4,15.0,3,4,1,1
1,g9q82nv600,43.0,4,4.0,4,0.0,4,3,5,0
1,g9q82nv600,44.0,4,3.0,3,1.2,3,4,5,1
1,g9q82nv600,44.0,2,1.0,3,3.0,3,4,1,1
1,g9q82nv600,45.0,2,2.0,4,18.0,3,4,1,1
1,g9q82nv600,45.0,4,4.0,4,1.8,3,4,5,1
1,g9q82nv600,46.0,1,2.0,2,18.0,1,2,1,1
1,g9q82nv600,46.0,4,4.0,4,1.2,3,4,5,1
1,g9q82nv600,47.0,1,2.0,2,12.0,2,1,1,0
1,g9q82nv600,47.0,3,4.0,2,1.2,1,2,5,1
1,g9q82nv600,48.0,4,3.0,3,0.6,4,3,5,0
1,g9q82nv600,48.0,1,1.0,1,0.0,2,1,1,0
1,g9q82nv600,49.0,3,4.0,2,0.6,1,2,5,1
1,g9q82nv600,49.0,1,2.0,2,0.0,1,2,1,1
1,g9q82nv600,50.0,2,2.0,4,0.0,4,3,1,0
1,g9q82nv600,50.0,3,4.0,2,1.2,2,1,5,0
1,g9q82nv600,51.0,1,1.0,1,3.0,2,1,1,0
1,g9q82nv600,51.0,3,3.0,1,3.6,2,1,5,0
1,g9q82nv600,52.0,2,1.0,3,0.0,4,3,1,0
1,g9q82nv600,52.0,4,3.0,3,4.8,4,3,5,0
1,g9q82nv600,53.0,1,1.0,1,6.0,1,2,1,1
1,g9q82nv600,53.0,3,3.0,1,4.2,2,1,5,0
1,g9q82nv600,54.0,1,2.0,2,9.0,2,1,1,0
1,g9q82nv600,54.0,3,3.0,1,3.6,1,2,5,1
1,g9q82nv600,55.0,3,3.0,1,5.4,2,1,5,0
1,g9q82nv600,55.0,2,2.0,4,12.0,4,3,1,0
1,g9q82nv600,56.0,1,2.0,2,9.0,2,1,1,0
1,g9q82nv600,56.0,4,3.0,3,4.8,4,3,5,0
1,g9q82nv600,57.0,1,2.0,2,12.0,1,2,1,1
1,g9q82nv600,57.0,4,3.0,3,4.2,4,3,5,0
1,g9q82nv600,58.0,1,2.0,2,15.0,1,2,1,1
1,g9q82nv600,58.0,4,3.0,3,5.4,4,3,5,0
1,g9q82nv600,59.0,4,3.0,3,5.4,4,3,5,0
1,g9q82nv600,59.0,2,2.0,4,27.0,4,3,1,0
1,g9q82nv600,60.0,3,3.0,1,5.4,2,1,5,0
1,g9q82nv600,60.0,1,2.0,2,24.0,1,2,1,1
1,g9q82nv600,61.0,1,2.0,2,27.0,1,2,1,1
1,g9q82nv600,61.0,4,3.0,3,4.2,3,4,5,1
1,g9q82nv600,62.0,3,3.0,1,3.0,2,1,5,0
1,g9q82nv600,62.0,1,2.0,2,18.0,1,2,1,1
1,g9q82nv600,63.0,1,2.0,2,12.0,1,2,1,1
1,g9q82nv600,63.0,4,4.0,4,3.6,3,4,5,1
1,g9q82nv600,64.0,1,1.0,1,27.0,2,1,1,0
1,g9q82nv600,64.0,4,4.0,4,3.0,3,4,5,1
1,g9q82nv600,65.0,3,4.0,2,2.4,1,2,5,1
1,g9q82nv600,65.0,2,1.0,3,18.0,4,3,1,0
1,g9q82nv600,66.0,4,4.0,4,4.2,3,4,5,1
1,g9q82nv600,66.0,2,1.0,3,27.0,3,4,1,1
1,g9q82nv600,67.0,4,3.0,3,1.8,3,4,5,1
1,g9q82nv600,67.0,2,1.0,3,-1.0,3,4,1,1
1,g9q82nv600,68.0,3,4.0,2,5.4,2,1,5,0
1,g9q82nv600,68.0,1,2.0,2,21.0,1,2,1,1
1,g9q82nv600,69.0,3,4.0,2,4.8,1,2,5,1
1,g9q82nv600,69.0,1,2.0,2,21.0,2,1,1,0
1,g9q82nv600,70.0,4,4.0,4,5.4,4,3,5,0
1,g9q82nv600,70.0,2,1.0,3,12.0,4,3,1,0
1,g9q82nv600,71.0,4,4.0,4,5.4,4,3,5,0
1,g9q82nv600,71.0,2,2.0,4,21.0,3,4,1,1
1,g9q82nv600,72.0,2,2.0,4,15.0,4,3,1,0
1,g9q82nv600,72.0,3,4.0,2,5.4,1,2,5,1
1,g9q82nv600,73.0,2,2.0,4,9.0,3,4,1,1
1,g9q82nv600,73.0,4,4.0,4,4.8,3,4,5,1
1,g9q82nv600,74.0,2,1.0,3,27.0,3,4,1,1
1,g9q82nv600,74.0,3,4.0,2,3.6,2,1,5,0
1,g9q82nv600,75.0,1,1.0,1,27.0,1,2,1,1
1,g9q82nv600,75.0,3,4.0,2,2.4,1,2,5,1
1,g9q82nv600,76.0,2,2.0,4,15.0,3,4,1,1
1,g9q82nv600,76.0,3,4.0,2,1.2,2,1,5,0
1,g9q82nv600,77.0,4,3.0,3,4.8,3,4,5,1
1,g9q82nv600,77.0,2,1.0,3,21.0,3,4,1,1
1,g9q82nv600,78.0,3,3.0,1,5.4,1,2,5,1
1,g9q82nv600,78.0,2,1.0,3,18.0,4,3,1,0
1,g9q82nv600,79.0,2,1.0,3,27.0,4,3,1,0
1,g9q82nv600,79.0,4,3.0,3,3.6,3,4,5,1
1,g9q82nv600,80.0,1,1.0,1,24.0,1,2,1,1
1,g9q82nv600,80.0,4,3.0,3,4.8,3,4,5,1
1,g9q82nv600,81.0,1,1.0,1,27.0,2,1,1,0
1,g9q82nv600,81.0,3,3.0,1,5.4,1,2,5,1
1,g9q82nv600,82.0,2,2.0,4,0.0,4,3,1,0
1,g9q82nv600,82.0,4,3.0,3,5.4,3,4,5,1
1,g9q82nv600,83.0,4,4.0,4,4.8,4,3,5,0
1,g9q82nv600,83.0,2,2.0,4,0.0,3,4,1,1
1,g9q82nv600,84.0,4,3.0,3,3.6,3,4,5,1
1,g9q82nv600,84.0,2,1.0,3,21.0,4,3,1,0
1,g9q82nv600,85.0,3,3.0,1,4.2,2,1,5,0
1,g9q82nv600,85.0,2,2.0,4,15.0,4,3,1,0
1,g9q82nv600,86.0,2,2.0,4,21.0,3,4,1,1
1,g9q82nv600,86.0,4,3.0,3,4.2,3,4,5,1
1,g9q82nv600,87.0,2,1.0,3,18.0,3,4,1,1
1,g9q82nv600,87.0,3,3.0,1,4.2,2,1,5,0
1,g9q82nv600,88.0,3,3.0,1,5.4,2,1,5,0
1,g9q82nv600,88.0,2,1.0,3,15.0,4,3,1,0
1,g9q82nv600,89.0,2,2.0,4,27.0,3,4,1,1
1,g9q82nv600,89.0,3,3.0,1,4.2,1,2,5,1
1,g9q82nv600,90.0,2,2.0,4,24.0,4,3,1,0
1,g9q82nv600,90.0,3,3.0,1,3.6,2,1,5,0
1,g9q82nv600,91.0,3,3.0,1,5.4,2,1,5,0
1,g9q82nv600,91.0,1,2.0,2,27.0,1,2,1,1
1,g9q82nv600,92.0,2,2.0,4,27.0,4,3,1,0
1,g9q82nv600,92.0,4,3.0,3,5.4,3,4,5,1
1,g9q82nv600,93.0,4,3.0,3,3.6,4,3,5,0
1,g9q82nv600,93.0,2,2.0,4,12.0,3,4,1,1
1,g9q82nv600,94.0,4,3.0,3,4.2,4,3,5,0
1,g9q82nv600,94.0,2,1.0,3,9.0,4,3,1,0
1,g9q82nv600,95.0,2,2.0,4,6.0,4,3,1,0
1,g9q82nv600,95.0,3,3.0,1,2.4,1,2,5,1
1,g9q82nv600,96.0,1,2.0,2,15.0,2,1,1,0
1,g9q82nv600,96.0,3,4.0,2,4.2,2,1,5,0
1,g9q82nv600,97.0,4,4.0,4,4.2,4,3,5,0
1,g9q82nv600,97.0,2,2.0,4,12.0,4,3,1,0
1,g9q82nv600,98.0,3,4.0,2,4.8,1,2,5,1
1,g9q82nv600,98.0,1,2.0,2,18.0,2,1,1,0
1,g9q82nv600,99.0,3,4.0,2,5.4,2,1,5,0
1,g9q82nv600,99.0,2,2.0,4,24.0,3,4,1,1
1,g9q82nv600,100.0,1,2.0,2,27.0,2,1,1,0
1,g9q82nv600,100.0,3,4.0,2,5.4,1,2,5,1
1,warroyhx00,1.0,2,1.0,3,3.0,3,4,1,1
1,warroyhx00,1.0,3,3.0,1,3.6,1,2,5,1
1,warroyhx00,2.0,1,1.0,1,0.0,2,1,1,0
1,warroyhx00,2.0,3,3.0,1,3.6,2,1,5,0
1,warroyhx00,3.0,4,3.0,3,4.2,4,3,5,0
1,warroyhx00,3.0,1,1.0,1,0.0,2,1,1,0
1,warroyhx00,4.0,2,2.0,4,6.0,3,4,1,1
1,warroyhx00,4.0,4,3.0,3,5.4,4,3,5,0
1,warroyhx00,5.0,1,2.0,2,9.0,1,2,1,1
1,warroyhx00,5.0,4,4.0,4,4.8,3,4,5,1
1,warroyhx00,6.0,4,4.0,4,2.4,3,4,5,1
1,warroyhx00,6.0,2,2.0,4,15.0,3,4,1,1
1,warroyhx00,7.0,1,2.0,2,24.0,1,2,1,1
1,warroyhx00,7.0,4,3.0,3,4.8,4,3,5,0
1,warroyhx00,8.0,2,2.0,4,27.0,3,4,1,1
1,warroyhx00,8.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,9.0,2,2.0,4,18.0,3,4,1,1
1,warroyhx00,9.0,3,3.0,1,5.4,2,1,5,0
1,warroyhx00,10.0,1,2.0,2,18.0,1,2,1,1
1,warroyhx00,10.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,11.0,4,4.0,4,0.6,3,4,5,1
1,warroyhx00,11.0,2,2.0,4,21.0,3,4,1,1
1,warroyhx00,12.0,4,4.0,4,1.8,4,3,5,0
1,warroyhx00,12.0,1,1.0,1,27.0,1,2,1,1
1,warroyhx00,13.0,1,2.0,2,27.0,2,1,1,0
1,warroyhx00,13.0,4,4.0,4,0.0,4,3,5,0
1,warroyhx00,14.0,4,4.0,4,3.0,4,3,5,0
1,warroyhx00,14.0,2,1.0,3,15.0,3,4,1,1
1,warroyhx00,15.0,2,1.0,3,18.0,3,4,1,1
1,warroyhx00,15.0,4,4.0,4,4.8,4,3,5,0
1,warroyhx00,16.0,3,3.0,1,3.6,1,2,5,1
1,warroyhx00,16.0,2,2.0,4,27.0,4,3,1,0
1,warroyhx00,17.0,3,4.0,2,4.2,2,1,5,0
1,warroyhx00,17.0,1,2.0,2,27.0,2,1,1,0
1,warroyhx00,18.0,1,2.0,2,27.0,2,1,1,0
1,warroyhx00,18.0,3,4.0,2,4.2,2,1,5,0
1,warroyhx00,19.0,1,1.0,1,12.0,1,2,1,1
1,warroyhx00,19.0,3,4.0,2,4.2,2,1,5,0
1,warroyhx00,20.0,2,2.0,4,24.0,4,3,1,0
1,warroyhx00,20.0,3,4.0,2,3.0,2,1,5,0
1,warroyhx00,21.0,2,1.0,3,18.0,3,4,1,1
1,warroyhx00,21.0,4,3.0,3,1.2,3,4,5,1
1,warroyhx00,22.0,2,2.0,4,15.0,4,3,1,0
1,warroyhx00,22.0,4,3.0,3,0.0,3,4,5,1
1,warroyhx00,23.0,4,3.0,3,0.0,3,4,5,1
1,warroyhx00,23.0,1,1.0,1,12.0,1,2,1,1
1,warroyhx00,24.0,2,2.0,4,15.0,4,3,1,0
1,warroyhx00,24.0,4,3.0,3,0.0,4,3,5,0
1,warroyhx00,25.0,1,2.0,2,18.0,1,2,1,1
1,warroyhx00,25.0,4,3.0,3,0.6,4,3,5,0
1,warroyhx00,26.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,26.0,1,2.0,2,21.0,1,2,1,1
1,warroyhx00,27.0,1,1.0,1,15.0,2,1,1,0
1,warroyhx00,27.0,3,3.0,1,0.0,2,1,5,0
1,warroyhx00,28.0,1,1.0,1,3.0,2,1,1,0
1,warroyhx00,28.0,4,4.0,4,0.6,3,4,5,1
1,warroyhx00,29.0,2,2.0,4,0.0,3,4,1,1
1,warroyhx00,29.0,4,4.0,4,0.0,3,4,5,1
1,warroyhx00,30.0,2,2.0,4,0.0,3,4,1,1
1,warroyhx00,30.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,31.0,4,4.0,4,0.0,3,4,5,1
1,warroyhx00,31.0,1,2.0,2,6.0,2,1,1,0
1,warroyhx00,32.0,2,1.0,3,12.0,3,4,1,1
1,warroyhx00,32.0,3,3.0,1,0.0,2,1,5,0
1,warroyhx00,33.0,4,3.0,3,0.6,3,4,5,1
1,warroyhx00,33.0,2,2.0,4,6.0,3,4,1,1
1,warroyhx00,34.0,4,3.0,3,0.6,4,3,5,0
1,warroyhx00,34.0,2,1.0,3,9.0,3,4,1,1
1,warroyhx00,35.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,35.0,2,1.0,3,6.0,3,4,1,1
1,warroyhx00,36.0,3,4.0,2,0.0,2,1,5,0
1,warroyhx00,36.0,1,2.0,2,3.0,1,2,1,1
1,warroyhx00,37.0,3,3.0,1,1.2,2,1,5,0
1,warroyhx00,37.0,2,2.0,4,6.0,3,4,1,1
1,warroyhx00,38.0,2,2.0,4,3.0,4,3,1,0
1,warroyhx00,38.0,4,4.0,4,1.2,3,4,5,1
1,warroyhx00,39.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,39.0,2,1.0,3,9.0,3,4,1,1
1,warroyhx00,40.0,1,2.0,2,6.0,1,2,1,1
1,warroyhx00,40.0,3,3.0,1,2.4,2,1,5,0
1,warroyhx00,41.0,4,3.0,3,3.0,4,3,5,0
1,warroyhx00,41.0,1,1.0,1,0.0,1,2,1,1
1,warroyhx00,42.0,2,2.0,4,3.0,3,4,1,1
1,warroyhx00,42.0,3,4.0,2,3.0,1,2,5,1
1,warroyhx00,43.0,3,4.0,2,1.8,2,1,5,0
1,warroyhx00,43.0,2,1.0,3,0.0,4,3,1,0
1,warroyhx00,44.0,2,1.0,3,0.0,4,3,1,0
1,warroyhx00,44.0,4,4.0,4,1.2,3,4,5,1
1,warroyhx00,45.0,2,1.0,3,0.0,4,3,1,0
1,warroyhx00,45.0,4,3.0,3,1.8,3,4,5,1
1,warroyhx00,46.0,4,3.0,3,4.2,3,4,5,1
1,warroyhx00,46.0,1,2.0,2,18.0,1,2,1,1
1,warroyhx00,47.0,2,1.0,3,12.0,4,3,1,0
1,warroyhx00,47.0,4,3.0,3,4.2,4,3,5,0
1,warroyhx00,48.0,1,1.0,1,9.0,1,2,1,1
1,warroyhx00,48.0,4,4.0,4,1.2,3,4,5,1
1,warroyhx00,49.0,2,2.0,4,9.0,3,4,1,1
1,warroyhx00,49.0,4,4.0,4,3.0,4,3,5,0
1,warroyhx00,50.0,1,2.0,2,18.0,1,2,1,1
1,warroyhx00,50.0,4,4.0,4,3.0,3,4,5,1
1,warroyhx00,51.0,3,4.0,2,0.6,1,2,5,1
1,warroyhx00,51.0,1,2.0,2,24.0,1,2,1,1
1,warroyhx00,52.0,3,4.0,2,1.2,1,2,5,1
1,warroyhx00,52.0,1,1.0,1,0.0,2,1,1,0
1,warroyhx00,53.0,1,1.0,1,0.0,2,1,1,0
1,warroyhx00,53.0,3,4.0,2,0.6,2,1,5,0
1,warroyhx00,54.0,3,3.0,1,2.4,2,1,5,0
1,warroyhx00,54.0,1,2.0,2,27.0,1,2,1,1
1,warroyhx00,55.0,2,1.0,3,6.0,3,4,1,1
1,warroyhx00,55.0,3,4.0,2,0.0,1,2,5,1
1,warroyhx00,56.0,2,2.0,4,15.0,3,4,1,1
1,warroyhx00,56.0,3,3.0,1,3.0,2,1,5,0
1,warroyhx00,57.0,3,4.0,2,0.0,2,1,5,0
1,warroyhx00,57.0,2,2.0,4,21.0,3,4,1,1
1,warroyhx00,58.0,4,3.0,3,5.4,4,3,5,0
1,warroyhx00,58.0,2,1.0,3,24.0,4,3,1,0
1,warroyhx00,59.0,4,3.0,3,5.4,4,3,5,0
1,warroyhx00,59.0,2,2.0,4,27.0,4,3,1,0
1,warroyhx00,60.0,3,3.0,1,4.2,1,2,5,1
1,warroyhx00,60.0,1,1.0,1,24.0,2,1,1,0
1,warroyhx00,61.0,4,3.0,3,3.0,4,3,5,0
1,warroyhx00,61.0,1,1.0,1,27.0,1,2,1,1
1,warroyhx00,62.0,1,1.0,1,27.0,2,1,1,0
1,warroyhx00,62.0,4,4.0,4,5.4,4,3,5,0
1,warroyhx00,63.0,1,1.0,1,27.0,2,1,1,0
1,warroyhx00,63.0,4,3.0,3,0.0,3,4,5,1
1,warroyhx00,64.0,3,4.0,2,3.6,1,2,5,1
1,warroyhx00,64.0,2,2.0,4,3.0,4,3,1,0
1,warroyhx00,65.0,4,4.0,4,4.8,3,4,5,1
1,warroyhx00,65.0,2,1.0,3,21.0,4,3,1,0
1,warroyhx00,66.0,3,3.0,1,0.0,1,2,5,1
1,warroyhx00,66.0,2,2.0,4,0.0,3,4,1,1
1,warroyhx00,67.0,4,4.0,4,5.4,4,3,5,0
1,warroyhx00,67.0,1,1.0,1,24.0,2,1,1,0
1,warroyhx00,68.0,1,2.0,2,0.0,2,1,1,0
1,warroyhx00,68.0,4,3.0,3,1.8,4,3,5,0
1,warroyhx00,69.0,4,4.0,4,4.8,4,3,5,0
1,warroyhx00,69.0,1,2.0,2,3.0,1,2,1,1
1,warroyhx00,70.0,4,3.0,3,1.8,4,3,5,0
1,warroyhx00,70.0,1,2.0,2,0.0,1,2,1,1
1,warroyhx00,71.0,1,1.0,1,18.0,2,1,1,0
1,warroyhx00,71.0,3,3.0,1,1.2,1,2,5,1
1,warroyhx00,72.0,2,2.0,4,0.0,3,4,1,1
1,warroyhx00,72.0,4,3.0,3,1.2,4,3,5,0
1,warroyhx00,73.0,3,3.0,1,0.6,1,2,5,1
1,warroyhx00,73.0,2,2.0,4,12.0,3,4,1,1
1,warroyhx00,74.0,1,2.0,2,12.0,1,2,1,1
1,warroyhx00,74.0,3,4.0,2,1.2,1,2,5,1
1,warroyhx00,75.0,2,2.0,4,24.0,4,3,1,0
1,warroyhx00,75.0,3,4.0,2,2.4,2,1,5,0
1,warroyhx00,76.0,2,1.0,3,24.0,4,3,1,0
1,warroyhx00,76.0,4,4.0,4,1.2,3,4,5,1
1,warroyhx00,77.0,4,4.0,4,1.2,3,4,5,1
1,warroyhx00,77.0,2,1.0,3,27.0,4,3,1,0
1,warroyhx00,78.0,2,1.0,3,12.0,4,3,1,0
1,warroyhx00,78.0,3,4.0,2,2.4,2,1,5,0
1,warroyhx00,79.0,1,1.0,1,12.0,1,2,1,1
1,warroyhx00,79.0,3,4.0,2,3.6,2,1,5,0
1,warroyhx00,80.0,1,1.0,1,15.0,1,2,1,1
1,warroyhx00,80.0,4,3.0,3,1.2,4,3,5,0
1,warroyhx00,81.0,1,2.0,2,9.0,1,2,1,1
1,warroyhx00,81.0,4,3.0,3,2.4,4,3,5,0
1,warroyhx00,82.0,3,3.0,1,1.8,1,2,5,1
1,warroyhx00,82.0,2,2.0,4,18.0,4,3,1,0
1,warroyhx00,83.0,2,2.0,4,27.0,4,3,1,0
1,warroyhx00,83.0,3,3.0,1,0.6,1,2,5,1
1,warroyhx00,84.0,1,2.0,2,24.0,1,2,1,1
1,warroyhx00,84.0,3,3.0,1,0.0,2,1,5,0
1,warroyhx00,85.0,1,1.0,1,12.0,2,1,1,0
1,warroyhx00,85.0,4,3.0,3,0.0,4,3,5,0
1,warroyhx00,86.0,2,1.0,3,15.0,4,3,1,0
1,warroyhx00,86.0,3,4.0,2,4.2,2,1,5,0
1,warroyhx00,87.0,4,4.0,4,3.0,4,3,5,0
1,warroyhx00,87.0,2,2.0,4,27.0,4,3,1,0
1,warroyhx00,88.0,2,2.0,4,27.0,4,3,1,0
1,warroyhx00,88.0,4,3.0,3,0.0,3,4,5,1
1,warroyhx00,89.0,2,1.0,3,3.0,4,3,1,0
1,warroyhx00,89.0,4,4.0,4,3.6,3,4,5,1
1,warroyhx00,90.0,4,3.0,3,1.2,4,3,5,0
1,warroyhx00,90.0,1,1.0,1,0.0,2,1,1,0
1,warroyhx00,91.0,3,3.0,1,1.8,2,1,5,0
1,warroyhx00,91.0,2,2.0,4,18.0,4,3,1,0
1,warroyhx00,92.0,1,2.0,2,18.0,2,1,1,0
1,warroyhx00,92.0,3,4.0,2,3.0,2,1,5,0
1,warroyhx00,93.0,2,2.0,4,24.0,3,4,1,1
1,warroyhx00,93.0,4,4.0,4,3.6,3,4,5,1
1,warroyhx00,94.0,1,1.0,1,0.0,2,1,1,0
1,warroyhx00,94.0,4,3.0,3,3.6,3,4,5,1
1,warroyhx00,95.0,2,1.0,3,0.0,4,3,1,0
1,warroyhx00,95.0,4,4.0,4,3.6,3,4,5,1
1,warroyhx00,96.0,3,3.0,1,4.2,2,1,5,0
1,warroyhx00,96.0,1,1.0,1,0.0,1,2,1,1
1,warroyhx00,97.0,3,3.0,1,4.8,1,2,5,1
1,warroyhx00,97.0,1,1.0,1,0.0,1,2,1,1
1,warroyhx00,98.0,3,3.0,1,4.8,2,1,5,0
1,warroyhx00,98.0,1,1.0,1,3.0,2,1,1,0
1,warroyhx00,99.0,1,1.0,1,0.0,1,2,1,1
1,warroyhx00,99.0,4,3.0,3,3.6,4,3,5,0
1,warroyhx00,100.0,4,3.0,3,3.6,4,3,5,0
1,warroyhx00,100.0,1,1.0,1,6.0,1,2,1,1
1,88kelkuv00,1.0,4,3.0,3,1.8,3,4,5,1
1,88kelkuv00,1.0,2,2.0,4,-1.0,3,4,1,1
1,88kelkuv00,2.0,1,1.0,1,21.0,2,1,1,0
1,88kelkuv00,2.0,3,3.0,1,0.0,2,1,5,0
1,88kelkuv00,3.0,4,4.0,4,1.2,4,3,5,0
1,88kelkuv00,3.0,1,1.0,1,27.0,1,2,1,1
1,88kelkuv00,4.0,2,1.0,3,24.0,3,4,1,1
1,88kelkuv00,4.0,3,4.0,2,1.2,2,1,5,0
1,88kelkuv00,5.0,4,4.0,4,2.4,3,4,5,1
1,88kelkuv00,5.0,2,2.0,4,27.0,3,4,1,1
1,88kelkuv00,6.0,4,3.0,3,1.8,3,4,5,1
1,88kelkuv00,6.0,1,2.0,2,27.0,2,1,1,0
1,88kelkuv00,7.0,2,2.0,4,27.0,4,3,1,0
1,88kelkuv00,7.0,4,3.0,3,1.8,4,3,5,0
1,88kelkuv00,8.0,1,1.0,1,15.0,1,2,1,1
1,88kelkuv00,8.0,3,4.0,2,5.4,2,1,5,0
1,88kelkuv00,9.0,3,3.0,1,0.0,1,2,5,1
1,88kelkuv00,9.0,1,2.0,2,24.0,2,1,1,0
1,88kelkuv00,10.0,1,2.0,2,24.0,2,1,1,0
1,88kelkuv00,10.0,4,3.0,3,0.0,3,4,5,1
1,88kelkuv00,11.0,2,2.0,4,24.0,4,3,1,0
1,88kelkuv00,11.0,4,3.0,3,1.8,4,3,5,0
1,88kelkuv00,12.0,1,1.0,1,6.0,2,1,1,0
1,88kelkuv00,12.0,4,3.0,3,1.2,4,3,5,0
1,88kelkuv00,13.0,1,1.0,1,6.0,2,1,1,0
1,88kelkuv00,13.0,3,3.0,1,2.4,1,2,5,1
1,88kelkuv00,14.0,4,4.0,4,3.6,3,4,5,1
1,88kelkuv00,14.0,1,2.0,2,24.0,2,1,1,0
1,88kelkuv00,15.0,3,4.0,2,3.6,2,1,5,0
1,88kelkuv00,15.0,2,1.0,3,6.0,4,3,1,0
1,88kelkuv00,16.0,4,3.0,3,1.2,4,3,5,0
1,88kelkuv00,16.0,2,2.0,4,15.0,4,3,1,0
1,88kelkuv00,17.0,1,2.0,2,27.0,2,1,1,0
1,88kelkuv00,17.0,4,3.0,3,0.6,3,4,5,1
1,88kelkuv00,18.0,2,2.0,4,27.0,3,4,1,1
1,88kelkuv00,18.0,4,4.0,4,0.6,3,4,5,1
1,88kelkuv00,19.0,3,4.0,2,1.2,2,1,5,0
1,88kelkuv00,19.0,1,2.0,2,24.0,2,1,1,0
1,88kelkuv00,20.0,2,1.0,3,0.0,3,4,1,1
1,88kelkuv00,20.0,4,4.0,4,2.4,4,3,5,0
1,88kelkuv00,21.0,1,2.0,2,24.0,1,2,1,1
1,88kelkuv00,21.0,3,3.0,1,0.0,2,1,5,0
1,88kelkuv00,22.0,1,2.0,2,27.0,1,2,1,1
1,88kelkuv00,22.0,3,3.0,1,0.0,1,2,5,1
1,88kelkuv00,23.0,3,3.0,1,0.0,1,2,5,1
1,88kelkuv00,23.0,1,1.0,1,0.0,1,2,1,1
1,88kelkuv00,24.0,4,3.0,3,0.6,3,4,5,1
1,88kelkuv00,24.0,2,1.0,3,0.0,4,3,1,0
1,88kelkuv00,25.0,3,4.0,2,4.8,2,1,5,0
1,88kelkuv00,25.0,2,2.0,4,24.0,3,4,1,1
1,88kelkuv00,26.0,1,1.0,1,0.0,2,1,1,0
1,88kelkuv00,26.0,4,4.0,4,5.4,4,3,5,0
1,88kelkuv00,27.0,4,3.0,3,0.6,4,3,5,0
1,88kelkuv00,27.0,2,1.0,3,12.0,3,4,1,1
1,88kelkuv00,28.0,1,1.0,1,18.0,2,1,1,0
1,88kelkuv00,28.0,3,3.0,1,0.0,1,2,5,1
1,88kelkuv00,29.0,1,1.0,1,21.0,1,2,1,1
1,88kelkuv00,29.0,4,3.0,3,0.0,4,3,5,0
1,88kelkuv00,30.0,3,3.0,1,0.6,2,1,5,0
1,88kelkuv00,30.0,2,1.0,3,21.0,4,3,1,0
1,88kelkuv00,31.0,3,3.0,1,0.0,1,2,5,1
1,88kelkuv00,31.0,2,1.0,3,18.0,4,3,1,0
1,88kelkuv00,32.0,2,2.0,4,9.0,3,4,1,1
1,88kelkuv00,32.0,4,4.0,4,1.2,4,3,5,0
1,88kelkuv00,33.0,1,1.0,1,27.0,2,1,1,0
1,88kelkuv00,33.0,3,4.0,2,2.4,2,1,5,0
1,88kelkuv00,34.0,4,3.0,3,1.2,3,4,5,1
1,88kelkuv00,34.0,1,2.0,2,6.0,1,2,1,1
1,88kelkuv00,35.0,1,1.0,1,15.0,1,2,1,1
1,88kelkuv00,35.0,4,4.0,4,5.4,3,4,5,1
1,88kelkuv00,36.0,3,3.0,1,4.2,1,2,5,1
1,88kelkuv00,36.0,1,1.0,1,18.0,1,2,1,1
1,88kelkuv00,37.0,2,2.0,4,12.0,3,4,1,1
1,88kelkuv00,37.0,3,3.0,1,4.8,2,1,5,0
1,88kelkuv00,38.0,4,3.0,3,5.4,3,4,5,1
1,88kelkuv00,38.0,2,2.0,4,9.0,4,3,1,0
1,88kelkuv00,39.0,4,4.0,4,5.4,3,4,5,1
