day,subject,trial,s1,s2,c,r,stim_l,stim_m,stim_r,stake
2,vy7wyvds02,48.0,4,3.0,4,7.0,4,5,6,5
2,vy7wyvds02,49.0,4,3.0,4,5.0,4,5,6,5
2,vy7wyvds02,49.0,1,1.0,1,9.0,2,,1,1
2,vy7wyvds02,50.0,1,1.0,1,9.0,2,,1,1
2,vy7wyvds02,50.0,3,3.0,1,6.0,1,2,3,5
2,vy7wyvds02,51.0,3,4.0,2,5.0,3,1,2,5
2,vy7wyvds02,51.0,2,2.0,4,1.0,4,,3,1
2,vy7wyvds02,52.0,1,1.0,1,6.0,1,,2,1
2,vy7wyvds02,52.0,3,3.0,1,4.0,3,2,1,5
2,vy7wyvds02,53.0,4,5.0,6,7.0,4,6,5,5
2,vy7wyvds02,53.0,1,1.0,1,6.0,1,,2,1
2,vy7wyvds02,54.0,2,2.0,4,0.0,3,,4,1
2,vy7wyvds02,54.0,4,5.0,6,9.0,5,6,4,5
2,vy7wyvds02,55.0,4,5.0,6,7.0,6,5,4,5
2,vy7wyvds02,55.0,2,1.0,3,7.0,4,,3,1
2,vy7wyvds02,56.0,1,2.0,2,0.0,2,,1,1
2,vy7wyvds02,56.0,3,4.0,2,3.0,3,2,1,5
2,vy7wyvds02,57.0,2,1.0,3,0.0,4,,3,1
2,vy7wyvds02,57.0,4,3.0,4,5.0,6,4,5,5
2,vy7wyvds02,58.0,3,5.0,3,3.0,2,1,3,5
2,vy7wyvds02,58.0,1,1.0,1,2.0,1,,2,1
2,vy7wyvds02,59.0,2,2.0,4,5.0,4,,3,1
2,vy7wyvds02,59.0,4,3.0,4,4.0,5,4,6,5
2,vy7wyvds02,60.0,1,1.0,1,2.0,1,,2,1
2,vy7wyvds02,60.0,4,3.0,4,4.0,6,5,4,5
2,vy7wyvds02,61.0,2,2.0,4,6.0,4,,3,1
2,vy7wyvds02,61.0,3,5.0,3,3.0,1,3,2,5
2,vy7wyvds02,62.0,1,1.0,1,2.0,2,,1,1
2,vy7wyvds02,62.0,3,3.0,1,4.0,3,2,1,5
2,vy7wyvds02,63.0,4,4.0,5,1.0,5,6,4,5
2,vy7wyvds02,63.0,1,1.0,1,0.0,2,,1,1
2,vy7wyvds02,64.0,4,4.0,5,3.0,4,5,6,5
2,vy7wyvds02,64.0,2,2.0,4,0.0,4,,3,1
2,vy7wyvds02,65.0,1,1.0,1,5.0,1,,2,1
2,vy7wyvds02,65.0,3,5.0,3,7.0,2,3,1,5
2,vy7wyvds02,66.0,4,4.0,5,6.0,5,6,4,5
2,vy7wyvds02,66.0,2,1.0,3,6.0,4,,3,1
2,vy7wyvds02,67.0,3,4.0,2,3.0,1,3,2,5
2,vy7wyvds02,67.0,1,1.0,1,5.0,2,,1,1
2,vy7wyvds02,68.0,1,1.0,1,6.0,2,,1,1
2,vy7wyvds02,68.0,4,4.0,5,2.0,6,5,4,5
2,vy7wyvds02,69.0,1,1.0,1,9.0,2,,1,1
2,vy7wyvds02,69.0,4,3.0,4,7.0,5,6,4,5
2,vy7wyvds02,70.0,1,1.0,1,6.0,1,,2,1
2,vy7wyvds02,70.0,3,3.0,1,6.0,3,2,1,5
2,vy7wyvds02,71.0,1,1.0,1,4.0,2,,1,1
2,vy7wyvds02,71.0,4,3.0,4,5.0,6,4,5,5
2,vy7wyvds02,72.0,4,3.0,4,5.0,5,4,6,5
2,vy7wyvds02,72.0,1,1.0,1,4.0,2,,1,1
2,vy7wyvds02,73.0,2,2.0,4,1.0,4,,3,1
2,vy7wyvds02,73.0,3,3.0,1,6.0,3,1,2,5
2,vy7wyvds02,74.0,4,3.0,4,8.0,6,5,4,5
2,vy7wyvds02,74.0,2,2.0,4,1.0,4,,3,1
2,vy7wyvds02,75.0,1,1.0,1,6.0,1,,2,1
2,vy7wyvds02,75.0,4,3.0,4,8.0,6,5,4,5
2,vy7wyvds02,76.0,4,3.0,4,9.0,4,5,6,5
2,vy7wyvds02,76.0,2,2.0,4,2.0,4,,3,1
2,vy7wyvds02,77.0,1,1.0,1,9.0,2,,1,1
2,vy7wyvds02,77.0,4,3.0,4,9.0,6,5,4,5
2,vy7wyvds02,78.0,2,1.0,3,9.0,4,,3,1
2,vy7wyvds02,78.0,4,5.0,6,9.0,4,6,5,5
2,vy7wyvds02,79.0,4,5.0,6,5.0,5,4,6,5
2,vy7wyvds02,79.0,1,1.0,1,9.0,2,,1,1
2,vy7wyvds02,80.0,3,3.0,1,9.0,2,3,1,5
2,vy7wyvds02,80.0,1,1.0,1,6.0,1,,2,1
2,vy7wyvds02,81.0,3,3.0,1,6.0,2,3,1,5
2,vy7wyvds02,81.0,1,1.0,1,7.0,2,,1,1
2,vy7wyvds02,82.0,1,1.0,1,8.0,1,,2,1
2,vy7wyvds02,82.0,3,3.0,1,7.0,2,1,3,5
2,vy7wyvds02,83.0,4,3.0,4,5.0,6,4,5,5
2,vy7wyvds02,83.0,2,1.0,3,9.0,4,,3,1
2,vy7wyvds02,84.0,1,1.0,1,7.0,1,,2,1
2,vy7wyvds02,84.0,3,3.0,1,5.0,3,2,1,5
2,vy7wyvds02,85.0,2,1.0,3,4.0,4,,3,1
2,vy7wyvds02,85.0,3,4.0,2,9.0,1,2,3,5
2,vy7wyvds02,86.0,4,5.0,6,0.0,5,4,6,5
2,vy7wyvds02,86.0,1,1.0,1,4.0,1,,2,1
2,vy7wyvds02,87.0,3,4.0,2,8.0,3,2,1,5
2,vy7wyvds02,87.0,2,1.0,3,2.0,4,,3,1
2,vy7wyvds02,88.0,3,3.0,1,4.0,3,1,2,5
2,vy7wyvds02,88.0,1,1.0,1,6.0,2,,1,1
2,vy7wyvds02,89.0,1,1.0,1,6.0,2,,1,1
2,vy7wyvds02,89.0,4,5.0,6,1.0,5,4,6,5
2,vy7wyvds02,90.0,1,1.0,1,4.0,1,,2,1
2,vy7wyvds02,90.0,4,3.0,4,7.0,5,4,6,5
2,vy7wyvds02,91.0,3,3.0,1,7.0,2,3,1,5
2,vy7wyvds02,91.0,2,1.0,3,2.0,3,,4,1
2,vy7wyvds02,92.0,1,1.0,1,5.0,1,,2,1
2,vy7wyvds02,92.0,3,3.0,1,8.0,3,2,1,5
2,vy7wyvds02,93.0,1,1.0,1,3.0,1,,2,1
2,vy7wyvds02,93.0,4,5.0,6,0.0,5,6,4,5
2,vy7wyvds02,94.0,4,3.0,4,5.0,4,6,5,5
2,vy7wyvds02,94.0,2,1.0,3,2.0,4,,3,1
2,vy7wyvds02,95.0,2,2.0,4,7.0,3,,4,1
2,vy7wyvds02,95.0,4,3.0,4,8.0,4,6,5,5
2,vy7wyvds02,96.0,1,1.0,1,0.0,1,,2,1
2,vy7wyvds02,96.0,3,5.0,3,0.0,2,3,1,5
2,vy7wyvds02,97.0,3,3.0,1,9.0,3,2,1,5
2,vy7wyvds02,97.0,2,1.0,3,0.0,4,,3,1
2,vy7wyvds02,98.0,3,3.0,1,9.0,2,1,3,5
2,vy7wyvds02,98.0,1,1.0,1,0.0,2,,1,1
2,vy7wyvds02,99.0,4,5.0,6,3.0,5,4,6,5
2,vy7wyvds02,99.0,2,2.0,4,4.0,4,,3,1
2,vy7wyvds02,100.0,1,1.0,1,0.0,1,,2,1
2,vy7wyvds02,100.0,4,3.0,4,4.0,6,5,4,5
2,lv9rcc4q02,1.0,1,1.0,1,4.0,1,,2,1
2,lv9rcc4q02,1.0,3,3.0,1,7.0,3,1,2,5
2,lv9rcc4q02,2.0,3,3.0,1,7.0,3,1,2,5
2,lv9rcc4q02,2.0,2,2.0,4,4.0,3,,4,1
2,lv9rcc4q02,3.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,3.0,4,3.0,4,3.0,5,6,4,5
2,lv9rcc4q02,4.0,2,1.0,3,0.0,4,,3,1
2,lv9rcc4q02,4.0,4,3.0,4,7.0,5,4,6,5
2,lv9rcc4q02,5.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,5.0,3,4.0,2,9.0,3,2,1,5
2,lv9rcc4q02,6.0,1,2.0,2,2.0,1,,2,1
2,lv9rcc4q02,6.0,4,5.0,6,2.0,4,6,5,5
2,lv9rcc4q02,7.0,1,2.0,2,4.0,1,,2,1
2,lv9rcc4q02,7.0,4,5.0,6,2.0,5,4,6,5
2,lv9rcc4q02,8.0,2,1.0,3,1.0,3,,4,1
2,lv9rcc4q02,8.0,4,5.0,6,1.0,4,6,5,5
2,lv9rcc4q02,9.0,1,1.0,1,2.0,2,,1,1
2,lv9rcc4q02,9.0,3,4.0,2,9.0,2,1,3,5
2,lv9rcc4q02,10.0,1,2.0,2,1.0,1,,2,1
2,lv9rcc4q02,10.0,4,4.0,5,8.0,6,5,4,5
2,lv9rcc4q02,11.0,2,1.0,3,1.0,4,,3,1
2,lv9rcc4q02,11.0,4,3.0,4,6.0,6,4,5,5
2,lv9rcc4q02,12.0,2,1.0,3,0.0,4,,3,1
2,lv9rcc4q02,12.0,4,3.0,4,5.0,6,5,4,5
2,lv9rcc4q02,13.0,4,3.0,4,4.0,5,4,6,5
2,lv9rcc4q02,13.0,2,2.0,4,0.0,3,,4,1
2,lv9rcc4q02,14.0,2,1.0,3,0.0,4,,3,1
2,lv9rcc4q02,14.0,4,4.0,5,8.0,5,6,4,5
2,lv9rcc4q02,15.0,1,2.0,2,4.0,1,,2,1
2,lv9rcc4q02,15.0,4,4.0,5,8.0,4,5,6,5
2,lv9rcc4q02,16.0,2,2.0,4,3.0,3,,4,1
2,lv9rcc4q02,16.0,4,3.0,4,6.0,5,4,6,5
2,lv9rcc4q02,17.0,2,2.0,4,8.0,4,,3,1
2,lv9rcc4q02,17.0,3,3.0,1,5.0,2,3,1,5
2,lv9rcc4q02,18.0,3,3.0,1,7.0,3,2,1,5
2,lv9rcc4q02,18.0,2,2.0,4,7.0,4,,3,1
2,lv9rcc4q02,19.0,1,1.0,1,0.0,2,,1,1
2,lv9rcc4q02,19.0,3,3.0,1,8.0,3,2,1,5
2,lv9rcc4q02,20.0,2,2.0,4,6.0,4,,3,1
2,lv9rcc4q02,20.0,3,3.0,1,6.0,3,2,1,5
2,lv9rcc4q02,21.0,3,3.0,1,9.0,3,1,2,5
2,lv9rcc4q02,21.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,22.0,2,2.0,4,9.0,3,,4,1
2,lv9rcc4q02,22.0,3,3.0,1,7.0,3,1,2,5
2,lv9rcc4q02,23.0,1,1.0,1,3.0,1,,2,1
2,lv9rcc4q02,23.0,3,3.0,1,8.0,3,2,1,5
2,lv9rcc4q02,24.0,2,1.0,3,4.0,4,,3,1
2,lv9rcc4q02,24.0,3,3.0,1,9.0,2,1,3,5
2,lv9rcc4q02,25.0,3,3.0,1,9.0,3,2,1,5
2,lv9rcc4q02,25.0,2,2.0,4,1.0,4,,3,1
2,lv9rcc4q02,26.0,3,3.0,1,7.0,2,3,1,5
2,lv9rcc4q02,26.0,1,1.0,1,0.0,2,,1,1
2,lv9rcc4q02,27.0,1,2.0,2,0.0,1,,2,1
2,lv9rcc4q02,27.0,4,4.0,5,4.0,6,5,4,5
2,lv9rcc4q02,28.0,3,3.0,1,9.0,1,3,2,5
2,lv9rcc4q02,28.0,2,1.0,3,0.0,4,,3,1
2,lv9rcc4q02,29.0,3,3.0,1,7.0,1,3,2,5
2,lv9rcc4q02,29.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,30.0,1,2.0,2,3.0,2,,1,1
2,lv9rcc4q02,30.0,4,5.0,6,2.0,5,6,4,5
2,lv9rcc4q02,31.0,3,5.0,3,1.0,1,3,2,5
2,lv9rcc4q02,31.0,1,2.0,2,5.0,2,,1,1
2,lv9rcc4q02,32.0,1,2.0,2,9.0,2,,1,1
2,lv9rcc4q02,32.0,4,3.0,4,9.0,5,6,4,5
2,lv9rcc4q02,33.0,1,2.0,2,5.0,2,,1,1
2,lv9rcc4q02,33.0,3,3.0,1,7.0,3,2,1,5
2,lv9rcc4q02,34.0,4,4.0,5,9.0,6,5,4,5
2,lv9rcc4q02,34.0,2,2.0,4,4.0,3,,4,1
2,lv9rcc4q02,35.0,3,3.0,1,8.0,3,1,2,5
2,lv9rcc4q02,35.0,2,2.0,4,0.0,3,,4,1
2,lv9rcc4q02,36.0,4,3.0,4,9.0,5,6,4,5
2,lv9rcc4q02,36.0,1,2.0,2,0.0,1,,2,1
2,lv9rcc4q02,37.0,1,1.0,1,4.0,1,,2,1
2,lv9rcc4q02,37.0,3,4.0,2,9.0,1,2,3,5
2,lv9rcc4q02,38.0,1,1.0,1,6.0,1,,2,1
2,lv9rcc4q02,38.0,3,4.0,2,4.0,1,2,3,5
2,lv9rcc4q02,39.0,4,3.0,4,5.0,4,6,5,5
2,lv9rcc4q02,39.0,2,1.0,3,5.0,4,,3,1
2,lv9rcc4q02,40.0,2,1.0,3,1.0,4,,3,1
2,lv9rcc4q02,40.0,3,5.0,3,0.0,2,3,1,5
2,lv9rcc4q02,41.0,1,2.0,2,0.0,2,,1,1
2,lv9rcc4q02,41.0,4,4.0,5,4.0,5,6,4,5
2,lv9rcc4q02,42.0,3,4.0,2,4.0,1,2,3,5
2,lv9rcc4q02,42.0,1,1.0,1,4.0,2,,1,1
2,lv9rcc4q02,43.0,2,2.0,4,0.0,4,,3,1
2,lv9rcc4q02,43.0,3,5.0,3,2.0,2,3,1,5
2,lv9rcc4q02,44.0,2,1.0,3,1.0,3,,4,1
2,lv9rcc4q02,44.0,4,4.0,5,2.0,4,5,6,5
2,lv9rcc4q02,45.0,2,2.0,4,1.0,3,,4,1
2,lv9rcc4q02,45.0,3,4.0,2,0.0,1,3,2,5
2,lv9rcc4q02,46.0,4,3.0,4,9.0,5,4,6,5
2,lv9rcc4q02,46.0,2,2.0,4,0.0,3,,4,1
2,lv9rcc4q02,47.0,4,3.0,4,9.0,5,4,6,5
2,lv9rcc4q02,47.0,2,1.0,3,0.0,3,,4,1
2,lv9rcc4q02,48.0,4,3.0,4,7.0,6,4,5,5
2,lv9rcc4q02,48.0,1,1.0,1,3.0,1,,2,1
2,lv9rcc4q02,49.0,1,1.0,1,5.0,1,,2,1
2,lv9rcc4q02,49.0,4,3.0,4,9.0,6,4,5,5
2,lv9rcc4q02,50.0,3,3.0,1,9.0,1,2,3,5
2,lv9rcc4q02,50.0,1,1.0,1,5.0,1,,2,1
2,lv9rcc4q02,51.0,3,3.0,1,7.0,1,2,3,5
2,lv9rcc4q02,51.0,2,2.0,4,0.0,4,,3,1
2,lv9rcc4q02,52.0,4,3.0,4,6.0,6,4,5,5
2,lv9rcc4q02,52.0,1,2.0,2,1.0,2,,1,1
2,lv9rcc4q02,53.0,3,3.0,1,7.0,3,1,2,5
2,lv9rcc4q02,53.0,2,1.0,3,0.0,4,,3,1
2,lv9rcc4q02,54.0,3,3.0,1,3.0,1,2,3,5
2,lv9rcc4q02,54.0,1,1.0,1,1.0,2,,1,1
2,lv9rcc4q02,55.0,3,5.0,3,3.0,1,3,2,5
2,lv9rcc4q02,55.0,2,1.0,3,2.0,4,,3,1
2,lv9rcc4q02,56.0,1,1.0,1,5.0,2,,1,1
2,lv9rcc4q02,56.0,3,5.0,3,5.0,3,1,2,5
2,lv9rcc4q02,57.0,1,2.0,2,7.0,2,,1,1
2,lv9rcc4q02,57.0,3,4.0,2,3.0,1,2,3,5
2,lv9rcc4q02,58.0,4,4.0,5,0.0,4,5,6,5
2,lv9rcc4q02,58.0,1,2.0,2,7.0,1,,2,1
2,lv9rcc4q02,59.0,3,3.0,1,0.0,3,1,2,5
2,lv9rcc4q02,59.0,1,1.0,1,7.0,2,,1,1
2,lv9rcc4q02,60.0,1,1.0,1,9.0,2,,1,1
2,lv9rcc4q02,60.0,3,5.0,3,1.0,3,1,2,5
2,lv9rcc4q02,61.0,4,5.0,6,3.0,5,6,4,5
2,lv9rcc4q02,61.0,2,1.0,3,7.0,3,,4,1
2,lv9rcc4q02,62.0,2,1.0,3,4.0,3,,4,1
2,lv9rcc4q02,62.0,3,4.0,2,5.0,2,1,3,5
2,lv9rcc4q02,63.0,2,1.0,3,3.0,3,,4,1
2,lv9rcc4q02,63.0,4,5.0,6,1.0,5,4,6,5
2,lv9rcc4q02,64.0,1,1.0,1,1.0,1,,2,1
2,lv9rcc4q02,64.0,3,5.0,3,7.0,1,3,2,5
2,lv9rcc4q02,65.0,3,5.0,3,5.0,3,2,1,5
2,lv9rcc4q02,65.0,2,2.0,4,4.0,3,,4,1
2,lv9rcc4q02,66.0,4,3.0,4,2.0,4,6,5,5
2,lv9rcc4q02,66.0,2,1.0,3,5.0,4,,3,1
2,lv9rcc4q02,67.0,4,3.0,4,0.0,5,6,4,5
2,lv9rcc4q02,67.0,2,2.0,4,8.0,3,,4,1
2,lv9rcc4q02,68.0,3,4.0,2,6.0,3,2,1,5
2,lv9rcc4q02,68.0,1,1.0,1,4.0,1,,2,1
2,lv9rcc4q02,69.0,1,1.0,1,4.0,1,,2,1
2,lv9rcc4q02,69.0,4,3.0,4,0.0,6,4,5,5
2,lv9rcc4q02,70.0,4,4.0,5,9.0,5,6,4,5
2,lv9rcc4q02,70.0,2,1.0,3,3.0,4,,3,1
2,lv9rcc4q02,71.0,4,4.0,5,9.0,5,6,4,5
2,lv9rcc4q02,71.0,2,1.0,3,1.0,4,,3,1
2,lv9rcc4q02,72.0,4,3.0,4,0.0,6,5,4,5
2,lv9rcc4q02,72.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,73.0,3,5.0,3,7.0,2,3,1,5
2,lv9rcc4q02,73.0,2,1.0,3,2.0,3,,4,1
2,lv9rcc4q02,74.0,3,5.0,3,5.0,1,3,2,5
2,lv9rcc4q02,74.0,2,2.0,4,1.0,3,,4,1
2,lv9rcc4q02,75.0,2,1.0,3,0.0,3,,4,1
2,lv9rcc4q02,75.0,4,4.0,5,9.0,5,6,4,5
2,lv9rcc4q02,76.0,2,2.0,4,4.0,4,,3,1
2,lv9rcc4q02,76.0,3,3.0,1,3.0,2,1,3,5
2,lv9rcc4q02,77.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,77.0,3,4.0,2,9.0,1,2,3,5
2,lv9rcc4q02,78.0,4,4.0,5,9.0,5,6,4,5
2,lv9rcc4q02,78.0,1,2.0,2,7.0,2,,1,1
2,lv9rcc4q02,79.0,3,4.0,2,9.0,1,2,3,5
2,lv9rcc4q02,79.0,1,1.0,1,1.0,1,,2,1
2,lv9rcc4q02,80.0,1,1.0,1,0.0,1,,2,1
2,lv9rcc4q02,80.0,3,3.0,1,0.0,3,1,2,5
2,lv9rcc4q02,81.0,2,1.0,3,0.0,4,,3,1
2,lv9rcc4q02,81.0,3,3.0,1,0.0,1,3,2,5
2,lv9rcc4q02,82.0,1,2.0,2,9.0,1,,2,1
2,lv9rcc4q02,82.0,4,5.0,6,9.0,4,6,5,5
2,lv9rcc4q02,83.0,2,2.0,4,6.0,4,,3,1
2,lv9rcc4q02,83.0,4,5.0,6,8.0,4,5,6,5
2,lv9rcc4q02,84.0,1,2.0,2,6.0,1,,2,1
2,lv9rcc4q02,84.0,3,3.0,1,0.0,1,2,3,5
2,lv9rcc4q02,85.0,3,4.0,2,7.0,1,2,3,5
2,lv9rcc4q02,85.0,2,2.0,4,8.0,4,,3,1
2,lv9rcc4q02,86.0,3,4.0,2,6.0,2,3,1,5
2,lv9rcc4q02,86.0,2,1.0,3,0.0,3,,4,1
2,lv9rcc4q02,87.0,3,4.0,2,7.0,2,1,3,5
2,lv9rcc4q02,87.0,2,2.0,4,8.0,3,,4,1
2,lv9rcc4q02,88.0,4,4.0,5,6.0,5,6,4,5
2,lv9rcc4q02,88.0,2,2.0,4,7.0,4,,3,1
2,lv9rcc4q02,89.0,2,2.0,4,9.0,3,,4,1
2,lv9rcc4q02,89.0,3,5.0,3,8.0,3,1,2,5
2,lv9rcc4q02,90.0,4,4.0,5,5.0,4,6,5,5
2,lv9rcc4q02,90.0,2,2.0,4,7.0,4,,3,1
2,lv9rcc4q02,91.0,2,2.0,4,5.0,4,,3,1
2,lv9rcc4q02,91.0,3,5.0,3,6.0,1,2,3,5
2,lv9rcc4q02,92.0,1,1.0,1,0.0,2,,1,1
2,lv9rcc4q02,92.0,3,3.0,1,2.0,3,1,2,5
2,lv9rcc4q02,93.0,1,2.0,2,6.0,2,,1,1
2,lv9rcc4q02,93.0,4,4.0,5,6.0,4,5,6,5
2,lv9rcc4q02,94.0,4,4.0,5,3.0,4,5,6,5
2,lv9rcc4q02,94.0,1,2.0,2,6.0,1,,2,1
2,lv9rcc4q02,95.0,2,2.0,4,7.0,4,,3,1
2,lv9rcc4q02,95.0,3,3.0,1,9.0,3,2,1,5
2,lv9rcc4q02,96.0,1,2.0,2,9.0,2,,1,1
2,lv9rcc4q02,96.0,4,4.0,5,0.0,6,5,4,5
2,lv9rcc4q02,97.0,4,5.0,6,7.0,5,6,4,5
2,lv9rcc4q02,97.0,1,2.0,2,9.0,2,,1,1
2,lv9rcc4q02,98.0,3,4.0,2,0.0,3,1,2,5
2,lv9rcc4q02,98.0,1,2.0,2,9.0,1,,2,1
2,lv9rcc4q02,99.0,2,1.0,3,0.0,3,,4,1
2,lv9rcc4q02,99.0,4,5.0,6,6.0,4,6,5,5
2,lv9rcc4q02,100.0,1,2.0,2,8.0,1,,2,1
2,lv9rcc4q02,100.0,4,5.0,6,6.0,4,6,5,5
2,jp44mldf02,1.0,4,3.0,4,5.0,5,6,4,5
2,jp44mldf02,1.0,2,2.0,4,-1.0,4,,3,1
2,jp44mldf02,2.0,1,2.0,2,0.0,2,,1,1
2,jp44mldf02,2.0,3,4.0,2,3.0,1,2,3,5
2,jp44mldf02,3.0,2,1.0,3,3.0,3,,4,1
2,jp44mldf02,3.0,4,4.0,5,4.0,4,6,5,5
2,jp44mldf02,4.0,1,1.0,1,4.0,2,,1,1
2,jp44mldf02,4.0,4,3.0,4,2.0,5,4,6,5
2,jp44mldf02,5.0,3,4.0,2,0.0,1,2,3,5
2,jp44mldf02,5.0,2,1.0,3,6.0,3,,4,1
2,jp44mldf02,6.0,4,4.0,5,0.0,4,6,5,5
2,jp44mldf02,6.0,1,2.0,2,6.0,2,,1,1
2,jp44mldf02,7.0,1,2.0,2,6.0,2,,1,1
2,jp44mldf02,7.0,4,4.0,5,3.0,5,6,4,5
2,jp44mldf02,8.0,3,5.0,3,7.0,2,1,3,5
2,jp44mldf02,8.0,2,1.0,3,4.0,3,,4,1
2,jp44mldf02,9.0,1,2.0,2,3.0,1,,2,1
2,jp44mldf02,9.0,4,4.0,5,2.0,4,5,6,5
2,jp44mldf02,10.0,2,1.0,3,7.0,3,,4,1
2,jp44mldf02,10.0,3,4.0,2,1.0,2,1,3,5
2,jp44mldf02,11.0,3,5.0,3,9.0,2,1,3,5
2,jp44mldf02,11.0,2,1.0,3,9.0,4,,3,1
2,jp44mldf02,12.0,4,4.0,5,3.0,6,5,4,5
2,jp44mldf02,12.0,1,2.0,2,2.0,1,,2,1
2,jp44mldf02,13.0,4,4.0,5,5.0,4,6,5,5
2,jp44mldf02,13.0,2,1.0,3,9.0,4,,3,1
2,jp44mldf02,14.0,3,5.0,3,4.0,3,2,1,5
2,jp44mldf02,14.0,1,2.0,2,2.0,1,,2,1
2,jp44mldf02,15.0,2,1.0,3,9.0,3,,4,1
2,jp44mldf02,15.0,4,3.0,4,7.0,5,4,6,5
2,jp44mldf02,16.0,4,3.0,4,7.0,4,6,5,5
2,jp44mldf02,16.0,1,2.0,2,5.0,1,,2,1
2,jp44mldf02,17.0,3,5.0,3,2.0,2,1,3,5
2,jp44mldf02,17.0,1,2.0,2,3.0,1,,2,1
2,jp44mldf02,18.0,2,1.0,3,8.0,3,,4,1
2,jp44mldf02,18.0,4,3.0,4,5.0,4,5,6,5
2,jp44mldf02,19.0,2,1.0,3,7.0,4,,3,1
2,jp44mldf02,19.0,4,3.0,4,7.0,5,6,4,5
2,jp44mldf02,20.0,2,1.0,3,3.0,3,,4,1
2,jp44mldf02,20.0,4,3.0,4,7.0,6,5,4,5
2,jp44mldf02,21.0,2,1.0,3,6.0,3,,4,1
2,jp44mldf02,21.0,4,3.0,4,9.0,6,4,5,5
2,jp44mldf02,22.0,2,1.0,3,6.0,3,,4,1
2,jp44mldf02,22.0,3,3.0,1,4.0,2,1,3,5
2,jp44mldf02,23.0,4,3.0,4,9.0,4,5,6,5
2,jp44mldf02,23.0,1,2.0,2,5.0,1,,2,1
2,jp44mldf02,24.0,2,2.0,4,3.0,4,,3,1
2,jp44mldf02,24.0,4,3.0,4,9.0,6,4,5,5
2,jp44mldf02,25.0,2,1.0,3,7.0,3,,4,1
2,jp44mldf02,25.0,4,3.0,4,8.0,4,6,5,5
2,jp44mldf02,26.0,2,1.0,3,8.0,4,,3,1
2,jp44mldf02,26.0,4,3.0,4,8.0,4,6,5,5
2,jp44mldf02,27.0,3,3.0,1,9.0,1,3,2,5
2,jp44mldf02,27.0,2,1.0,3,7.0,4,,3,1
2,jp44mldf02,28.0,3,3.0,1,9.0,3,1,2,5
2,jp44mldf02,28.0,1,2.0,2,6.0,2,,1,1
2,jp44mldf02,29.0,4,3.0,4,5.0,4,5,6,5
2,jp44mldf02,29.0,2,1.0,3,8.0,3,,4,1
2,jp44mldf02,30.0,4,5.0,6,4.0,6,4,5,5
2,jp44mldf02,30.0,1,2.0,2,4.0,1,,2,1
2,jp44mldf02,31.0,3,3.0,1,2.0,2,1,3,5
2,jp44mldf02,31.0,1,2.0,2,5.0,2,,1,1
2,jp44mldf02,32.0,1,2.0,2,3.0,1,,2,1
2,jp44mldf02,32.0,4,4.0,5,7.0,5,4,6,5
2,jp44mldf02,33.0,3,5.0,3,9.0,1,2,3,5
2,jp44mldf02,33.0,2,1.0,3,9.0,3,,4,1
2,jp44mldf02,34.0,2,1.0,3,7.0,3,,4,1
2,jp44mldf02,34.0,4,3.0,4,3.0,5,4,6,5
2,jp44mldf02,35.0,2,1.0,3,9.0,3,,4,1
2,jp44mldf02,35.0,3,5.0,3,6.0,1,3,2,5
2,jp44mldf02,36.0,3,5.0,3,5.0,2,3,1,5
2,jp44mldf02,36.0,1,1.0,1,8.0,2,,1,1
2,jp44mldf02,37.0,2,2.0,4,0.0,3,,4,1
2,jp44mldf02,37.0,3,5.0,3,3.0,1,3,2,5
2,jp44mldf02,38.0,3,3.0,1,1.0,2,1,3,5
2,jp44mldf02,38.0,2,2.0,4,0.0,4,,3,1
2,jp44mldf02,39.0,1,2.0,2,6.0,1,,2,1
2,jp44mldf02,39.0,4,4.0,5,8.0,4,5,6,5
2,jp44mldf02,40.0,3,5.0,3,9.0,3,1,2,5
2,jp44mldf02,40.0,1,2.0,2,7.0,1,,2,1
2,jp44mldf02,41.0,4,4.0,5,8.0,6,4,5,5
2,jp44mldf02,41.0,2,2.0,4,6.0,4,,3,1
2,jp44mldf02,42.0,2,2.0,4,6.0,3,,4,1
2,jp44mldf02,42.0,4,5.0,6,9.0,4,5,6,5
2,jp44mldf02,43.0,3,5.0,3,9.0,2,3,1,5
2,jp44mldf02,43.0,1,2.0,2,8.0,2,,1,1
2,jp44mldf02,44.0,4,4.0,5,6.0,5,4,6,5
2,jp44mldf02,44.0,1,2.0,2,6.0,2,,1,1
2,jp44mldf02,45.0,3,5.0,3,9.0,3,2,1,5
2,jp44mldf02,45.0,1,2.0,2,6.0,2,,1,1
2,jp44mldf02,46.0,3,5.0,3,6.0,3,1,2,5
2,jp44mldf02,46.0,2,2.0,4,9.0,4,,3,1
2,jp44mldf02,47.0,1,2.0,2,9.0,1,,2,1
2,jp44mldf02,47.0,3,5.0,3,7.0,2,1,3,5
2,jp44mldf02,48.0,4,4.0,5,6.0,5,6,4,5
2,jp44mldf02,48.0,1,2.0,2,8.0,1,,2,1
