day,subject,trial,s1,s2,c,r,stim_l,stim_m,stim_r,stake
2,9q8uyekh02,52.0,4,5.0,6,0.0,4,5,6,5
2,9q8uyekh02,53.0,1,1.0,1,2.0,2,,1,1
2,9q8uyekh02,53.0,3,5.0,3,5.0,3,1,2,5
2,9q8uyekh02,54.0,4,3.0,4,9.0,4,5,6,5
2,9q8uyekh02,54.0,2,1.0,3,0.0,4,,3,1
2,9q8uyekh02,55.0,2,2.0,4,0.0,3,,4,1
2,9q8uyekh02,55.0,4,4.0,5,4.0,6,5,4,5
2,9q8uyekh02,56.0,2,1.0,3,1.0,4,,3,1
2,9q8uyekh02,56.0,4,4.0,5,3.0,6,4,5,5
2,9q8uyekh02,57.0,3,3.0,1,9.0,2,1,3,5
2,9q8uyekh02,57.0,1,2.0,2,1.0,2,,1,1
2,9q8uyekh02,58.0,2,1.0,3,3.0,4,,3,1
2,9q8uyekh02,58.0,3,4.0,2,6.0,1,3,2,5
2,9q8uyekh02,59.0,1,2.0,2,6.0,1,,2,1
2,9q8uyekh02,59.0,4,4.0,5,4.0,6,5,4,5
2,9q8uyekh02,60.0,2,2.0,4,3.0,4,,3,1
2,9q8uyekh02,60.0,4,5.0,6,0.0,4,5,6,5
2,9q8uyekh02,61.0,1,2.0,2,6.0,1,,2,1
2,9q8uyekh02,61.0,3,3.0,1,8.0,2,1,3,5
2,9q8uyekh02,62.0,4,4.0,5,3.0,4,5,6,5
2,9q8uyekh02,62.0,2,2.0,4,8.0,3,,4,1
2,9q8uyekh02,63.0,4,5.0,6,4.0,4,6,5,5
2,9q8uyekh02,63.0,1,1.0,1,2.0,2,,1,1
2,9q8uyekh02,64.0,4,4.0,5,0.0,6,5,4,5
2,9q8uyekh02,64.0,1,2.0,2,7.0,1,,2,1
2,9q8uyekh02,65.0,2,1.0,3,4.0,4,,3,1
2,9q8uyekh02,65.0,3,5.0,3,3.0,1,3,2,5
2,9q8uyekh02,66.0,2,1.0,3,4.0,3,,4,1
2,9q8uyekh02,66.0,3,4.0,2,0.0,1,3,2,5
2,9q8uyekh02,67.0,1,2.0,2,1.0,2,,1,1
2,9q8uyekh02,67.0,4,3.0,4,0.0,6,4,5,5
2,9q8uyekh02,68.0,1,1.0,1,4.0,2,,1,1
2,9q8uyekh02,68.0,3,5.0,3,5.0,2,1,3,5
2,9q8uyekh02,69.0,2,1.0,3,4.0,4,,3,1
2,9q8uyekh02,69.0,3,3.0,1,1.0,2,1,3,5
2,9q8uyekh02,70.0,2,1.0,3,5.0,4,,3,1
2,9q8uyekh02,70.0,4,4.0,5,2.0,6,5,4,5
2,9q8uyekh02,71.0,1,2.0,2,7.0,1,,2,1
2,9q8uyekh02,71.0,4,3.0,4,0.0,6,4,5,5
2,9q8uyekh02,72.0,4,4.0,5,2.0,4,6,5,5
2,9q8uyekh02,72.0,1,2.0,2,6.0,1,,2,1
2,9q8uyekh02,73.0,3,5.0,3,0.0,1,3,2,5
2,9q8uyekh02,73.0,2,2.0,4,6.0,3,,4,1
2,9q8uyekh02,74.0,4,4.0,5,3.0,6,5,4,5
2,9q8uyekh02,74.0,2,2.0,4,8.0,3,,4,1
2,9q8uyekh02,75.0,4,3.0,4,2.0,4,5,6,5
2,9q8uyekh02,75.0,2,2.0,4,9.0,3,,4,1
2,9q8uyekh02,76.0,2,2.0,4,9.0,3,,4,1
2,9q8uyekh02,76.0,4,5.0,6,0.0,4,6,5,5
2,9q8uyekh02,77.0,4,4.0,5,1.0,6,4,5,5
2,9q8uyekh02,77.0,1,1.0,1,9.0,2,,1,1
2,9q8uyekh02,78.0,2,2.0,4,6.0,3,,4,1
2,9q8uyekh02,78.0,3,5.0,3,1.0,2,3,1,5
2,9q8uyekh02,79.0,4,5.0,6,0.0,4,5,6,5
2,9q8uyekh02,79.0,1,2.0,2,5.0,1,,2,1
2,9q8uyekh02,80.0,4,3.0,4,2.0,4,6,5,5
2,9q8uyekh02,80.0,1,2.0,2,3.0,1,,2,1
2,9q8uyekh02,81.0,4,4.0,5,0.0,4,5,6,5
2,9q8uyekh02,81.0,2,1.0,3,9.0,4,,3,1
2,9q8uyekh02,82.0,1,2.0,2,1.0,2,,1,1
2,9q8uyekh02,82.0,3,3.0,1,2.0,3,2,1,5
2,9q8uyekh02,83.0,4,4.0,5,4.0,4,5,6,5
2,9q8uyekh02,83.0,1,2.0,2,2.0,1,,2,1
2,9q8uyekh02,84.0,1,2.0,2,3.0,1,,2,1
2,9q8uyekh02,84.0,4,4.0,5,4.0,6,5,4,5
2,9q8uyekh02,85.0,2,1.0,3,9.0,4,,3,1
2,9q8uyekh02,85.0,3,5.0,3,4.0,1,2,3,5
2,9q8uyekh02,86.0,1,1.0,1,9.0,1,,2,1
2,9q8uyekh02,86.0,4,3.0,4,1.0,4,5,6,5
2,9q8uyekh02,87.0,1,1.0,1,9.0,2,,1,1
2,9q8uyekh02,87.0,4,4.0,5,7.0,6,4,5,5
2,9q8uyekh02,88.0,2,2.0,4,7.0,3,,4,1
2,9q8uyekh02,88.0,3,4.0,2,9.0,1,3,2,5
2,9q8uyekh02,89.0,3,5.0,3,3.0,1,2,3,5
2,9q8uyekh02,89.0,1,1.0,1,0.0,2,,1,1
2,9q8uyekh02,90.0,3,5.0,3,4.0,3,2,1,5
2,9q8uyekh02,90.0,1,1.0,1,0.0,2,,1,1
2,9q8uyekh02,91.0,2,2.0,4,7.0,3,,4,1
2,9q8uyekh02,91.0,4,3.0,4,6.0,5,4,6,5
2,9q8uyekh02,92.0,1,1.0,1,0.0,2,,1,1
2,9q8uyekh02,92.0,3,4.0,2,8.0,1,3,2,5
2,9q8uyekh02,93.0,1,1.0,1,0.0,2,,1,1
2,9q8uyekh02,93.0,3,3.0,1,9.0,3,1,2,5
2,9q8uyekh02,94.0,4,4.0,5,9.0,4,6,5,5
2,9q8uyekh02,94.0,1,2.0,2,6.0,1,,2,1
2,9q8uyekh02,95.0,4,5.0,6,0.0,4,5,6,5
2,9q8uyekh02,95.0,2,2.0,4,6.0,3,,4,1
2,9q8uyekh02,96.0,3,3.0,1,3.0,1,3,2,5
2,9q8uyekh02,96.0,1,2.0,2,6.0,1,,2,1
2,9q8uyekh02,97.0,3,4.0,2,7.0,3,1,2,5
2,9q8uyekh02,97.0,1,2.0,2,7.0,1,,2,1
2,9q8uyekh02,98.0,4,5.0,6,1.0,5,4,6,5
2,9q8uyekh02,98.0,1,2.0,2,8.0,1,,2,1
2,9q8uyekh02,99.0,4,4.0,5,9.0,4,6,5,5
2,9q8uyekh02,99.0,1,2.0,2,8.0,1,,2,1
2,9q8uyekh02,100.0,1,1.0,1,0.0,1,,2,1
2,9q8uyekh02,100.0,4,3.0,4,5.0,5,6,4,5
2,6r4muv9d02,1.0,3,4.0,2,6.0,1,2,3,5
2,6r4muv9d02,1.0,2,1.0,3,7.0,4,,3,1
2,6r4muv9d02,2.0,2,2.0,4,9.0,3,,4,1
2,6r4muv9d02,2.0,4,3.0,4,8.0,6,4,5,5
2,6r4muv9d02,3.0,3,3.0,1,9.0,3,2,1,5
2,6r4muv9d02,3.0,2,2.0,4,9.0,4,,3,1
2,6r4muv9d02,4.0,2,1.0,3,5.0,4,,3,1
2,6r4muv9d02,4.0,3,4.0,2,7.0,3,2,1,5
2,6r4muv9d02,5.0,1,1.0,1,9.0,2,,1,1
2,6r4muv9d02,5.0,3,3.0,1,7.0,1,2,3,5
2,6r4muv9d02,6.0,4,5.0,6,0.0,5,4,6,5
2,6r4muv9d02,6.0,1,1.0,1,9.0,2,,1,1
2,6r4muv9d02,7.0,3,3.0,1,1.0,3,1,2,5
2,6r4muv9d02,7.0,2,2.0,4,9.0,3,,4,1
2,6r4muv9d02,8.0,3,3.0,1,0.0,1,3,2,5
2,6r4muv9d02,8.0,2,2.0,4,5.0,3,,4,1
2,6r4muv9d02,9.0,2,1.0,3,7.0,4,,3,1
2,6r4muv9d02,9.0,4,4.0,5,0.0,4,5,6,5
2,6r4muv9d02,10.0,2,1.0,3,6.0,3,,4,1
2,6r4muv9d02,10.0,3,3.0,1,0.0,3,2,1,5
2,6r4muv9d02,11.0,4,4.0,5,2.0,6,5,4,5
2,6r4muv9d02,11.0,2,1.0,3,4.0,4,,3,1
2,6r4muv9d02,12.0,3,3.0,1,3.0,3,2,1,5
2,6r4muv9d02,12.0,1,2.0,2,0.0,2,,1,1
2,6r4muv9d02,13.0,3,4.0,2,0.0,3,1,2,5
2,6r4muv9d02,13.0,2,1.0,3,2.0,3,,4,1
2,6r4muv9d02,14.0,2,2.0,4,2.0,3,,4,1
2,6r4muv9d02,14.0,4,4.0,5,0.0,4,5,6,5
2,6r4muv9d02,15.0,1,1.0,1,2.0,2,,1,1
2,6r4muv9d02,15.0,3,3.0,1,1.0,1,2,3,5
2,6r4muv9d02,16.0,4,5.0,6,4.0,4,5,6,5
2,6r4muv9d02,16.0,2,2.0,4,7.0,4,,3,1
2,6r4muv9d02,17.0,1,2.0,2,4.0,2,,1,1
2,6r4muv9d02,17.0,4,3.0,4,0.0,6,5,4,5
2,6r4muv9d02,18.0,1,2.0,2,3.0,2,,1,1
2,6r4muv9d02,18.0,4,5.0,6,4.0,5,4,6,5
2,6r4muv9d02,19.0,4,5.0,6,4.0,5,4,6,5
2,6r4muv9d02,19.0,1,2.0,2,4.0,2,,1,1
2,6r4muv9d02,20.0,1,1.0,1,1.0,2,,1,1
2,6r4muv9d02,20.0,3,4.0,2,0.0,3,1,2,5
2,6r4muv9d02,21.0,2,1.0,3,0.0,3,,4,1
2,6r4muv9d02,21.0,3,4.0,2,1.0,3,2,1,5
2,6r4muv9d02,22.0,1,1.0,1,2.0,2,,1,1
2,6r4muv9d02,22.0,3,3.0,1,2.0,3,2,1,5
2,6r4muv9d02,23.0,4,3.0,4,3.0,4,5,6,5
2,6r4muv9d02,23.0,2,2.0,4,0.0,3,,4,1
2,6r4muv9d02,24.0,4,3.0,4,0.0,4,5,6,5
2,6r4muv9d02,24.0,1,1.0,1,2.0,2,,1,1
2,6r4muv9d02,25.0,1,2.0,2,0.0,1,,2,1
2,6r4muv9d02,25.0,4,5.0,6,3.0,6,4,5,5
2,6r4muv9d02,26.0,1,2.0,2,0.0,1,,2,1
2,6r4muv9d02,26.0,4,4.0,5,0.0,4,5,6,5
2,6r4muv9d02,27.0,4,3.0,4,0.0,6,5,4,5
2,6r4muv9d02,27.0,2,2.0,4,0.0,3,,4,1
2,6r4muv9d02,28.0,1,1.0,1,5.0,2,,1,1
2,6r4muv9d02,28.0,4,4.0,5,3.0,5,6,4,5
2,6r4muv9d02,29.0,1,2.0,2,0.0,1,,2,1
2,6r4muv9d02,29.0,3,4.0,2,6.0,2,1,3,5
2,6r4muv9d02,30.0,1,2.0,2,2.0,2,,1,1
2,6r4muv9d02,30.0,3,3.0,1,0.0,2,1,3,5
2,6r4muv9d02,31.0,2,2.0,4,0.0,3,,4,1
2,6r4muv9d02,31.0,4,5.0,6,1.0,5,4,6,5
2,6r4muv9d02,32.0,4,5.0,6,2.0,5,6,4,5
2,6r4muv9d02,32.0,1,1.0,1,1.0,1,,2,1
2,6r4muv9d02,33.0,3,4.0,2,2.0,1,3,2,5
2,6r4muv9d02,33.0,1,1.0,1,0.0,1,,2,1
2,6r4muv9d02,34.0,2,1.0,3,0.0,3,,4,1
2,6r4muv9d02,34.0,4,5.0,6,2.0,4,6,5,5
2,6r4muv9d02,35.0,1,1.0,1,0.0,2,,1,1
2,6r4muv9d02,35.0,4,5.0,6,4.0,5,6,4,5
2,6r4muv9d02,36.0,2,2.0,4,1.0,3,,4,1
2,6r4muv9d02,36.0,3,5.0,3,2.0,1,3,2,5
2,6r4muv9d02,37.0,1,2.0,2,0.0,1,,2,1
2,6r4muv9d02,37.0,4,5.0,6,1.0,6,4,5,5
2,6r4muv9d02,38.0,3,5.0,3,1.0,2,1,3,5
2,6r4muv9d02,38.0,2,2.0,4,1.0,4,,3,1
2,6r4muv9d02,39.0,4,3.0,4,8.0,6,5,4,5
2,6r4muv9d02,39.0,1,1.0,1,0.0,2,,1,1
2,6r4muv9d02,40.0,1,2.0,2,1.0,2,,1,1
2,6r4muv9d02,40.0,4,3.0,4,9.0,5,6,4,5
2,6r4muv9d02,41.0,4,5.0,6,4.0,5,4,6,5
2,6r4muv9d02,41.0,1,1.0,1,1.0,2,,1,1
2,6r4muv9d02,42.0,3,5.0,3,6.0,1,3,2,5
2,6r4muv9d02,42.0,1,1.0,1,3.0,1,,2,1
2,6r4muv9d02,43.0,4,3.0,4,9.0,5,6,4,5
2,6r4muv9d02,43.0,2,2.0,4,2.0,3,,4,1
2,6r4muv9d02,44.0,2,1.0,3,0.0,3,,4,1
2,6r4muv9d02,44.0,3,4.0,2,3.0,1,3,2,5
2,6r4muv9d02,45.0,1,2.0,2,2.0,1,,2,1
2,6r4muv9d02,45.0,4,3.0,4,6.0,5,4,6,5
2,6r4muv9d02,46.0,3,4.0,2,5.0,2,3,1,5
2,6r4muv9d02,46.0,2,2.0,4,4.0,3,,4,1
2,6r4muv9d02,47.0,3,5.0,3,2.0,3,1,2,5
2,6r4muv9d02,47.0,1,1.0,1,3.0,1,,2,1
2,6r4muv9d02,48.0,1,2.0,2,4.0,2,,1,1
2,6r4muv9d02,48.0,4,3.0,4,1.0,4,6,5,5
2,6r4muv9d02,49.0,4,3.0,4,4.0,4,6,5,5
2,6r4muv9d02,49.0,1,1.0,1,2.0,2,,1,1
2,6r4muv9d02,50.0,4,3.0,4,3.0,5,6,4,5
2,6r4muv9d02,50.0,2,1.0,3,2.0,4,,3,1
2,6r4muv9d02,51.0,1,2.0,2,2.0,2,,1,1
2,6r4muv9d02,51.0,4,3.0,4,4.0,5,6,4,5
2,6r4muv9d02,52.0,1,1.0,1,1.0,2,,1,1
2,6r4muv9d02,52.0,3,3.0,1,0.0,1,3,2,5
2,6r4muv9d02,53.0,1,1.0,1,1.0,2,,1,1
2,6r4muv9d02,53.0,4,5.0,6,1.0,4,6,5,5
2,6r4muv9d02,54.0,4,3.0,4,0.0,5,6,4,5
2,6r4muv9d02,54.0,1,1.0,1,0.0,2,,1,1
2,6r4muv9d02,55.0,1,1.0,1,0.0,1,,2,1
2,6r4muv9d02,55.0,3,4.0,2,4.0,1,3,2,5
2,6r4muv9d02,56.0,4,5.0,6,0.0,4,5,6,5
2,6r4muv9d02,56.0,2,1.0,3,0.0,4,,3,1
2,6r4muv9d02,57.0,1,1.0,1,1.0,1,,2,1
2,6r4muv9d02,57.0,4,5.0,6,2.0,4,5,6,5
2,6r4muv9d02,58.0,1,2.0,2,7.0,1,,2,1
2,6r4muv9d02,58.0,4,3.0,4,4.0,4,6,5,5
2,6r4muv9d02,59.0,2,1.0,3,0.0,4,,3,1
2,6r4muv9d02,59.0,3,5.0,3,0.0,3,1,2,5
2,6r4muv9d02,60.0,4,3.0,4,6.0,4,6,5,5
2,6r4muv9d02,60.0,1,2.0,2,3.0,2,,1,1
2,6r4muv9d02,61.0,3,4.0,2,5.0,2,3,1,5
2,6r4muv9d02,61.0,1,1.0,1,0.0,2,,1,1
2,6r4muv9d02,62.0,3,4.0,2,3.0,2,1,3,5
2,6r4muv9d02,62.0,2,1.0,3,0.0,3,,4,1
2,6r4muv9d02,63.0,3,3.0,1,2.0,1,3,2,5
2,6r4muv9d02,63.0,2,1.0,3,0.0,3,,4,1
2,6r4muv9d02,64.0,3,3.0,1,7.0,1,2,3,5
2,6r4muv9d02,64.0,2,1.0,3,0.0,3,,4,1
2,6r4muv9d02,65.0,2,1.0,3,1.0,4,,3,1
2,6r4muv9d02,65.0,3,4.0,2,3.0,1,2,3,5
2,6r4muv9d02,66.0,4,4.0,5,6.0,6,4,5,5
2,6r4muv9d02,66.0,2,1.0,3,0.0,4,,3,1
2,6r4muv9d02,67.0,4,3.0,4,9.0,5,4,6,5
2,6r4muv9d02,67.0,2,2.0,4,9.0,4,,3,1
2,6r4muv9d02,68.0,4,5.0,6,0.0,5,6,4,5
2,6r4muv9d02,68.0,1,1.0,1,0.0,2,,1,1
2,6r4muv9d02,69.0,4,3.0,4,3.0,4,6,5,5
2,6r4muv9d02,69.0,1,1.0,1,0.0,1,,2,1
2,6r4muv9d02,70.0,2,1.0,3,0.0,4,,3,1
2,6r4muv9d02,70.0,3,4.0,2,9.0,3,2,1,5
2,6r4muv9d02,71.0,3,3.0,1,1.0,1,3,2,5
2,6r4muv9d02,71.0,2,2.0,4,8.0,4,,3,1
2,6r4muv9d02,72.0,1,2.0,2,6.0,1,,2,1
2,6r4muv9d02,72.0,3,4.0,2,1.0,1,3,2,5
2,6r4muv9d02,73.0,4,4.0,5,3.0,6,4,5,5
2,6r4muv9d02,73.0,1,2.0,2,5.0,1,,2,1
2,6r4muv9d02,74.0,4,3.0,4,0.0,4,6,5,5
2,6r4muv9d02,74.0,1,1.0,1,0.0,2,,1,1
2,6r4muv9d02,75.0,4,4.0,5,3.0,5,4,6,5
2,6r4muv9d02,75.0,2,1.0,3,1.0,3,,4,1
2,6r4muv9d02,76.0,3,3.0,1,0.0,1,3,2,5
2,6r4muv9d02,76.0,2,1.0,3,1.0,4,,3,1
2,6r4muv9d02,77.0,1,2.0,2,4.0,1,,2,1
2,6r4muv9d02,77.0,4,4.0,5,2.0,4,5,6,5
2,6r4muv9d02,78.0,4,3.0,4,2.0,6,5,4,5
2,6r4muv9d02,78.0,2,1.0,3,0.0,4,,3,1
2,6r4muv9d02,79.0,1,2.0,2,3.0,2,,1,1
2,6r4muv9d02,79.0,4,5.0,6,5.0,4,6,5,5
2,6r4muv9d02,80.0,2,2.0,4,5.0,4,,3,1
2,6r4muv9d02,80.0,4,5.0,6,5.0,4,6,5,5
2,6r4muv9d02,81.0,1,2.0,2,6.0,1,,2,1
2,6r4muv9d02,81.0,4,5.0,6,6.0,6,4,5,5
2,6r4muv9d02,82.0,4,5.0,6,4.0,6,4,5,5
2,6r4muv9d02,82.0,2,2.0,4,9.0,4,,3,1
2,6r4muv9d02,83.0,1,1.0,1,5.0,1,,2,1
2,6r4muv9d02,83.0,3,4.0,2,2.0,1,2,3,5
2,6r4muv9d02,84.0,4,4.0,5,2.0,5,6,4,5
2,6r4muv9d02,84.0,2,2.0,4,9.0,4,,3,1
2,6r4muv9d02,85.0,2,2.0,4,9.0,3,,4,1
2,6r4muv9d02,85.0,3,4.0,2,0.0,2,1,3,5
2,6r4muv9d02,86.0,1,1.0,1,9.0,2,,1,1
2,6r4muv9d02,86.0,4,5.0,6,1.0,5,4,6,5
2,6r4muv9d02,87.0,1,1.0,1,9.0,2,,1,1
2,6r4muv9d02,87.0,3,4.0,2,3.0,3,2,1,5
2,6r4muv9d02,88.0,4,4.0,5,0.0,6,4,5,5
2,6r4muv9d02,88.0,1,1.0,1,9.0,1,,2,1
2,6r4muv9d02,89.0,3,3.0,1,2.0,2,3,1,5
2,6r4muv9d02,89.0,1,2.0,2,6.0,2,,1,1
2,6r4muv9d02,90.0,3,5.0,3,4.0,2,1,3,5
2,6r4muv9d02,90.0,2,2.0,4,7.0,4,,3,1
2,6r4muv9d02,91.0,3,4.0,2,4.0,2,1,3,5
2,6r4muv9d02,91.0,2,1.0,3,8.0,3,,4,1
2,6r4muv9d02,92.0,3,4.0,2,3.0,2,1,3,5
2,6r4muv9d02,92.0,2,1.0,3,7.0,3,,4,1
2,6r4muv9d02,93.0,3,3.0,1,0.0,3,2,1,5
2,6r4muv9d02,93.0,2,1.0,3,8.0,3,,4,1
2,6r4muv9d02,94.0,2,1.0,3,7.0,3,,4,1
2,6r4muv9d02,94.0,4,3.0,4,0.0,4,6,5,5
2,6r4muv9d02,95.0,3,3.0,1,0.0,2,1,3,5
2,6r4muv9d02,95.0,1,2.0,2,9.0,1,,2,1
2,6r4muv9d02,96.0,2,1.0,3,6.0,3,,4,1
2,6r4muv9d02,96.0,4,3.0,4,5.0,4,5,6,5
2,6r4muv9d02,97.0,1,1.0,1,8.0,2,,1,1
2,6r4muv9d02,97.0,4,4.0,5,8.0,5,4,6,5
2,6r4muv9d02,98.0,2,1.0,3,8.0,4,,3,1
2,6r4muv9d02,98.0,4,3.0,4,8.0,4,5,6,5
2,6r4muv9d02,99.0,2,1.0,3,9.0,3,,4,1
2,6r4muv9d02,99.0,3,5.0,3,6.0,3,1,2,5
2,6r4muv9d02,100.0,1,2.0,2,7.0,2,,1,1
2,6r4muv9d02,100.0,4,5.0,6,3.0,6,5,4,5
2,656eyvkc02,1.0,1,1.0,1,3.0,2,,1,1
2,656eyvkc02,1.0,3,4.0,2,4.0,1,3,2,5
2,656eyvkc02,2.0,1,1.0,1,3.0,1,,2,1
2,656eyvkc02,2.0,4,5.0,6,9.0,5,4,6,5
2,656eyvkc02,3.0,4,3.0,4,0.0,6,5,4,5
2,656eyvkc02,3.0,2,2.0,4,7.0,4,,3,1
2,656eyvkc02,4.0,2,1.0,3,3.0,4,,3,1
2,656eyvkc02,4.0,3,5.0,3,4.0,3,1,2,5
2,656eyvkc02,5.0,1,2.0,2,4.0,1,,2,1
2,656eyvkc02,5.0,4,4.0,5,3.0,6,5,4,5
2,656eyvkc02,6.0,4,5.0,6,0.0,4,6,5,5
2,656eyvkc02,6.0,2,2.0,4,2.0,4,,3,1
2,656eyvkc02,7.0,1,2.0,2,5.0,1,,2,1
2,656eyvkc02,7.0,4,3.0,4,1.0,5,4,6,5
2,656eyvkc02,8.0,3,5.0,3,1.0,3,2,1,5
2,656eyvkc02,8.0,1,1.0,1,0.0,2,,1,1
2,656eyvkc02,9.0,3,3.0,1,0.0,1,3,2,5
2,656eyvkc02,9.0,2,1.0,3,0.0,3,,4,1
2,656eyvkc02,10.0,2,2.0,4,4.0,4,,3,1
2,656eyvkc02,10.0,4,4.0,5,2.0,4,5,6,5
2,656eyvkc02,11.0,1,1.0,1,7.0,2,,1,1
2,656eyvkc02,11.0,4,3.0,4,1.0,5,6,4,5
2,656eyvkc02,12.0,3,5.0,3,4.0,2,3,1,5
2,656eyvkc02,12.0,2,2.0,4,0.0,3,,4,1
2,656eyvkc02,13.0,1,2.0,2,0.0,2,,1,1
2,656eyvkc02,13.0,3,3.0,1,0.0,2,3,1,5
2,656eyvkc02,14.0,2,2.0,4,1.0,4,,3,1
2,656eyvkc02,14.0,3,4.0,2,1.0,1,2,3,5
2,656eyvkc02,15.0,4,3.0,4,0.0,4,6,5,5
2,656eyvkc02,15.0,2,2.0,4,0.0,3,,4,1
2,656eyvkc02,16.0,1,1.0,1,8.0,2,,1,1
2,656eyvkc02,16.0,3,5.0,3,5.0,3,2,1,5
2,656eyvkc02,17.0,4,5.0,6,6.0,4,5,6,5
2,656eyvkc02,17.0,1,1.0,1,9.0,1,,2,1
2,656eyvkc02,18.0,1,1.0,1,9.0,1,,2,1
2,656eyvkc02,18.0,4,4.0,5,8.0,5,6,4,5
2,656eyvkc02,19.0,2,1.0,3,9.0,3,,4,1
2,656eyvkc02,19.0,4,4.0,5,7.0,6,5,4,5
2,656eyvkc02,20.0,4,4.0,5,6.0,5,4,6,5
2,656eyvkc02,20.0,2,1.0,3,9.0,4,,3,1
2,656eyvkc02,21.0,4,4.0,5,5.0,5,6,4,5
2,656eyvkc02,21.0,2,1.0,3,9.0,4,,3,1
2,656eyvkc02,22.0,2,1.0,3,7.0,3,,4,1
2,656eyvkc02,22.0,3,4.0,2,7.0,3,2,1,5
2,656eyvkc02,23.0,3,3.0,1,4.0,1,3,2,5
2,656eyvkc02,23.0,2,1.0,3,9.0,3,,4,1
2,656eyvkc02,24.0,1,2.0,2,1.0,2,,1,1
2,656eyvkc02,24.0,4,5.0,6,6.0,4,6,5,5
2,656eyvkc02,25.0,2,1.0,3,9.0,4,,3,1
2,656eyvkc02,25.0,4,4.0,5,9.0,6,5,4,5
2,656eyvkc02,26.0,3,4.0,2,9.0,2,1,3,5
2,656eyvkc02,26.0,1,1.0,1,9.0,1,,2,1
2,656eyvkc02,27.0,4,5.0,6,6.0,4,5,6,5
2,656eyvkc02,27.0,2,1.0,3,8.0,3,,4,1
2,656eyvkc02,28.0,4,3.0,4,5.0,6,4,5,5
2,656eyvkc02,28.0,1,2.0,2,0.0,2,,1,1
2,656eyvkc02,29.0,4,5.0,6,9.0,5,4,6,5
2,656eyvkc02,29.0,2,1.0,3,3.0,3,,4,1
2,656eyvkc02,30.0,1,1.0,1,5.0,1,,2,1
2,656eyvkc02,30.0,3,5.0,3,9.0,2,1,3,5
2,656eyvkc02,31.0,4,5.0,6,9.0,5,4,6,5
2,656eyvkc02,31.0,1,1.0,1,4.0,1,,2,1
2,656eyvkc02,32.0,4,4.0,5,7.0,6,5,4,5
2,656eyvkc02,32.0,1,1.0,1,5.0,1,,2,1
2,656eyvkc02,33.0,3,3.0,1,3.0,2,3,1,5
2,656eyvkc02,33.0,1,1.0,1,3.0,1,,2,1
2,656eyvkc02,34.0,2,2.0,4,2.0,3,,4,1
2,656eyvkc02,34.0,4,3.0,4,6.0,5,4,6,5
2,656eyvkc02,35.0,4,3.0,4,9.0,4,6,5,5
2,656eyvkc02,35.0,1,1.0,1,0.0,2,,1,1
2,656eyvkc02,36.0,1,2.0,2,1.0,1,,2,1
2,656eyvkc02,36.0,4,3.0,4,6.0,5,4,6,5
2,656eyvkc02,37.0,1,2.0,2,9.0,2,,1,1
2,656eyvkc02,37.0,4,5.0,6,9.0,5,4,6,5
2,656eyvkc02,38.0,4,3.0,4,7.0,6,4,5,5
2,656eyvkc02,38.0,1,2.0,2,9.0,1,,2,1
2,656eyvkc02,39.0,4,3.0,4,9.0,5,4,6,5
2,656eyvkc02,39.0,2,1.0,3,0.0,4,,3,1
2,656eyvkc02,40.0,2,2.0,4,9.0,4,,3,1
2,656eyvkc02,40.0,3,4.0,2,3.0,1,2,3,5
2,656eyvkc02,41.0,4,4.0,5,0.0,6,4,5,5
2,656eyvkc02,41.0,2,2.0,4,6.0,3,,4,1
2,656eyvkc02,42.0,3,5.0,3,7.0,3,1,2,5
2,656eyvkc02,42.0,2,2.0,4,8.0,3,,4,1
2,656eyvkc02,43.0,4,5.0,6,9.0,5,6,4,5
2,656eyvkc02,43.0,1,2.0,2,8.0,2,,1,1
2,656eyvkc02,44.0,1,2.0,2,5.0,2,,1,1
2,656eyvkc02,44.0,3,3.0,1,4.0,3,1,2,5
2,656eyvkc02,45.0,2,2.0,4,6.0,3,,4,1
2,656eyvkc02,45.0,4,5.0,6,9.0,5,4,6,5
2,656eyvkc02,46.0,2,2.0,4,5.0,3,,4,1
2,656eyvkc02,46.0,3,4.0,2,7.0,2,1,3,5
2,656eyvkc02,47.0,4,4.0,5,8.0,5,4,6,5
2,656eyvkc02,47.0,1,2.0,2,3.0,1,,2,1
2,656eyvkc02,48.0,4,4.0,5,7.0,6,5,4,5
2,656eyvkc02,48.0,1,1.0,1,0.0,1,,2,1
2,656eyvkc02,49.0,3,5.0,3,7.0,2,1,3,5
2,656eyvkc02,49.0,2,1.0,3,0.0,4,,3,1
2,656eyvkc02,50.0,2,2.0,4,3.0,4,,3,1
2,656eyvkc02,50.0,3,5.0,3,5.0,1,3,2,5
2,656eyvkc02,51.0,4,5.0,6,5.0,5,4,6,5
2,656eyvkc02,51.0,2,2.0,4,2.0,3,,4,1
2,656eyvkc02,52.0,1,2.0,2,0.0,2,,1,1
2,656eyvkc02,52.0,3,4.0,2,0.0,3,2,1,5
2,656eyvkc02,53.0,1,2.0,2,0.0,1,,2,1
2,656eyvkc02,53.0,4,4.0,5,0.0,5,4,6,5
2,656eyvkc02,54.0,1,1.0,1,2.0,2,,1,1
2,656eyvkc02,54.0,4,4.0,5,0.0,4,5,6,5
2,656eyvkc02,55.0,4,4.0,5,1.0,5,6,4,5
2,656eyvkc02,55.0,1,1.0,1,2.0,1,,2,1
