day,subject,trial,s1,s2,c,r,stim_l,stim_r,stake,s1L
2,mwjl7gro01,21.0,1,1.0,1,1.0,2,1,1,0
2,mwjl7gro01,22.0,4,3.0,3,3.0,4,3,5,0
2,mwjl7gro01,22.0,2,2.0,4,6.0,3,4,1,1
2,mwjl7gro01,23.0,2,2.0,4,6.0,3,4,1,1
2,mwjl7gro01,23.0,3,3.0,1,2.0,2,1,5,0
2,mwjl7gro01,24.0,4,3.0,3,5.0,4,3,5,0
2,mwjl7gro01,24.0,1,2.0,2,6.0,1,2,1,1
2,mwjl7gro01,25.0,3,3.0,1,6.0,2,1,5,0
2,mwjl7gro01,25.0,2,1.0,3,0.0,4,3,1,0
2,mwjl7gro01,26.0,4,3.0,3,4.0,4,3,5,0
2,mwjl7gro01,26.0,1,1.0,1,0.0,1,2,1,1
2,mwjl7gro01,27.0,2,2.0,4,6.0,4,3,1,0
2,mwjl7gro01,27.0,4,3.0,3,5.0,4,3,5,0
2,mwjl7gro01,28.0,4,3.0,3,3.0,4,3,5,0
2,mwjl7gro01,28.0,2,2.0,4,5.0,3,4,1,1
2,mwjl7gro01,29.0,2,1.0,3,0.0,4,3,1,0
2,mwjl7gro01,29.0,4,3.0,3,1.0,3,4,5,1
2,mwjl7gro01,30.0,4,4.0,4,0.0,4,3,5,0
2,mwjl7gro01,30.0,1,2.0,2,6.0,2,1,1,0
2,mwjl7gro01,31.0,2,2.0,4,7.0,3,4,1,1
2,mwjl7gro01,31.0,4,3.0,3,0.0,4,3,5,0
2,mwjl7gro01,32.0,1,2.0,2,3.0,2,1,1,0
2,mwjl7gro01,32.0,4,4.0,4,0.0,4,3,5,0
2,mwjl7gro01,33.0,2,2.0,4,3.0,3,4,1,1
2,mwjl7gro01,33.0,4,3.0,3,0.0,4,3,5,0
2,mwjl7gro01,34.0,4,3.0,3,0.0,4,3,5,0
2,mwjl7gro01,34.0,2,1.0,3,0.0,4,3,1,0
2,mwjl7gro01,35.0,4,4.0,4,6.0,4,3,5,0
2,mwjl7gro01,35.0,1,1.0,1,2.0,1,2,1,1
2,mwjl7gro01,36.0,1,1.0,1,1.0,1,2,1,1
2,mwjl7gro01,36.0,4,4.0,4,6.0,3,4,5,1
2,mwjl7gro01,37.0,4,4.0,4,9.0,3,4,5,1
2,mwjl7gro01,37.0,2,2.0,4,3.0,3,4,1,1
2,mwjl7gro01,38.0,3,4.0,2,8.0,2,1,5,0
2,mwjl7gro01,38.0,1,1.0,1,1.0,2,1,1,0
2,mwjl7gro01,39.0,2,1.0,3,3.0,4,3,1,0
2,mwjl7gro01,39.0,3,4.0,2,7.0,1,2,5,1
2,mwjl7gro01,40.0,2,2.0,4,8.0,3,4,1,1
2,mwjl7gro01,40.0,4,3.0,3,2.0,4,3,5,0
2,mwjl7gro01,41.0,1,1.0,1,0.0,2,1,1,0
2,mwjl7gro01,41.0,3,3.0,1,3.0,1,2,5,1
2,mwjl7gro01,42.0,3,4.0,2,4.0,2,1,5,0
2,mwjl7gro01,42.0,1,2.0,2,8.0,2,1,1,0
2,mwjl7gro01,43.0,1,2.0,2,9.0,2,1,1,0
2,mwjl7gro01,43.0,3,4.0,2,6.0,2,1,5,0
2,mwjl7gro01,44.0,2,2.0,4,9.0,4,3,1,0
2,mwjl7gro01,44.0,4,3.0,3,0.0,3,4,5,1
2,mwjl7gro01,45.0,2,1.0,3,5.0,4,3,1,0
2,mwjl7gro01,45.0,4,4.0,4,6.0,3,4,5,1
2,mwjl7gro01,46.0,4,3.0,3,0.0,4,3,5,0
2,mwjl7gro01,46.0,1,2.0,2,9.0,1,2,1,1
2,mwjl7gro01,47.0,3,3.0,1,0.0,1,2,5,1
2,mwjl7gro01,47.0,2,1.0,3,3.0,3,4,1,1
2,mwjl7gro01,48.0,1,2.0,2,9.0,2,1,1,0
2,mwjl7gro01,48.0,3,4.0,2,4.0,2,1,5,0
2,mwjl7gro01,49.0,3,3.0,1,4.0,1,2,5,1
2,mwjl7gro01,49.0,1,2.0,2,9.0,2,1,1,0
2,mwjl7gro01,50.0,3,4.0,2,3.0,2,1,5,0
2,mwjl7gro01,50.0,1,2.0,2,8.0,2,1,1,0
2,mwjl7gro01,51.0,3,4.0,2,2.0,2,1,5,0
2,mwjl7gro01,51.0,1,1.0,1,0.0,1,2,1,1
2,mwjl7gro01,52.0,2,1.0,3,0.0,4,3,1,0
2,mwjl7gro01,52.0,3,3.0,1,3.0,2,1,5,0
2,mwjl7gro01,53.0,2,1.0,3,3.0,4,3,1,0
2,mwjl7gro01,53.0,4,4.0,4,4.0,3,4,5,1
2,mwjl7gro01,54.0,1,2.0,2,8.0,1,2,1,1
2,mwjl7gro01,54.0,4,3.0,3,5.0,4,3,5,0
2,mwjl7gro01,55.0,4,4.0,4,1.0,3,4,5,1
2,mwjl7gro01,55.0,1,1.0,1,1.0,2,1,1,0
2,mwjl7gro01,56.0,2,1.0,3,0.0,4,3,1,0
2,mwjl7gro01,56.0,3,4.0,2,1.0,2,1,5,0
2,mwjl7gro01,57.0,1,2.0,2,7.0,2,1,1,0
2,mwjl7gro01,57.0,4,3.0,3,4.0,3,4,5,1
2,mwjl7gro01,58.0,4,3.0,3,4.0,3,4,5,1
2,mwjl7gro01,58.0,1,2.0,2,6.0,2,1,1,0
2,mwjl7gro01,59.0,1,1.0,1,4.0,1,2,1,1
2,mwjl7gro01,59.0,4,3.0,3,6.0,3,4,5,1
2,mwjl7gro01,60.0,3,4.0,2,0.0,2,1,5,0
2,mwjl7gro01,60.0,2,1.0,3,1.0,3,4,1,1
2,mwjl7gro01,61.0,2,1.0,3,1.0,4,3,1,0
2,mwjl7gro01,61.0,3,4.0,2,1.0,1,2,5,1
2,mwjl7gro01,62.0,2,2.0,4,5.0,3,4,1,1
2,mwjl7gro01,62.0,4,4.0,4,1.0,3,4,5,1
2,mwjl7gro01,63.0,1,1.0,1,0.0,2,1,1,0
2,mwjl7gro01,63.0,3,3.0,1,4.0,2,1,5,0
2,mwjl7gro01,64.0,2,2.0,4,5.0,4,3,1,0
2,mwjl7gro01,64.0,4,4.0,4,1.0,4,3,5,0
2,mwjl7gro01,65.0,2,2.0,4,5.0,4,3,1,0
2,mwjl7gro01,65.0,3,4.0,2,2.0,2,1,5,0
2,mwjl7gro01,66.0,4,3.0,3,0.0,3,4,5,1
2,mwjl7gro01,66.0,1,2.0,2,7.0,1,2,1,1
2,mwjl7gro01,67.0,2,1.0,3,0.0,4,3,1,0
2,mwjl7gro01,67.0,3,4.0,2,1.0,1,2,5,1
2,mwjl7gro01,68.0,4,3.0,3,0.0,4,3,5,0
2,mwjl7gro01,68.0,1,2.0,2,6.0,1,2,1,1
2,mwjl7gro01,69.0,1,2.0,2,6.0,2,1,1,0
2,mwjl7gro01,69.0,3,4.0,2,0.0,2,1,5,0
2,mwjl7gro01,70.0,4,4.0,4,0.0,4,3,5,0
2,mwjl7gro01,70.0,1,1.0,1,4.0,1,2,1,1
2,mwjl7gro01,71.0,4,4.0,4,0.0,4,3,5,0
2,mwjl7gro01,71.0,1,2.0,2,6.0,2,1,1,0
2,mwjl7gro01,72.0,4,4.0,4,0.0,4,3,5,0
2,mwjl7gro01,72.0,1,1.0,1,0.0,1,2,1,1
2,mwjl7gro01,73.0,1,1.0,1,2.0,1,2,1,1
2,mwjl7gro01,73.0,3,3.0,1,0.0,1,2,5,1
2,mwjl7gro01,74.0,2,2.0,4,9.0,3,4,1,1
2,mwjl7gro01,74.0,3,4.0,2,0.0,1,2,5,1
2,mwjl7gro01,75.0,3,3.0,1,7.0,2,1,5,0
2,mwjl7gro01,75.0,2,2.0,4,6.0,3,4,1,1
2,mwjl7gro01,76.0,4,3.0,3,6.0,4,3,5,0
2,mwjl7gro01,76.0,1,2.0,2,6.0,1,2,1,1
2,mwjl7gro01,77.0,4,3.0,3,5.0,4,3,5,0
2,mwjl7gro01,77.0,1,1.0,1,3.0,2,1,1,0
2,mwjl7gro01,78.0,3,3.0,1,5.0,2,1,5,0
2,mwjl7gro01,78.0,1,1.0,1,5.0,2,1,1,0
2,mwjl7gro01,79.0,4,4.0,4,2.0,3,4,5,1
2,mwjl7gro01,79.0,2,2.0,4,5.0,3,4,1,1
2,mwjl7gro01,80.0,1,1.0,1,9.0,2,1,1,0
2,mwjl7gro01,80.0,4,4.0,4,1.0,3,4,5,1
2,mwjl7gro01,81.0,4,3.0,3,8.0,4,3,5,0
2,mwjl7gro01,81.0,2,1.0,3,5.0,4,3,1,0
2,mwjl7gro01,82.0,4,4.0,4,0.0,3,4,5,1
2,mwjl7gro01,82.0,1,1.0,1,2.0,2,1,1,0
2,mwjl7gro01,83.0,1,2.0,2,3.0,1,2,1,1
2,mwjl7gro01,83.0,3,4.0,2,1.0,1,2,5,1
2,mwjl7gro01,84.0,3,3.0,1,2.0,1,2,5,1
2,mwjl7gro01,84.0,2,1.0,3,5.0,4,3,1,0
2,mwjl7gro01,85.0,2,1.0,3,3.0,3,4,1,1
2,mwjl7gro01,85.0,3,4.0,2,1.0,2,1,5,0
2,mwjl7gro01,86.0,4,4.0,4,3.0,4,3,5,0
2,mwjl7gro01,86.0,1,1.0,1,4.0,1,2,1,1
2,mwjl7gro01,87.0,4,3.0,3,9.0,3,4,5,1
2,mwjl7gro01,87.0,1,2.0,2,2.0,2,1,1,0
2,mwjl7gro01,88.0,3,4.0,2,1.0,2,1,5,0
2,mwjl7gro01,88.0,2,1.0,3,4.0,3,4,1,1
2,mwjl7gro01,89.0,1,2.0,2,0.0,2,1,1,0
2,mwjl7gro01,89.0,4,4.0,4,1.0,4,3,5,0
2,mwjl7gro01,90.0,2,2.0,4,0.0,3,4,1,1
2,mwjl7gro01,90.0,4,3.0,3,8.0,4,3,5,0
2,mwjl7gro01,91.0,2,1.0,3,9.0,3,4,1,1
2,mwjl7gro01,91.0,3,4.0,2,2.0,2,1,5,0
2,mwjl7gro01,92.0,3,4.0,2,3.0,1,2,5,1
2,mwjl7gro01,92.0,2,1.0,3,8.0,3,4,1,1
2,mwjl7gro01,93.0,4,3.0,3,7.0,3,4,5,1
2,mwjl7gro01,93.0,2,2.0,4,0.0,4,3,1,0
2,mwjl7gro01,94.0,3,3.0,1,5.0,2,1,5,0
2,mwjl7gro01,94.0,2,1.0,3,8.0,4,3,1,0
2,mwjl7gro01,95.0,1,2.0,2,2.0,1,2,1,1
2,mwjl7gro01,95.0,4,4.0,4,0.0,3,4,5,1
2,mwjl7gro01,96.0,3,4.0,2,2.0,2,1,5,0
2,mwjl7gro01,96.0,1,1.0,1,9.0,1,2,1,1
2,mwjl7gro01,97.0,2,2.0,4,8.0,4,3,1,0
2,mwjl7gro01,97.0,3,3.0,1,3.0,1,2,5,1
2,mwjl7gro01,98.0,4,3.0,3,2.0,3,4,5,1
2,mwjl7gro01,98.0,2,1.0,3,6.0,3,4,1,1
2,mwjl7gro01,99.0,1,1.0,1,6.0,1,2,1,1
2,mwjl7gro01,99.0,4,3.0,3,1.0,3,4,5,1
2,mwjl7gro01,100.0,3,4.0,2,0.0,2,1,5,0
2,mwjl7gro01,100.0,1,2.0,2,4.0,2,1,1,0
2,b3hqvznm01,1.0,4,4.0,4,6.0,3,4,5,1
2,b3hqvznm01,1.0,1,1.0,1,8.0,1,2,1,1
2,b3hqvznm01,2.0,3,3.0,1,8.0,2,1,5,0
2,b3hqvznm01,2.0,1,1.0,1,9.0,1,2,1,1
2,b3hqvznm01,3.0,2,1.0,3,9.0,4,3,1,0
2,b3hqvznm01,3.0,3,4.0,2,3.0,2,1,5,0
2,b3hqvznm01,4.0,4,3.0,3,6.0,4,3,5,0
2,b3hqvznm01,4.0,1,2.0,2,0.0,2,1,1,0
2,b3hqvznm01,5.0,1,2.0,2,3.0,1,2,1,1
2,b3hqvznm01,5.0,3,4.0,2,2.0,1,2,5,1
2,b3hqvznm01,6.0,1,1.0,1,8.0,1,2,1,1
2,b3hqvznm01,6.0,4,3.0,3,8.0,3,4,5,1
2,b3hqvznm01,7.0,1,2.0,2,4.0,2,1,1,0
2,b3hqvznm01,7.0,3,3.0,1,9.0,1,2,5,1
2,b3hqvznm01,8.0,3,4.0,2,2.0,1,2,5,1
2,b3hqvznm01,8.0,1,1.0,1,9.0,2,1,1,0
2,b3hqvznm01,9.0,1,1.0,1,9.0,2,1,1,0
2,b3hqvznm01,9.0,4,4.0,4,1.0,3,4,5,1
2,b3hqvznm01,10.0,1,2.0,2,7.0,1,2,1,1
2,b3hqvznm01,10.0,4,3.0,3,2.0,4,3,5,0
2,b3hqvznm01,11.0,1,2.0,2,5.0,1,2,1,1
2,b3hqvznm01,11.0,4,4.0,4,3.0,3,4,5,1
2,b3hqvznm01,12.0,1,1.0,1,8.0,1,2,1,1
2,b3hqvznm01,12.0,4,4.0,4,2.0,4,3,5,0
2,b3hqvznm01,13.0,4,4.0,4,2.0,4,3,5,0
2,b3hqvznm01,13.0,1,2.0,2,6.0,2,1,1,0
2,b3hqvznm01,14.0,4,4.0,4,4.0,4,3,5,0
2,b3hqvznm01,14.0,2,1.0,3,5.0,3,4,1,1
2,b3hqvznm01,15.0,4,4.0,4,1.0,4,3,5,0
2,b3hqvznm01,15.0,2,2.0,4,8.0,4,3,1,0
2,b3hqvznm01,16.0,4,3.0,3,0.0,3,4,5,1
2,b3hqvznm01,16.0,1,2.0,2,8.0,2,1,1,0
2,b3hqvznm01,17.0,3,3.0,1,1.0,2,1,5,0
2,b3hqvznm01,17.0,2,2.0,4,6.0,3,4,1,1
2,b3hqvznm01,18.0,3,4.0,2,0.0,2,1,5,0
2,b3hqvznm01,18.0,1,2.0,2,6.0,1,2,1,1
2,b3hqvznm01,19.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,19.0,2,1.0,3,9.0,3,4,1,1
2,b3hqvznm01,20.0,2,1.0,3,8.0,3,4,1,1
2,b3hqvznm01,20.0,3,4.0,2,1.0,1,2,5,1
2,b3hqvznm01,21.0,4,3.0,3,0.0,4,3,5,0
2,b3hqvznm01,21.0,2,1.0,3,7.0,4,3,1,0
2,b3hqvznm01,22.0,3,3.0,1,0.0,2,1,5,0
2,b3hqvznm01,22.0,2,1.0,3,9.0,3,4,1,1
2,b3hqvznm01,23.0,1,1.0,1,9.0,2,1,1,0
2,b3hqvznm01,23.0,4,4.0,4,0.0,3,4,5,1
2,b3hqvznm01,24.0,3,4.0,2,3.0,1,2,5,1
2,b3hqvznm01,24.0,2,2.0,4,7.0,3,4,1,1
2,b3hqvznm01,25.0,4,4.0,4,3.0,3,4,5,1
2,b3hqvznm01,25.0,1,1.0,1,8.0,1,2,1,1
2,b3hqvznm01,26.0,2,1.0,3,9.0,3,4,1,1
2,b3hqvznm01,26.0,4,4.0,4,5.0,3,4,5,1
2,b3hqvznm01,27.0,4,3.0,3,3.0,4,3,5,0
2,b3hqvznm01,27.0,2,1.0,3,6.0,4,3,1,0
2,b3hqvznm01,28.0,3,4.0,2,0.0,2,1,5,0
2,b3hqvznm01,28.0,2,2.0,4,2.0,4,3,1,0
2,b3hqvznm01,29.0,4,4.0,4,4.0,3,4,5,1
2,b3hqvznm01,29.0,1,2.0,2,1.0,2,1,1,0
2,b3hqvznm01,30.0,3,3.0,1,0.0,1,2,5,1
2,b3hqvznm01,30.0,2,2.0,4,0.0,3,4,1,1
2,b3hqvznm01,31.0,4,3.0,3,3.0,4,3,5,0
2,b3hqvznm01,31.0,1,2.0,2,0.0,1,2,1,1
2,b3hqvznm01,32.0,4,3.0,3,5.0,4,3,5,0
2,b3hqvznm01,32.0,1,1.0,1,6.0,2,1,1,0
2,b3hqvznm01,33.0,2,1.0,3,3.0,3,4,1,1
2,b3hqvznm01,33.0,4,3.0,3,9.0,4,3,5,0
2,b3hqvznm01,34.0,4,3.0,3,8.0,3,4,5,1
2,b3hqvznm01,34.0,2,2.0,4,2.0,3,4,1,1
2,b3hqvznm01,35.0,2,2.0,4,5.0,3,4,1,1
2,b3hqvznm01,35.0,3,3.0,1,7.0,1,2,5,1
2,b3hqvznm01,36.0,2,2.0,4,4.0,3,4,1,1
2,b3hqvznm01,36.0,3,3.0,1,8.0,1,2,5,1
2,b3hqvznm01,37.0,2,2.0,4,2.0,3,4,1,1
2,b3hqvznm01,37.0,4,3.0,3,9.0,3,4,5,1
2,b3hqvznm01,38.0,1,2.0,2,1.0,1,2,1,1
2,b3hqvznm01,38.0,4,4.0,4,1.0,3,4,5,1
2,b3hqvznm01,39.0,2,2.0,4,1.0,4,3,1,0
2,b3hqvznm01,39.0,3,3.0,1,9.0,2,1,5,0
2,b3hqvznm01,40.0,3,4.0,2,0.0,1,2,5,1
2,b3hqvznm01,40.0,2,1.0,3,4.0,4,3,1,0
2,b3hqvznm01,41.0,1,1.0,1,4.0,1,2,1,1
2,b3hqvznm01,41.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,42.0,1,1.0,1,4.0,2,1,1,0
2,b3hqvznm01,42.0,3,4.0,2,0.0,1,2,5,1
2,b3hqvznm01,43.0,3,3.0,1,2.0,2,1,5,0
2,b3hqvznm01,43.0,1,1.0,1,5.0,2,1,1,0
2,b3hqvznm01,44.0,2,2.0,4,8.0,3,4,1,1
2,b3hqvznm01,44.0,4,4.0,4,1.0,4,3,5,0
2,b3hqvznm01,45.0,2,1.0,3,4.0,3,4,1,1
2,b3hqvznm01,45.0,3,4.0,2,4.0,1,2,5,1
2,b3hqvznm01,46.0,3,3.0,1,1.0,1,2,5,1
2,b3hqvznm01,46.0,2,1.0,3,4.0,4,3,1,0
2,b3hqvznm01,47.0,1,1.0,1,4.0,1,2,1,1
2,b3hqvznm01,47.0,4,3.0,3,0.0,3,4,5,1
2,b3hqvznm01,48.0,2,2.0,4,4.0,3,4,1,1
2,b3hqvznm01,48.0,4,4.0,4,7.0,4,3,5,0
2,b3hqvznm01,49.0,1,1.0,1,3.0,2,1,1,0
2,b3hqvznm01,49.0,3,4.0,2,6.0,1,2,5,1
2,b3hqvznm01,50.0,4,3.0,3,0.0,3,4,5,1
2,b3hqvznm01,50.0,2,1.0,3,0.0,3,4,1,1
2,b3hqvznm01,51.0,1,1.0,1,0.0,2,1,1,0
2,b3hqvznm01,51.0,3,3.0,1,1.0,2,1,5,0
2,b3hqvznm01,52.0,2,1.0,3,0.0,4,3,1,0
2,b3hqvznm01,52.0,3,4.0,2,3.0,2,1,5,0
2,b3hqvznm01,53.0,4,3.0,3,4.0,4,3,5,0
2,b3hqvznm01,53.0,1,1.0,1,1.0,2,1,1,0
2,b3hqvznm01,54.0,2,2.0,4,5.0,3,4,1,1
2,b3hqvznm01,54.0,3,3.0,1,4.0,1,2,5,1
2,b3hqvznm01,55.0,4,3.0,3,0.0,4,3,5,0
2,b3hqvznm01,55.0,2,1.0,3,0.0,4,3,1,0
2,b3hqvznm01,56.0,3,3.0,1,2.0,1,2,5,1
2,b3hqvznm01,56.0,1,2.0,2,5.0,2,1,1,0
2,b3hqvznm01,57.0,1,2.0,2,9.0,1,2,1,1
2,b3hqvznm01,57.0,4,4.0,4,3.0,4,3,5,0
2,b3hqvznm01,58.0,3,3.0,1,2.0,1,2,5,1
2,b3hqvznm01,58.0,2,1.0,3,3.0,3,4,1,1
2,b3hqvznm01,59.0,1,2.0,2,4.0,1,2,1,1
2,b3hqvznm01,59.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,60.0,4,4.0,4,0.0,3,4,5,1
2,b3hqvznm01,60.0,2,2.0,4,2.0,4,3,1,0
2,b3hqvznm01,61.0,2,2.0,4,0.0,3,4,1,1
2,b3hqvznm01,61.0,3,4.0,2,0.0,1,2,5,1
2,b3hqvznm01,62.0,2,1.0,3,3.0,4,3,1,0
2,b3hqvznm01,62.0,3,4.0,2,1.0,2,1,5,0
2,b3hqvznm01,63.0,2,2.0,4,0.0,3,4,1,1
2,b3hqvznm01,63.0,3,3.0,1,4.0,1,2,5,1
2,b3hqvznm01,64.0,4,4.0,4,3.0,3,4,5,1
2,b3hqvznm01,64.0,2,2.0,4,2.0,4,3,1,0
2,b3hqvznm01,65.0,2,1.0,3,0.0,4,3,1,0
2,b3hqvznm01,65.0,4,4.0,4,1.0,3,4,5,1
2,b3hqvznm01,66.0,2,1.0,3,0.0,4,3,1,0
2,b3hqvznm01,66.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,67.0,1,1.0,1,0.0,2,1,1,0
2,b3hqvznm01,67.0,4,3.0,3,8.0,3,4,5,1
2,b3hqvznm01,68.0,4,3.0,3,8.0,3,4,5,1
2,b3hqvznm01,68.0,1,1.0,1,3.0,2,1,1,0
2,b3hqvznm01,69.0,3,4.0,2,0.0,2,1,5,0
2,b3hqvznm01,69.0,2,2.0,4,0.0,4,3,1,0
2,b3hqvznm01,70.0,2,2.0,4,0.0,4,3,1,0
2,b3hqvznm01,70.0,3,4.0,2,0.0,2,1,5,0
2,b3hqvznm01,71.0,1,2.0,2,0.0,1,2,1,1
2,b3hqvznm01,71.0,3,4.0,2,0.0,1,2,5,1
2,b3hqvznm01,72.0,4,3.0,3,5.0,4,3,5,0
2,b3hqvznm01,72.0,1,2.0,2,1.0,2,1,1,0
2,b3hqvznm01,73.0,3,4.0,2,0.0,1,2,5,1
2,b3hqvznm01,73.0,1,1.0,1,0.0,2,1,1,0
2,b3hqvznm01,74.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,74.0,1,1.0,1,0.0,1,2,1,1
2,b3hqvznm01,75.0,3,4.0,2,0.0,2,1,5,0
2,b3hqvznm01,75.0,2,1.0,3,0.0,4,3,1,0
2,b3hqvznm01,76.0,2,1.0,3,2.0,3,4,1,1
2,b3hqvznm01,76.0,3,4.0,2,0.0,1,2,5,1
2,b3hqvznm01,77.0,2,2.0,4,5.0,3,4,1,1
2,b3hqvznm01,77.0,3,3.0,1,5.0,2,1,5,0
2,b3hqvznm01,78.0,2,1.0,3,4.0,4,3,1,0
2,b3hqvznm01,78.0,4,3.0,3,3.0,4,3,5,0
2,b3hqvznm01,79.0,2,1.0,3,3.0,3,4,1,1
2,b3hqvznm01,79.0,3,3.0,1,1.0,2,1,5,0
2,b3hqvznm01,80.0,4,3.0,3,5.0,3,4,5,1
2,b3hqvznm01,80.0,1,2.0,2,8.0,2,1,1,0
2,b3hqvznm01,81.0,3,3.0,1,3.0,1,2,5,1
2,b3hqvznm01,81.0,2,2.0,4,7.0,3,4,1,1
2,b3hqvznm01,82.0,3,4.0,2,0.0,2,1,5,0
2,b3hqvznm01,82.0,1,2.0,2,7.0,2,1,1,0
2,b3hqvznm01,83.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,83.0,2,1.0,3,1.0,4,3,1,0
2,b3hqvznm01,84.0,2,2.0,4,8.0,4,3,1,0
2,b3hqvznm01,84.0,3,3.0,1,0.0,1,2,5,1
2,b3hqvznm01,85.0,4,4.0,4,0.0,4,3,5,0
2,b3hqvznm01,85.0,2,2.0,4,9.0,4,3,1,0
2,b3hqvznm01,86.0,2,2.0,4,8.0,4,3,1,0
2,b3hqvznm01,86.0,3,3.0,1,0.0,2,1,5,0
2,b3hqvznm01,87.0,2,1.0,3,6.0,3,4,1,1
2,b3hqvznm01,87.0,4,4.0,4,1.0,3,4,5,1
2,b3hqvznm01,88.0,2,1.0,3,7.0,4,3,1,0
2,b3hqvznm01,88.0,4,3.0,3,0.0,3,4,5,1
2,b3hqvznm01,89.0,3,3.0,1,1.0,1,2,5,1
2,b3hqvznm01,89.0,1,2.0,2,9.0,2,1,1,0
2,b3hqvznm01,90.0,4,3.0,3,1.0,4,3,5,0
2,b3hqvznm01,90.0,2,1.0,3,5.0,3,4,1,1
2,b3hqvznm01,91.0,1,1.0,1,9.0,1,2,1,1
2,b3hqvznm01,91.0,4,4.0,4,4.0,3,4,5,1
2,b3hqvznm01,92.0,2,2.0,4,7.0,3,4,1,1
2,b3hqvznm01,92.0,3,3.0,1,0.0,1,2,5,1
2,b3hqvznm01,93.0,4,4.0,4,6.0,4,3,5,0
2,b3hqvznm01,93.0,2,2.0,4,4.0,3,4,1,1
2,b3hqvznm01,94.0,2,2.0,4,7.0,3,4,1,1
2,b3hqvznm01,94.0,4,4.0,4,7.0,4,3,5,0
2,b3hqvznm01,95.0,1,1.0,1,6.0,1,2,1,1
2,b3hqvznm01,95.0,3,3.0,1,3.0,1,2,5,1
2,b3hqvznm01,96.0,4,3.0,3,7.0,4,3,5,0
2,b3hqvznm01,96.0,1,1.0,1,4.0,1,2,1,1
2,b3hqvznm01,97.0,3,4.0,2,6.0,1,2,5,1
2,b3hqvznm01,97.0,1,2.0,2,3.0,1,2,1,1
2,b3hqvznm01,98.0,1,1.0,1,4.0,2,1,1,0
2,b3hqvznm01,98.0,3,4.0,2,8.0,2,1,5,0
2,b3hqvznm01,99.0,3,3.0,1,7.0,2,1,5,0
2,b3hqvznm01,99.0,2,1.0,3,2.0,4,3,1,0
2,b3hqvznm01,100.0,4,3.0,3,8.0,4,3,5,0
2,b3hqvznm01,100.0,1,1.0,1,4.0,1,2,1,1
2,omn2a87y01,1.0,3,3.0,1,3.0,1,2,5,1
2,omn2a87y01,1.0,2,1.0,3,3.0,3,4,1,1
2,omn2a87y01,2.0,3,3.0,1,3.0,2,1,5,0
2,omn2a87y01,2.0,2,2.0,4,5.0,3,4,1,1
2,omn2a87y01,3.0,1,2.0,2,6.0,2,1,1,0
2,omn2a87y01,3.0,3,3.0,1,6.0,2,1,5,0
2,omn2a87y01,4.0,4,3.0,3,6.0,4,3,5,0
2,omn2a87y01,4.0,2,1.0,3,2.0,4,3,1,0
2,omn2a87y01,5.0,2,1.0,3,1.0,3,4,1,1
2,omn2a87y01,5.0,4,3.0,3,8.0,4,3,5,0
2,omn2a87y01,6.0,2,2.0,4,8.0,3,4,1,1
2,omn2a87y01,6.0,3,3.0,1,7.0,2,1,5,0
2,omn2a87y01,7.0,2,2.0,4,9.0,3,4,1,1
2,omn2a87y01,7.0,4,3.0,3,9.0,3,4,5,1
2,omn2a87y01,8.0,3,3.0,1,8.0,1,2,5,1
2,omn2a87y01,8.0,1,1.0,1,1.0,1,2,1,1
2,omn2a87y01,9.0,4,3.0,3,9.0,3,4,5,1
2,omn2a87y01,9.0,2,2.0,4,9.0,3,4,1,1
2,omn2a87y01,10.0,4,3.0,3,9.0,4,3,5,0
2,omn2a87y01,10.0,1,1.0,1,0.0,2,1,1,0
2,omn2a87y01,11.0,2,2.0,4,6.0,4,3,1,0
2,omn2a87y01,11.0,4,3.0,3,9.0,3,4,5,1
2,omn2a87y01,12.0,3,3.0,1,7.0,2,1,5,0
2,omn2a87y01,12.0,2,2.0,4,5.0,3,4,1,1
2,omn2a87y01,13.0,4,4.0,4,9.0,3,4,5,1
2,omn2a87y01,13.0,2,1.0,3,0.0,3,4,1,1
2,omn2a87y01,14.0,4,3.0,3,6.0,3,4,5,1
2,omn2a87y01,14.0,1,1.0,1,0.0,1,2,1,1
2,omn2a87y01,15.0,1,2.0,2,3.0,1,2,1,1
2,omn2a87y01,15.0,3,3.0,1,6.0,1,2,5,1
2,omn2a87y01,16.0,3,3.0,1,5.0,1,2,5,1
2,omn2a87y01,16.0,1,1.0,1,0.0,1,2,1,1
2,omn2a87y01,17.0,2,1.0,3,0.0,3,4,1,1
2,omn2a87y01,17.0,4,3.0,3,6.0,3,4,5,1
2,omn2a87y01,18.0,1,2.0,2,5.0,2,1,1,0
2,omn2a87y01,18.0,4,4.0,4,4.0,4,3,5,0
2,omn2a87y01,19.0,3,3.0,1,9.0,1,2,5,1
2,omn2a87y01,19.0,1,2.0,2,4.0,2,1,1,0
2,omn2a87y01,20.0,3,3.0,1,7.0,2,1,5,0
2,omn2a87y01,20.0,2,2.0,4,6.0,4,3,1,0
2,omn2a87y01,21.0,3,3.0,1,8.0,1,2,5,1
