day,subject,trial,s1,s2,c,r,stim_l,stim_r,stake,s1L
2,p42os70t01,16.0,1,2.0,2,8.0,1,2,1,1
2,p42os70t01,16.0,3,4.0,2,6.0,1,2,5,1
2,p42os70t01,17.0,4,4.0,4,5.0,3,4,5,1
2,p42os70t01,17.0,2,2.0,4,7.0,4,3,1,0
2,p42os70t01,18.0,2,1.0,3,2.0,4,3,1,0
2,p42os70t01,18.0,3,4.0,2,3.0,2,1,5,0
2,p42os70t01,19.0,3,4.0,2,4.0,1,2,5,1
2,p42os70t01,19.0,1,2.0,2,8.0,1,2,1,1
2,p42os70t01,20.0,2,2.0,4,9.0,4,3,1,0
2,p42os70t01,20.0,4,4.0,4,5.0,4,3,5,0
2,p42os70t01,21.0,4,4.0,4,5.0,3,4,5,1
2,p42os70t01,21.0,1,2.0,2,6.0,1,2,1,1
2,p42os70t01,22.0,3,4.0,2,5.0,2,1,5,0
2,p42os70t01,22.0,2,2.0,4,8.0,3,4,1,1
2,p42os70t01,23.0,3,4.0,2,2.0,1,2,5,1
2,p42os70t01,23.0,1,2.0,2,8.0,2,1,1,0
2,p42os70t01,24.0,2,2.0,4,9.0,4,3,1,0
2,p42os70t01,24.0,4,4.0,4,1.0,3,4,5,1
2,p42os70t01,25.0,2,2.0,4,8.0,4,3,1,0
2,p42os70t01,25.0,3,4.0,2,0.0,2,1,5,0
2,p42os70t01,26.0,4,3.0,3,3.0,4,3,5,0
2,p42os70t01,26.0,1,2.0,2,5.0,1,2,1,1
2,p42os70t01,27.0,1,2.0,2,5.0,1,2,1,1
2,p42os70t01,27.0,4,3.0,3,2.0,4,3,5,0
2,p42os70t01,28.0,2,2.0,4,4.0,4,3,1,0
2,p42os70t01,28.0,4,3.0,3,1.0,3,4,5,1
2,p42os70t01,29.0,4,3.0,3,0.0,3,4,5,1
2,p42os70t01,29.0,1,2.0,2,3.0,2,1,1,0
2,p42os70t01,30.0,4,4.0,4,0.0,3,4,5,1
2,p42os70t01,30.0,1,2.0,2,3.0,1,2,1,1
2,p42os70t01,31.0,1,2.0,2,4.0,1,2,1,1
2,p42os70t01,31.0,3,4.0,2,0.0,2,1,5,0
2,p42os70t01,32.0,2,2.0,4,5.0,4,3,1,0
2,p42os70t01,32.0,3,3.0,1,0.0,2,1,5,0
2,p42os70t01,33.0,2,2.0,4,5.0,4,3,1,0
2,p42os70t01,33.0,4,3.0,3,2.0,4,3,5,0
2,p42os70t01,34.0,1,2.0,2,5.0,1,2,1,1
2,p42os70t01,34.0,3,4.0,2,0.0,1,2,5,1
2,p42os70t01,35.0,1,2.0,2,0.0,1,2,1,1
2,p42os70t01,35.0,4,3.0,3,3.0,3,4,5,1
2,p42os70t01,36.0,1,2.0,2,1.0,2,1,1,0
2,p42os70t01,36.0,3,3.0,1,1.0,1,2,5,1
2,p42os70t01,37.0,2,1.0,3,2.0,3,4,1,1
2,p42os70t01,37.0,3,3.0,1,4.0,1,2,5,1
2,p42os70t01,38.0,2,1.0,3,4.0,3,4,1,1
2,p42os70t01,38.0,4,3.0,3,5.0,3,4,5,1
2,p42os70t01,39.0,2,1.0,3,5.0,3,4,1,1
2,p42os70t01,39.0,4,3.0,3,8.0,3,4,5,1
2,p42os70t01,40.0,2,2.0,4,0.0,4,3,1,0
2,p42os70t01,40.0,4,3.0,3,6.0,4,3,5,0
2,p42os70t01,41.0,3,3.0,1,6.0,2,1,5,0
2,p42os70t01,41.0,2,2.0,4,0.0,4,3,1,0
2,p42os70t01,42.0,4,4.0,4,0.0,3,4,5,1
2,p42os70t01,42.0,2,1.0,3,3.0,3,4,1,1
2,p42os70t01,43.0,4,3.0,3,9.0,4,3,5,0
2,p42os70t01,43.0,1,1.0,1,4.0,1,2,1,1
2,p42os70t01,44.0,4,3.0,3,8.0,3,4,5,1
2,p42os70t01,44.0,2,2.0,4,1.0,4,3,1,0
2,p42os70t01,45.0,2,1.0,3,2.0,3,4,1,1
2,p42os70t01,45.0,3,3.0,1,7.0,2,1,5,0
2,p42os70t01,46.0,3,3.0,1,8.0,2,1,5,0
2,p42os70t01,46.0,2,1.0,3,1.0,4,3,1,0
2,p42os70t01,47.0,1,2.0,2,3.0,2,1,1,0
2,p42os70t01,47.0,3,3.0,1,8.0,1,2,5,1
2,p42os70t01,48.0,2,2.0,4,2.0,4,3,1,0
2,p42os70t01,48.0,3,3.0,1,6.0,2,1,5,0
2,p42os70t01,49.0,1,1.0,1,0.0,1,2,1,1
2,p42os70t01,49.0,4,3.0,3,7.0,4,3,5,0
2,p42os70t01,50.0,1,2.0,2,1.0,2,1,1,0
2,p42os70t01,50.0,4,4.0,4,1.0,3,4,5,1
2,p42os70t01,51.0,4,3.0,3,6.0,4,3,5,0
2,p42os70t01,51.0,1,2.0,2,1.0,2,1,1,0
2,p42os70t01,52.0,4,3.0,3,9.0,4,3,5,0
2,p42os70t01,52.0,2,2.0,4,0.0,3,4,1,1
2,p42os70t01,53.0,4,3.0,3,8.0,4,3,5,0
2,p42os70t01,53.0,1,1.0,1,0.0,2,1,1,0
2,p42os70t01,54.0,3,3.0,1,6.0,2,1,5,0
2,p42os70t01,54.0,2,1.0,3,0.0,3,4,1,1
2,p42os70t01,55.0,3,3.0,1,7.0,2,1,5,0
2,p42os70t01,55.0,1,2.0,2,1.0,1,2,1,1
2,p42os70t01,56.0,3,3.0,1,9.0,2,1,5,0
2,p42os70t01,56.0,2,1.0,3,0.0,4,3,1,0
2,p42os70t01,57.0,2,2.0,4,2.0,4,3,1,0
2,p42os70t01,57.0,3,3.0,1,9.0,1,2,5,1
2,p42os70t01,58.0,2,2.0,4,3.0,4,3,1,0
2,p42os70t01,58.0,4,3.0,3,8.0,3,4,5,1
2,p42os70t01,59.0,2,2.0,4,0.0,3,4,1,1
2,p42os70t01,59.0,4,3.0,3,6.0,3,4,5,1
2,p42os70t01,60.0,4,3.0,3,5.0,4,3,5,0
2,p42os70t01,60.0,2,2.0,4,0.0,4,3,1,0
2,p42os70t01,61.0,3,3.0,1,7.0,1,2,5,1
2,p42os70t01,61.0,1,1.0,1,0.0,2,1,1,0
2,p42os70t01,62.0,3,3.0,1,4.0,1,2,5,1
2,p42os70t01,62.0,1,1.0,1,0.0,1,2,1,1
2,p42os70t01,63.0,2,2.0,4,1.0,4,3,1,0
2,p42os70t01,63.0,4,3.0,3,5.0,3,4,5,1
2,p42os70t01,64.0,2,1.0,3,5.0,4,3,1,0
2,p42os70t01,64.0,4,3.0,3,2.0,3,4,5,1
2,p42os70t01,65.0,3,3.0,1,3.0,1,2,5,1
2,p42os70t01,65.0,2,2.0,4,1.0,3,4,1,1
2,p42os70t01,66.0,3,3.0,1,2.0,2,1,5,0
2,p42os70t01,66.0,1,2.0,2,0.0,1,2,1,1
2,p42os70t01,67.0,1,2.0,2,0.0,1,2,1,1
2,p42os70t01,67.0,4,3.0,3,2.0,4,3,5,0
2,p42os70t01,68.0,3,3.0,1,3.0,2,1,5,0
2,p42os70t01,68.0,2,1.0,3,0.0,3,4,1,1
2,p42os70t01,69.0,3,3.0,1,3.0,2,1,5,0
2,p42os70t01,69.0,2,2.0,4,0.0,3,4,1,1
2,p42os70t01,70.0,4,3.0,3,4.0,4,3,5,0
2,p42os70t01,70.0,1,2.0,2,0.0,1,2,1,1
2,p42os70t01,71.0,4,3.0,3,2.0,4,3,5,0
2,p42os70t01,71.0,1,2.0,2,0.0,2,1,1,0
2,p42os70t01,72.0,1,1.0,1,7.0,1,2,1,1
2,p42os70t01,72.0,4,3.0,3,2.0,3,4,5,1
2,p42os70t01,73.0,4,3.0,3,4.0,3,4,5,1
2,p42os70t01,73.0,1,1.0,1,7.0,1,2,1,1
2,p42os70t01,74.0,3,3.0,1,4.0,2,1,5,0
2,p42os70t01,74.0,2,2.0,4,0.0,3,4,1,1
2,p42os70t01,75.0,3,3.0,1,6.0,1,2,5,1
2,p42os70t01,75.0,1,1.0,1,6.0,1,2,1,1
2,p42os70t01,76.0,3,3.0,1,9.0,2,1,5,0
2,p42os70t01,76.0,2,1.0,3,9.0,3,4,1,1
2,p42os70t01,77.0,1,1.0,1,9.0,1,2,1,1
2,p42os70t01,77.0,3,3.0,1,9.0,1,2,5,1
2,p42os70t01,78.0,1,2.0,2,0.0,2,1,1,0
2,p42os70t01,78.0,4,3.0,3,9.0,3,4,5,1
2,p42os70t01,79.0,1,1.0,1,9.0,1,2,1,1
2,p42os70t01,79.0,3,3.0,1,9.0,1,2,5,1
2,p42os70t01,80.0,1,1.0,1,9.0,1,2,1,1
2,p42os70t01,80.0,3,3.0,1,8.0,1,2,5,1
2,p42os70t01,81.0,3,3.0,1,9.0,2,1,5,0
2,p42os70t01,81.0,1,1.0,1,7.0,1,2,1,1
2,p42os70t01,82.0,2,1.0,3,6.0,4,3,1,0
2,p42os70t01,82.0,4,3.0,3,9.0,4,3,5,0
2,p42os70t01,83.0,1,1.0,1,7.0,1,2,1,1
2,p42os70t01,83.0,4,3.0,3,9.0,4,3,5,0
2,p42os70t01,84.0,1,1.0,1,5.0,1,2,1,1
2,p42os70t01,84.0,4,3.0,3,7.0,4,3,5,0
2,p42os70t01,85.0,4,3.0,3,5.0,4,3,5,0
2,p42os70t01,85.0,2,1.0,3,7.0,4,3,1,0
2,p42os70t01,86.0,3,3.0,1,6.0,2,1,5,0
2,p42os70t01,86.0,1,1.0,1,6.0,1,2,1,1
2,p42os70t01,87.0,3,3.0,1,3.0,2,1,5,0
2,p42os70t01,87.0,1,1.0,1,6.0,1,2,1,1
2,p42os70t01,88.0,2,2.0,4,9.0,3,4,1,1
2,p42os70t01,88.0,4,3.0,3,3.0,3,4,5,1
2,p42os70t01,89.0,2,2.0,4,9.0,3,4,1,1
2,p42os70t01,89.0,3,3.0,1,3.0,1,2,5,1
2,p42os70t01,90.0,3,3.0,1,1.0,2,1,5,0
2,p42os70t01,90.0,1,1.0,1,9.0,2,1,1,0
2,p42os70t01,91.0,1,1.0,1,9.0,2,1,1,0
2,p42os70t01,91.0,3,3.0,1,3.0,1,2,5,1
2,p42os70t01,92.0,2,2.0,4,9.0,3,4,1,1
2,p42os70t01,92.0,4,3.0,3,1.0,3,4,5,1
2,p42os70t01,93.0,3,3.0,1,1.0,2,1,5,0
2,p42os70t01,93.0,2,2.0,4,8.0,4,3,1,0
2,p42os70t01,94.0,2,2.0,4,9.0,3,4,1,1
2,p42os70t01,94.0,4,3.0,3,4.0,3,4,5,1
2,p42os70t01,95.0,2,2.0,4,9.0,3,4,1,1
2,p42os70t01,95.0,3,3.0,1,3.0,1,2,5,1
2,p42os70t01,96.0,1,2.0,2,7.0,2,1,1,0
2,p42os70t01,96.0,4,3.0,3,3.0,4,3,5,0
2,p42os70t01,97.0,4,3.0,3,0.0,4,3,5,0
2,p42os70t01,97.0,1,2.0,2,6.0,2,1,1,0
2,p42os70t01,98.0,4,3.0,3,0.0,4,3,5,0
2,p42os70t01,98.0,1,2.0,2,6.0,2,1,1,0
2,p42os70t01,99.0,2,1.0,3,6.0,3,4,1,1
2,p42os70t01,99.0,3,3.0,1,0.0,2,1,5,0
2,p42os70t01,100.0,2,2.0,4,9.0,3,4,1,1
2,p42os70t01,100.0,3,4.0,2,7.0,2,1,5,0
2,7b6tws5901,1.0,2,1.0,3,7.0,4,3,1,0
2,7b6tws5901,1.0,4,4.0,4,6.0,4,3,5,0
2,7b6tws5901,2.0,2,1.0,3,2.0,4,3,1,0
2,7b6tws5901,2.0,3,4.0,2,5.0,2,1,5,0
2,7b6tws5901,3.0,1,2.0,2,4.0,2,1,1,0
2,7b6tws5901,3.0,3,4.0,2,4.0,2,1,5,0
2,7b6tws5901,4.0,3,3.0,1,7.0,2,1,5,0
2,7b6tws5901,4.0,1,1.0,1,7.0,2,1,1,0
2,7b6tws5901,5.0,4,4.0,4,3.0,3,4,5,1
2,7b6tws5901,5.0,1,2.0,2,0.0,1,2,1,1
2,7b6tws5901,6.0,1,1.0,1,3.0,1,2,1,1
2,7b6tws5901,6.0,3,4.0,2,5.0,2,1,5,0
2,7b6tws5901,7.0,1,2.0,2,5.0,2,1,1,0
2,7b6tws5901,7.0,4,3.0,3,6.0,3,4,5,1
2,7b6tws5901,8.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,8.0,4,3.0,3,4.0,3,4,5,1
2,7b6tws5901,9.0,1,1.0,1,2.0,2,1,1,0
2,7b6tws5901,9.0,3,4.0,2,2.0,1,2,5,1
2,7b6tws5901,10.0,3,4.0,2,2.0,2,1,5,0
2,7b6tws5901,10.0,1,2.0,2,0.0,1,2,1,1
2,7b6tws5901,11.0,3,4.0,2,2.0,1,2,5,1
2,7b6tws5901,11.0,1,1.0,1,1.0,1,2,1,1
2,7b6tws5901,12.0,1,2.0,2,1.0,1,2,1,1
2,7b6tws5901,12.0,3,4.0,2,3.0,2,1,5,0
2,7b6tws5901,13.0,3,4.0,2,3.0,1,2,5,1
2,7b6tws5901,13.0,1,2.0,2,1.0,1,2,1,1
2,7b6tws5901,14.0,1,2.0,2,1.0,1,2,1,1
2,7b6tws5901,14.0,3,3.0,1,5.0,1,2,5,1
2,7b6tws5901,15.0,1,1.0,1,2.0,2,1,1,0
2,7b6tws5901,15.0,4,3.0,3,4.0,4,3,5,0
2,7b6tws5901,16.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,16.0,4,3.0,3,5.0,4,3,5,0
2,7b6tws5901,17.0,3,4.0,2,2.0,1,2,5,1
2,7b6tws5901,17.0,1,2.0,2,2.0,2,1,1,0
2,7b6tws5901,18.0,4,3.0,3,7.0,4,3,5,0
2,7b6tws5901,18.0,2,1.0,3,0.0,4,3,1,0
2,7b6tws5901,19.0,3,3.0,1,5.0,1,2,5,1
2,7b6tws5901,19.0,1,2.0,2,1.0,2,1,1,0
2,7b6tws5901,20.0,3,4.0,2,4.0,2,1,5,0
2,7b6tws5901,20.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,21.0,4,4.0,4,1.0,3,4,5,1
2,7b6tws5901,21.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,22.0,4,4.0,4,5.0,3,4,5,1
2,7b6tws5901,22.0,2,1.0,3,1.0,3,4,1,1
2,7b6tws5901,23.0,1,1.0,1,0.0,2,1,1,0
2,7b6tws5901,23.0,3,4.0,2,6.0,2,1,5,0
2,7b6tws5901,24.0,4,4.0,4,9.0,4,3,5,0
2,7b6tws5901,24.0,1,2.0,2,4.0,1,2,1,1
2,7b6tws5901,25.0,1,1.0,1,0.0,1,2,1,1
2,7b6tws5901,25.0,4,4.0,4,8.0,4,3,5,0
2,7b6tws5901,26.0,3,3.0,1,9.0,1,2,5,1
2,7b6tws5901,26.0,2,1.0,3,0.0,3,4,1,1
2,7b6tws5901,27.0,2,1.0,3,1.0,4,3,1,0
2,7b6tws5901,27.0,3,4.0,2,8.0,2,1,5,0
2,7b6tws5901,28.0,2,1.0,3,4.0,4,3,1,0
2,7b6tws5901,28.0,3,4.0,2,8.0,1,2,5,1
2,7b6tws5901,29.0,3,4.0,2,1.0,1,2,5,1
2,7b6tws5901,29.0,2,1.0,3,6.0,3,4,1,1
2,7b6tws5901,30.0,1,2.0,2,0.0,2,1,1,0
2,7b6tws5901,30.0,3,4.0,2,0.0,1,2,5,1
2,7b6tws5901,31.0,1,2.0,2,1.0,1,2,1,1
2,7b6tws5901,31.0,4,3.0,3,4.0,4,3,5,0
2,7b6tws5901,32.0,4,4.0,4,0.0,4,3,5,0
2,7b6tws5901,32.0,1,1.0,1,9.0,2,1,1,0
2,7b6tws5901,33.0,3,4.0,2,1.0,1,2,5,1
2,7b6tws5901,33.0,2,1.0,3,9.0,3,4,1,1
2,7b6tws5901,34.0,1,2.0,2,3.0,2,1,1,0
2,7b6tws5901,34.0,3,4.0,2,0.0,2,1,5,0
2,7b6tws5901,35.0,1,2.0,2,0.0,1,2,1,1
2,7b6tws5901,35.0,3,4.0,2,1.0,1,2,5,1
2,7b6tws5901,36.0,1,1.0,1,4.0,1,2,1,1
2,7b6tws5901,36.0,4,4.0,4,1.0,3,4,5,1
2,7b6tws5901,37.0,4,4.0,4,3.0,3,4,5,1
2,7b6tws5901,37.0,2,1.0,3,4.0,4,3,1,0
2,7b6tws5901,38.0,3,3.0,1,5.0,1,2,5,1
2,7b6tws5901,38.0,1,1.0,1,5.0,2,1,1,0
2,7b6tws5901,39.0,4,4.0,4,4.0,4,3,5,0
2,7b6tws5901,39.0,1,1.0,1,3.0,1,2,1,1
2,7b6tws5901,40.0,4,4.0,4,6.0,4,3,5,0
2,7b6tws5901,40.0,1,1.0,1,1.0,1,2,1,1
2,7b6tws5901,41.0,2,2.0,4,4.0,4,3,1,0
2,7b6tws5901,41.0,4,4.0,4,7.0,4,3,5,0
2,7b6tws5901,42.0,1,1.0,1,3.0,2,1,1,0
2,7b6tws5901,42.0,4,4.0,4,7.0,3,4,5,1
2,7b6tws5901,43.0,3,3.0,1,5.0,1,2,5,1
2,7b6tws5901,43.0,2,2.0,4,8.0,4,3,1,0
2,7b6tws5901,44.0,4,4.0,4,5.0,3,4,5,1
2,7b6tws5901,44.0,2,2.0,4,4.0,3,4,1,1
2,7b6tws5901,45.0,1,1.0,1,6.0,2,1,1,0
2,7b6tws5901,45.0,3,3.0,1,5.0,2,1,5,0
2,7b6tws5901,46.0,1,1.0,1,5.0,2,1,1,0
2,7b6tws5901,46.0,3,3.0,1,3.0,1,2,5,1
2,7b6tws5901,47.0,1,1.0,1,4.0,2,1,1,0
2,7b6tws5901,47.0,4,4.0,4,5.0,4,3,5,0
2,7b6tws5901,48.0,2,2.0,4,0.0,3,4,1,1
2,7b6tws5901,48.0,3,3.0,1,1.0,1,2,5,1
2,7b6tws5901,49.0,4,4.0,4,6.0,3,4,5,1
2,7b6tws5901,49.0,1,1.0,1,6.0,2,1,1,0
2,7b6tws5901,50.0,2,1.0,3,7.0,4,3,1,0
2,7b6tws5901,50.0,3,3.0,1,1.0,2,1,5,0
2,7b6tws5901,51.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,51.0,3,3.0,1,5.0,1,2,5,1
2,7b6tws5901,52.0,4,4.0,4,4.0,3,4,5,1
2,7b6tws5901,52.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,53.0,3,3.0,1,9.0,1,2,5,1
2,7b6tws5901,53.0,2,1.0,3,7.0,3,4,1,1
2,7b6tws5901,54.0,4,4.0,4,1.0,4,3,5,0
2,7b6tws5901,54.0,1,1.0,1,7.0,2,1,1,0
2,7b6tws5901,55.0,1,1.0,1,9.0,1,2,1,1
2,7b6tws5901,55.0,4,4.0,4,4.0,4,3,5,0
2,7b6tws5901,56.0,4,3.0,3,6.0,4,3,5,0
2,7b6tws5901,56.0,1,1.0,1,9.0,1,2,1,1
2,7b6tws5901,57.0,1,1.0,1,8.0,2,1,1,0
2,7b6tws5901,57.0,3,4.0,2,0.0,2,1,5,0
2,7b6tws5901,58.0,4,4.0,4,2.0,3,4,5,1
2,7b6tws5901,58.0,1,1.0,1,7.0,1,2,1,1
2,7b6tws5901,59.0,2,2.0,4,0.0,3,4,1,1
2,7b6tws5901,59.0,4,4.0,4,2.0,4,3,5,0
2,7b6tws5901,60.0,2,2.0,4,2.0,4,3,1,0
2,7b6tws5901,60.0,4,4.0,4,4.0,3,4,5,1
2,7b6tws5901,61.0,4,4.0,4,4.0,4,3,5,0
2,7b6tws5901,61.0,2,1.0,3,9.0,3,4,1,1
2,7b6tws5901,62.0,4,4.0,4,6.0,4,3,5,0
2,7b6tws5901,62.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,63.0,3,3.0,1,2.0,1,2,5,1
2,7b6tws5901,63.0,2,1.0,3,9.0,4,3,1,0
2,7b6tws5901,64.0,4,4.0,4,8.0,3,4,5,1
2,7b6tws5901,64.0,1,1.0,1,4.0,1,2,1,1
2,7b6tws5901,65.0,3,4.0,2,5.0,1,2,5,1
2,7b6tws5901,65.0,1,1.0,1,3.0,1,2,1,1
2,7b6tws5901,66.0,2,2.0,4,3.0,3,4,1,1
2,7b6tws5901,66.0,4,3.0,3,9.0,3,4,5,1
2,7b6tws5901,67.0,3,4.0,2,4.0,2,1,5,0
2,7b6tws5901,67.0,2,2.0,4,3.0,3,4,1,1
2,7b6tws5901,68.0,4,4.0,4,3.0,4,3,5,0
2,7b6tws5901,68.0,1,1.0,1,7.0,1,2,1,1
2,7b6tws5901,69.0,1,2.0,2,1.0,1,2,1,1
2,7b6tws5901,69.0,4,4.0,4,2.0,4,3,5,0
2,7b6tws5901,70.0,4,4.0,4,5.0,3,4,5,1
2,7b6tws5901,70.0,2,1.0,3,4.0,3,4,1,1
2,7b6tws5901,71.0,2,2.0,4,1.0,4,3,1,0
2,7b6tws5901,71.0,4,3.0,3,9.0,4,3,5,0
2,7b6tws5901,72.0,4,3.0,3,8.0,4,3,5,0
2,7b6tws5901,72.0,1,1.0,1,2.0,2,1,1,0
2,7b6tws5901,73.0,3,4.0,2,0.0,1,2,5,1
2,7b6tws5901,73.0,2,2.0,4,3.0,4,3,1,0
2,7b6tws5901,74.0,3,3.0,1,8.0,1,2,5,1
2,7b6tws5901,74.0,1,2.0,2,4.0,2,1,1,0
2,7b6tws5901,75.0,3,3.0,1,9.0,1,2,5,1
2,7b6tws5901,75.0,1,1.0,1,3.0,2,1,1,0
2,7b6tws5901,76.0,3,4.0,2,1.0,2,1,5,0
2,7b6tws5901,76.0,1,1.0,1,4.0,2,1,1,0
2,7b6tws5901,77.0,1,1.0,1,2.0,1,2,1,1
2,7b6tws5901,77.0,4,3.0,3,5.0,4,3,5,0
2,7b6tws5901,78.0,1,2.0,2,8.0,2,1,1,0
2,7b6tws5901,78.0,3,3.0,1,4.0,1,2,5,1
2,7b6tws5901,79.0,4,4.0,4,0.0,3,4,5,1
2,7b6tws5901,79.0,1,1.0,1,7.0,1,2,1,1
2,7b6tws5901,80.0,1,1.0,1,5.0,1,2,1,1
2,7b6tws5901,80.0,4,4.0,4,0.0,4,3,5,0
2,7b6tws5901,81.0,4,3.0,3,6.0,4,3,5,0
2,7b6tws5901,81.0,1,2.0,2,8.0,1,2,1,1
2,7b6tws5901,82.0,4,4.0,4,4.0,4,3,5,0
2,7b6tws5901,82.0,2,2.0,4,8.0,3,4,1,1
2,7b6tws5901,83.0,2,1.0,3,9.0,3,4,1,1
2,7b6tws5901,83.0,3,4.0,2,5.0,1,2,5,1
2,7b6tws5901,84.0,2,1.0,3,9.0,3,4,1,1
2,7b6tws5901,84.0,3,3.0,1,5.0,1,2,5,1
2,7b6tws5901,85.0,3,4.0,2,7.0,1,2,5,1
2,7b6tws5901,85.0,2,2.0,4,4.0,3,4,1,1
2,7b6tws5901,86.0,1,1.0,1,5.0,1,2,1,1
2,7b6tws5901,86.0,4,3.0,3,9.0,4,3,5,0
2,7b6tws5901,87.0,4,4.0,4,3.0,3,4,5,1
2,7b6tws5901,87.0,1,1.0,1,6.0,2,1,1,0
2,7b6tws5901,88.0,3,4.0,2,4.0,1,2,5,1
2,7b6tws5901,88.0,1,1.0,1,8.0,1,2,1,1
2,7b6tws5901,89.0,3,4.0,2,2.0,2,1,5,0
2,7b6tws5901,89.0,1,1.0,1,8.0,2,1,1,0
2,7b6tws5901,90.0,1,1.0,1,6.0,2,1,1,0
2,7b6tws5901,90.0,4,3.0,3,7.0,3,4,5,1
2,7b6tws5901,91.0,2,1.0,3,6.0,4,3,1,0
2,7b6tws5901,91.0,4,4.0,4,0.0,3,4,5,1
2,7b6tws5901,92.0,1,2.0,2,5.0,2,1,1,0
2,7b6tws5901,92.0,4,3.0,3,7.0,3,4,5,1
2,7b6tws5901,93.0,2,2.0,4,2.0,3,4,1,1
2,7b6tws5901,93.0,4,4.0,4,2.0,3,4,5,1
2,7b6tws5901,94.0,2,1.0,3,9.0,3,4,1,1
2,7b6tws5901,94.0,3,4.0,2,3.0,1,2,5,1
2,7b6tws5901,95.0,2,2.0,4,0.0,3,4,1,1
2,7b6tws5901,95.0,4,4.0,4,6.0,4,3,5,0
2,7b6tws5901,96.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,96.0,4,3.0,3,4.0,4,3,5,0
2,7b6tws5901,97.0,2,2.0,4,0.0,4,3,1,0
2,7b6tws5901,97.0,4,4.0,4,6.0,3,4,5,1
2,7b6tws5901,98.0,3,4.0,2,9.0,2,1,5,0
2,7b6tws5901,98.0,1,1.0,1,6.0,2,1,1,0
2,7b6tws5901,99.0,1,2.0,2,1.0,1,2,1,1
2,7b6tws5901,99.0,4,3.0,3,8.0,3,4,5,1
2,7b6tws5901,100.0,1,1.0,1,5.0,2,1,1,0
2,7b6tws5901,100.0,4,4.0,4,7.0,4,3,5,0
2,lg4qz3mg01,1.0,2,2.0,4,4.0,3,4,1,1
2,lg4qz3mg01,1.0,3,4.0,2,2.0,1,2,5,1
2,lg4qz3mg01,2.0,2,2.0,4,4.0,4,3,1,0
2,lg4qz3mg01,2.0,4,4.0,4,2.0,3,4,5,1
2,lg4qz3mg01,3.0,2,1.0,3,1.0,3,4,1,1
2,lg4qz3mg01,3.0,3,4.0,2,3.0,2,1,5,0
2,lg4qz3mg01,4.0,1,1.0,1,0.0,2,1,1,0
2,lg4qz3mg01,4.0,4,4.0,4,4.0,4,3,5,0
2,lg4qz3mg01,5.0,2,2.0,4,9.0,4,3,1,0
2,lg4qz3mg01,5.0,3,4.0,2,5.0,2,1,5,0
2,lg4qz3mg01,6.0,1,1.0,1,0.0,2,1,1,0
2,lg4qz3mg01,6.0,3,4.0,2,7.0,1,2,5,1
2,lg4qz3mg01,7.0,1,1.0,1,1.0,1,2,1,1
2,lg4qz3mg01,7.0,4,3.0,3,5.0,3,4,5,1
